action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,DOI match: 10.1093/nar/gkag704,41,semantic_scholar,Systematic contextual biases in SegmentNT potentially relevant to other nucleotide transformer model,10.1093/nar/gkag704,openalex,Systematic contextual biases in SegmentNT potentially relevant to other nucleotide transformer model
NEW,No match found,154,semantic_scholar,Artificial Intelligence and Deep Learning for Antimicrobial Resistance Prediction: A Scoping Review ,10.1109/ACCESS.2026.3698372,,
NEW,No match found,155,semantic_scholar,SHINE: Decoding transcriptional-metabolic microenvironments through higher-order spatial integration,10.64898/2026.07.10.737648,,
NEW,No match found,156,semantic_scholar,TCellAlign: Cross-study T-cell Populations Alignment with Nomenclature-Guided Multi-Agent Workflow,,,
MERGE,DOI match: 10.1093/narcan/zcag015,5,semantic_scholar,Cross-modal mapping of cancer stem-like cell plasticity using deep learning,10.1093/narcan/zcag015,pubmed,Cross-modal mapping of cancer stem-like cell plasticity using deep learning.
NEW,No match found,157,semantic_scholar,A Systematic Literature Review of Generative AI Approaches for Synthetic Clinical Data Generation: B,10.5220/0014769700004070,,
NEW,No match found,158,semantic_scholar,"AI-DRIVEN PARADIGMS IN PRECISION ONCOLOGY: MAPPING THE CONVERGENCE OF MULTI-OMICS DRUG DISCOVERY, ME",10.65605/a-jmrhs.2026.v04.i02.pp2180-2202,,
NEW,No match found,159,semantic_scholar,DDI-MMAF: Multi-modal affine fusion of visual and semantic representations for anticancer drug syner,10.1016/j.ejmech.2026.119134,,
NEW,No match found,160,semantic_scholar,"Enhanced Multimodal Transformer for Treatment-Resistant Depression Prediction Using Synthetic fMRI, ",10.4236/oalib.1114447,,
NEW,No match found,161,semantic_scholar,LATTICE: Graph Self-Supervised Learning for Multimodal Spatial Omics Integration,,,
NEW,No match found,162,semantic_scholar,Mechanism-Aware Prediction of Tissue-Specific Drug Activity via Multi-Modal Biological Graphs,,,
NEW,No match found,163,semantic_scholar,ARTIFICIAL INTELLIGENCE IN SURGICAL ONCOLOGY: CURRENT APPLICATIONS AND FUTURE PERSPECTIVES,10.70286/isu-22.07.2026.017,,
MERGE,DOI match: 10.3389/fgene.2026.1875066,85,semantic_scholar,Artificial intelligence in peptide cancer vaccine design: from neoantigen discovery to immunogenicit,10.3389/fgene.2026.1875066,openalex,Artificial intelligence in peptide cancer vaccine design: from neoantigen discovery to immunogenicit
MERGE,DOI match: 10.1038/s41598-026-59572-x,50,semantic_scholar,Selaginella sellowii gene regulatory networks reveal distinct transcriptional strategies for dehydra,10.1038/s41598-026-59572-x,openalex,Selaginella sellowii gene regulatory networks reveal distinct transcriptional strategies for dehydra
NEW,No match found,164,semantic_scholar,TMO: ASYMMETRIC CROSS-MODAL ATTENTION FOR LEARNING CELL-STATE-DEPENDENT REGULATORY LAGS FROM SINGLE-,10.64898/2026.06.08.730880,,
MERGE,DOI match: 10.1007/s11042-026-21805-6,34,semantic_scholar,Multimodal artificial intelligence for diagnosis and prognosis in head and neck cancer: A systematic,10.1007/s11042-026-21805-6,scopus,Multimodal artificial intelligence for diagnosis and prognosis in head and neck cancer: A systematic
NEW,No match found,165,semantic_scholar,Advances in Massive Parallel Sequencing: From Genomics to Spatial Transcriptomics.,10.1007/978-3-032-18966-0_3,,
NEW,No match found,166,semantic_scholar,Interpretable variant effect prediction from genomic foundation model representations,10.64898/2026.04.10.717844,,
NEW,No match found,167,semantic_scholar,CellDuality: Unlocking Biological Reasoning in LLMs with Self-Supervised RLVR.,,,
MERGE,DOI match: 10.3389/fsysb.2026.1892418,104,semantic_scholar,A generative AI multi-agent framework with integrated XAI governance for cancer diagnostics: from mu,10.3389/fsysb.2026.1892418,openalex,A generative AI multi-agent framework with integrated XAI governance for cancer diagnostics: from mu
MERGE,DOI match: 10.65457/cmjbm-2026-0006,88,semantic_scholar,Self-evolving artificial intelligence virtual cells: A closed-loop system from multi-scale modeling ,10.65457/cmjbm-2026-0006,openalex,Self-evolving artificial intelligence virtual cells: A closed-loop system from multi-scale modeling 
NEW,No match found,168,semantic_scholar,Machine learning guided cell-free expression maps the biochemical landscape of carbonic anhydrase,10.64898/2026.07.07.736810,,
MERGE,DOI match: 10.1016/j.jbi.2026.105078,19,semantic_scholar,scCLIP: A contrastive masked-reconstruction framework for paired single-cell multi-omics integration,10.1016/j.jbi.2026.105078,pubmed,scCLIP: A contrastive masked-reconstruction framework for paired single-cell multi-omics integration
NEW,No match found,169,semantic_scholar,"Genomic language models (gLMs): Emerging applications, challenges, and future directions in computat",10.1016/j.bbrc.2026.154321,,
MERGE,DOI match: 10.3390/jcm15156059,111,semantic_scholar,Artificial Intelligence in Obstetrics: Current Trends and Future Directions,10.3390/jcm15156059,openalex,Artificial Intelligence in Obstetrics: Current Trends and Future Directions
NEW,No match found,170,semantic_scholar,Antimicrobial Resistance and AI-Based Strategies for Rapid Pathogen Detection,10.37591/rtid.v03i02.247561,,
NEW,No match found,171,semantic_scholar,"MULTIMODAL LEARNING IN PRECISION ONCOLOGY: BRIDGING IMAGING, MOLECULAR BIOLOGY, AND CLINICAL INTELLI",10.65713/ijaraiv14i1227,,
NEW,No match found,172,semantic_scholar,Artificial intelligence (AI) as a catalyst for mechanistic target discovery: Integrating systems pha,10.1111/bph.70592,,
NEW,No match found,173,semantic_scholar,Decoding UTRs by applying explainable AI to a genomic foundation model,10.64898/2025.12.04.692303,,
NEW,No match found,174,semantic_scholar,Analysis of Multi-Omics Data in Breast Cancer Subtype Classification,10.1109/ACCESS.2026.3695279,,
NEW,No match found,175,semantic_scholar,"OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-",10.64898/2026.07.08.737248,,
NEW,No match found,176,semantic_scholar,From Cellular Responses to Pharmacological Domains: Multimodal Zero-Shot Drug Representation Learnin,,,
MERGE,DOI match: 10.1186/s43556-026-00497-2,109,semantic_scholar,Integrative cfDNA profiling from low-pass whole-genome sequencing enables tissue-of-origin predictio,10.1186/s43556-026-00497-2,openalex,Integrative cfDNA profiling from low-pass whole-genome sequencing enables tissue-of-origin predictio
NEW,No match found,177,semantic_scholar,Concord: Building Consensus Representations for Single Cells with Collaborative Random Projection,10.1145/3770855.3818842,,
NEW,No match found,178,semantic_scholar,SGL-CDP: Spectral Graph Learning for Cancer Driver Prioritization,10.1109/ACCESS.2026.3675370,,
MERGE,DOI match: 10.1038/s42003-026-10608-y,21,semantic_scholar,High-resolution mri guided whole mouse brain neuronal cell type atlas using deep learning.,10.1038/s42003-026-10608-y,pubmed,High-resolution mri guided whole mouse brain neuronal cell type atlas using deep learning.
NEW,No match found,179,semantic_scholar,Robust AI Framework for Comprehensive Tuberculosis Drug Resistance Profiling with Rapid Adaptability,10.64898/2026.07.20.26358475,,
MERGE,DOI match: 10.3389/fnins.2026.1837233,7,semantic_scholar,Integrated multi-omics and deep learning analysis reveals neurotransmitter metabolism regulatory mec,10.3389/fnins.2026.1837233,pubmed,Integrated multi-omics and deep learning analysis reveals neurotransmitter metabolism regulatory mec
NEW,No match found,180,semantic_scholar,Decoding immune signaling landscapes: what AlphaGenome reveals,10.1038/s41392-026-02844-9,,
MERGE,DOI match: 10.3389/fcell.2026.1878798,2,semantic_scholar,Application of deep learning in prognostic prediction of non-small cell lung cancer,10.3389/fcell.2026.1878798,pubmed,Application of deep learning in prognostic prediction of non-small cell lung cancer.
NEW,No match found,181,semantic_scholar,Abstract A034: Repurposing adult clinical trials for pediatric target discovery using the CURE AI fo,10.1158/1557-3265.d32026-a034,,
MERGE,DOI match: 10.1093/bioinformatics/btag596,121,semantic_scholar,Image-guided Spatial Omics Enhancement reveals Hidden Spatial Microstructures.,10.1093/bioinformatics/btag596,openalex,Image-guided Spatial Omics Enhancement reveals Hidden Spatial Microstructures
NEW,No match found,182,semantic_scholar,Time-to-event modeling in lung cancer prognosis: From classical survival Analysis to machine and dee,10.1051/bioconf/202624001035,,
NEW,No match found,183,semantic_scholar,Artificial Intelligence Approaches in Toxicology,10.46610/jabp.2026.v08i01.002,,
NEW,No match found,184,semantic_scholar,Artificial Intelligence in Early Diagnosis and Personalized Treatment of Alzheimer’s Disease,10.37591/ijbs.v03i02.247576,,
NEW,No match found,185,semantic_scholar,From uncertainty to clarity: The evolution of Nuclear Medicine towards precision theranostics and AI,,,
NEW,No match found,186,semantic_scholar,AI-Driven Pharmacogenomics and Precision Medicine: Future of Personalized Therapy,10.37591/etpm.v03i02.247547,,
NEW,No match found,187,semantic_scholar,Multimodal artificial intelligence using entire electronic health record and complete pathogen genom,10.64898/2026.08.04.26359536,,
NEW,No match found,188,semantic_scholar,AI-Driven Early Diagnosis of Autism Spectrum Disorder: Current Status and Future Perspectives,10.25236/ajmhs.2026.070201,,
MERGE,DOI match: 10.1002/med.70098,117,semantic_scholar,Artificial Intelligence-Driven Natural Product Drug Discovery: From Computational Genome Mining to C,10.1002/med.70098,openalex,Artificial Intelligence‐Driven Natural Product Drug Discovery: From Computational Genome Mining to C
MERGE,DOI match: 10.3389/frai.2026.1881820,110,semantic_scholar,Generative AI-augmented transcriptomic and microbiome analysis across inflammatory and fibrotic dise,10.3389/frai.2026.1881820,openalex,Generative AI-augmented transcriptomic and microbiome analysis across inflammatory and fibrotic dise
MERGE,DOI match: 10.1093/bioinformatics/btag579,101,semantic_scholar,Accelerating inference in genomic and proteomic foundation models via speculative decoding.,10.1093/bioinformatics/btag579,openalex,Accelerating inference in genomic and proteomic foundation models via speculative decoding
MERGE,DOI match: 10.1186/s12301-026-00604-3,114,semantic_scholar,Artificial intelligence-based prediction of biochemical recurrence of prostate cancer using multipar,10.1186/s12301-026-00604-3,openalex,Artificial intelligence-based prediction of biochemical recurrence of prostate cancer using multipar
NEW,No match found,189,semantic_scholar,Abstract B028: Repurposing adult clinical trials for rare cancer immune target discovery using the C,10.1158/1538-7445.rareca26-b028,,
NEW,No match found,190,semantic_scholar,Deep Learning-Based Prediction of Antimicrobial Resistance,10.1051/itmconf/20268801020,,
NEW,No match found,191,semantic_scholar,Decoding the regulatory genome: single-cell four-omics integration,10.1038/s41392-026-02874-3,,
MERGE,DOI match: 10.1186/s41983-026-01208-y,90,semantic_scholar,Artificial intelligence in rare neurological diseases: a scoping review of the evidence landscape an,10.1186/s41983-026-01208-y,openalex,Artificial intelligence in rare neurological diseases: a scoping review of the evidence landscape an
MERGE,DOI match: 10.1038/s43588-026-01016-7,39,semantic_scholar,SpatialFormer: universal spatial representation learning from subcellular molecular to multicellular,10.1038/s43588-026-01016-7,openalex,SpatialFormer: universal spatial representation learning from subcellular molecular to multicellular
MERGE,DOI match: 10.1177/15330338261476208,115,semantic_scholar,The Rise of Generalist Foundation Models and Quantum Computing in Oncology.,10.1177/15330338261476208,openalex,The Rise of Generalist Foundation Models and Quantum Computing in Oncology
NEW,No match found,192,semantic_scholar,Artificial Intelligence-Driven Multiomics Integration in Lung Cancer: From Data Convergence to Preci,10.1177/15578100261472236,,
NEW,No match found,193,semantic_scholar,Attention-Enhanced Hierarchical Transformer for Multimodal Integration of Mammograms and Clinical Da,10.14569/ijacsa.2026.0170125,,
NEW,No match found,194,semantic_scholar,INTELLIGENT CANCER DIGITAL TWINS: AI-DRIVEN VIRTUAL PATIENT MODELS FOR PREDICTIVE ONCOLOGY,10.65713/ijaraiv14i1225,,
MERGE,DOI match: 10.1038/s41467-026-74411-3,48,semantic_scholar,Decoding cancer circulating transcriptomic signatures with language models.,10.1038/s41467-026-74411-3,openalex,Decoding cancer circulating transcriptomic signatures with language models
NEW,No match found,195,semantic_scholar,Tokenizing single-cell transcriptomes as a native language for large language models,10.1101/2025.10.22.684047,,
NEW,No match found,196,semantic_scholar,Whole-Slide Images as Predictive Biomarkers for Drug Response Using Transcriptomically Transferred L,10.1109/ACCESS.2026.3674022,,
MERGE,DOI match: 10.1111/1750-3841.71334,4,semantic_scholar,Artificial Intelligence in Food-Nutrition-Health Research: From Multimodal Data Integration to Preci,10.1111/1750-3841.71334,pubmed,Artificial Intelligence in Food-Nutrition-Health Research: From Multimodal Data Integration to Preci
NEW,No match found,197,semantic_scholar,Frozen but Not Always Accessible: A Representation Analysis of Genomic Language Models,,,
NEW,No match found,198,semantic_scholar,M$^3$-Gen: Interpretable Multimodal Generation of Gene Expression Profiles Using Clinical and Imagin,,,
MERGE,DOI match: 10.1038/s41746-026-03027-0,65,semantic_scholar,Interpretable multimodal deep learning for time-resolved survival prediction after hepatocellular ca,10.1038/s41746-026-03027-0,openalex,Interpretable multimodal deep learning for time-resolved survival prediction after hepatocellular ca
NEW,No match found,199,semantic_scholar,CIGTSurv: Clinical Information Guided Tri-modal Survival Prediction with Local Prototype Association,,,
NEW,No match found,200,semantic_scholar,Abstract A041: Glyco-Immune Checkpoint Activation in Inflammatory Breast Cancer Defines a Targetable,10.1158/1557-3265.d32026-a041,,
MERGE,DOI match: 10.64898/2026.07.13.738265,62,semantic_scholar,scWeave: A deep learning model that bidirectionally translates between gene expression and chromatin,10.64898/2026.07.13.738265,openalex,scWeave: A deep learning model that bidirectionally translates between gene expression and chromatin
MERGE,DOI match: 10.3390/medsci14040434,81,semantic_scholar,From Automated ECG Interpretation to Multimodal Cardiovascular Intelligence: The Evolution of Artifi,10.3390/medsci14040434,openalex,From Automated ECG Interpretation to Multimodal Cardiovascular Intelligence: The Evolution of Artifi
MERGE,DOI match: 10.3389/fimmu.2026.1792331,97,semantic_scholar,From subjective assessment to data-driven diagnosis: the AI revolution in multimodal early detection,10.3389/fimmu.2026.1792331,openalex,From subjective assessment to data-driven diagnosis: the AI revolution in multimodal early detection
MERGE,DOI match: 10.1186/s12859-026-06562-5,72,semantic_scholar,Interpretable prediction of DNA replication origins in S. cerevisiae using DNABERT and DNABERT-2,10.1186/s12859-026-06562-5,openalex,Interpretable prediction of DNA replication origins in S. cerevisiae using DNABERT and DNABERT-2
NEW,No match found,201,semantic_scholar,CASH3D: Color-aware 3D Multimodal Hypergraph Learning for Revealing Biologically Meaningful Tissue O,10.1145/3770855.3819048,,
MERGE,DOI match: 10.1186/s12864-026-12965-8,9,semantic_scholar,Systematic evaluation of single-cell foundation model interpretability: attention-derived edge score,10.1186/s12864-026-12965-8,pubmed,Systematic evaluation of single-cell foundation model interpretability: attention-derived edge score
MERGE,DOI match: 10.1093/bioadv/vbag203,76,semantic_scholar,shinyDeepGxP: A user-friendly R Shiny app for Predicting Surface Protein Abundance from scRNA-seq Ex,10.1093/bioadv/vbag203,openalex,shinyDeepGxP: A user-friendly R Shiny app for Predicting Surface Protein Abundance from scRNA-seq Ex
NEW,No match found,202,semantic_scholar,Residual Multi-Modal Learning for Pan-Breast-Cancer Drug Response Prediction,10.64898/2026.07.03.736239,,
NEW,No match found,203,semantic_scholar,Artificial Intelligence Augmented Diagnostics In Clinical Microbiology: A Multimodal Evaluation Of D,10.53555/ajbr.v29i1s.9256,,
NEW,No match found,204,semantic_scholar,CASCADE recovers promoter-associated regulatory motifs from cell-type-resolved DNA language-model at,10.64898/2026.07.16.738979,,
NEW,No match found,205,semantic_scholar,Quantifying Cross-Modal Shared Information Between Histomorphology and Spatial Transcriptomics via S,10.64898/2026.07.13.738201,,
MERGE,DOI match: 10.3390/math14142489,52,semantic_scholar,Robust Transcription Factor Binding Site Prediction and Explainability Using a Heterogeneous Mixture,10.3390/math14142489,openalex,Robust Transcription Factor Binding Site Prediction and Explainability Using a Heterogeneous Mixture
NEW,No match found,206,semantic_scholar,Optimized Lung Cancer Prediction using Adaptive Federated Multimodal Transformer Framework with Self,10.64909/ijits.2026.1103,,
NEW,No match found,207,semantic_scholar,AI for Precision Medicine: Histopathology-centered Computational Analysis of Spatial Omics: Integrat,10.1145/3770855.3816454,,
MERGE,DOI match: 10.1038/s44320-026-00238-1,86,semantic_scholar,xDecoder unlocks the potential of genomic foundation models for few-shot personal gene expression pr,10.1038/s44320-026-00238-1,openalex,xDecoder unlocks the potential of genomic foundation models for few-shot personal gene expression pr
NEW,No match found,208,semantic_scholar,Isoform function prediction via knowledge distillation from alternative splicing,10.70401/cbm.2026.0019,,
MERGE,DOI match: 10.1016/j.xgen.2026.101329,0,semantic_scholar,PlantCAD2: A DNA foundation model for interpreting genomes across flowering plants.,10.1016/j.xgen.2026.101329,pubmed,PlantCAD2: A DNA foundation model for interpreting genomes across flowering plants.
NEW,No match found,209,semantic_scholar,NeuroOmics-Net: An interpretable multimodal deep learning framework for Alzheimer's disease diagnosi,10.1016/j.compbiomed.2026.111879,,
NEW,No match found,210,semantic_scholar,VESTIGE: A Knowledge-Guided Masking Strategy for Corruption-Aware Fine-Tuning of Genomic Transformer,,,
NEW,No match found,211,semantic_scholar,MMBCSurv: Multimodal Breast Cancer Survival Prediction Integrating Histopathology Images and Multi-O,10.1109/ACCESS.2026.3679249,,
MERGE,DOI match: 10.1093/gigascience/giag081,42,semantic_scholar,Extending Protein Language Models to a Viral Genomic Scale Using Biologically Induced Sparse Attenti,10.1093/gigascience/giag081,openalex,Extending Protein Language Models to a Viral Genomic Scale Using Biologically Induced Sparse Attenti
MERGE,DOI match: 10.3390/diagnostics16152376,82,semantic_scholar,Early Detection Methods for Autism Spectrum Disorder: From Clinical Screening to Multimodal AI,10.3390/diagnostics16152376,openalex,Early Detection Methods for Autism Spectrum Disorder: From Clinical Screening to Multimodal AI
NEW,No match found,212,semantic_scholar,The Dayhoff Atlas: scaling sequence diversity for improved protein generation,10.1101/2025.07.21.665991,,
NEW,No match found,213,semantic_scholar,Artificial Intelligence in the prediction of 3D chromatin structure and gene regulation.,10.1016/bs.pmbts.2026.01.018,,
MERGE,DOI match: 10.1038/s44321-026-00488-4,70,semantic_scholar,DeepPlaque: a scalable multimodal platform for Aβ pathology and cell analysis in Alzheimer's disease,10.1038/s44321-026-00488-4,openalex,DeepPlaque: a scalable multimodal platform for Aβ pathology and cell analysis in Alzheimer’s disease
NEW,No match found,214,semantic_scholar,PACMOS: an R package for Projection And Classification of Multi-Omic Samples,10.64898/2026.07.01.735542,,
NEW,No match found,215,semantic_scholar,Causal dictionary learning reveals and validates transcription-factor binding features in genomic la,,,
NEW,No match found,216,semantic_scholar,Using Deep Learning to predict replication timing reveals baseline control of genomic DNA sequence,10.64898/2026.07.18.739304,,
MERGE,DOI match: 10.1038/s41592-026-03153-3,38,semantic_scholar,NicheTrans: spatial-aware cross-omics translation,10.1038/s41592-026-03153-3,openalex,NicheTrans: spatial-aware cross-omics translation
NEW,No match found,217,semantic_scholar,Human whole-epigenome modelling for clinical applications with Pleiades,10.1101/2025.07.16.665231,,
NEW,No match found,218,semantic_scholar,ARTIFICIAL INTELLIGENCE IN RHEUMATOLOGY: IMPROVING EARLY DIAGNOSIS AND DISEASE MONITORING,10.70286/isu-22.07.2026.010,,
NEW,No match found,219,semantic_scholar,Aimpact-X: A Causally-Grounded Interpretable Multimodal Deep Learning Framework for Transparent Earl,10.51583/ijltemas.2026.150600149,,
NEW,No match found,220,semantic_scholar,"Abstract B050: Novel, conformational target discovery in TKI-resistant non-small cell lung cancer",10.1158/1557-3265.d32026-b050,,
MERGE,DOI match: 10.3390/ijms27156755,83,semantic_scholar,Artificial Intelligence and Genomic Data Analysis: New Frontiers in Precision Medicine,10.3390/ijms27156755,openalex,Artificial Intelligence and Genomic Data Analysis: New Frontiers in Precision Medicine
MERGE,DOI match: 10.1007/s13402-026-01252-z,47,semantic_scholar,"The malignant synapse: architecture, signal integration, and therapeutic vulnerabilities in glioma.",10.1007/s13402-026-01252-z,openalex,"The malignant synapse: architecture, signal integration, and therapeutic vulnerabilities in glioma"
MERGE,DOI match: 10.1186/s12915-026-02676-7,12,semantic_scholar,ViMST: vision transformer-based dual modality multi-task graph contrastive network for spatial trans,10.1186/s12915-026-02676-7,pubmed,ViMST: vision transformer-based dual modality multi-task graph contrastive network for spatial trans
NEW,No match found,221,semantic_scholar,Microbial lipases: advances in metagenomics and artificial intelligence for enzyme discovery and eng,10.1007/s00203-026-05074-3,,
NEW,No match found,222,semantic_scholar,Artificial Intelligence in Biology,10.63363/aijfr.2026.v07i04.6804,,
NEW,No match found,223,semantic_scholar,A genomic approach to understanding common diseases in human populations,10.61588/mphb1911,,
NEW,No match found,224,semantic_scholar,Machine Learning for Predicting Colorectal Precancerous Lesions: A Comparative Study,10.66069/ojspub.27450739,,
NEW,No match found,225,semantic_scholar,Using AI to Predict Immunotherapy Response in Non-Small Cell Lung Cancer Patients,10.18192/uojm.v16i1.7562,,
NEW,No match found,226,semantic_scholar,"The Role of Artificial Intelligence and Machine Learning in Predictive Virology: Forecasting, Tracki",10.1177/15303667261469037,,
NEW,No match found,227,semantic_scholar,Multi-Modal Deep Learning-Based Model to Predict Burkitt Lymphoma Recurrence.,,,
MERGE,DOI match: 10.64898/2026.07.17.739269,3,semantic_scholar,GEM-GPT Enables Personalized Cell Type-Resolved Therapeutic Design for Systems Pharmacology,10.64898/2026.07.17.739269,pubmed,GEM-GPT Enables Personalized Cell Type-Resolved Therapeutic Design for Systems Pharmacology.
NEW,No match found,228,semantic_scholar,Mixture-of-Residuals Meets LLM-Semantic Gene Conditioning: Interpretable Spatial Transcriptomic Pred,10.1145/3770855.3819011,,
NEW,No match found,229,semantic_scholar,Artificial intelligence (AI) uses in stereotactic radiosurgery (SRS): diagnosis with brain metastasi,10.1016/j.jocn.2026.112210,,
MERGE,DOI match: 10.1038/s41587-026-03218-w,40,semantic_scholar,High-resolution reconstruction of cell-type-specific transcriptional regulatory processes from bulk ,10.1038/s41587-026-03218-w,openalex,High-resolution reconstruction of cell-type-specific transcriptional regulatory processes from bulk 
NEW,No match found,230,semantic_scholar,LLM4Cell: Taxonomy and Evaluation of LLM and Agentic Models for Single-Cell Biology,10.18653/v1/2026.acl-long.1942,,
NEW,No match found,231,semantic_scholar,Learning causal regulatory motifs and grammars using deep learning models and massively parallel rep,10.1101/2025.07.25.666754,,
NEW,No match found,232,semantic_scholar,Causality-Guided Diffusion and Fusion of incomplete multi-modal data for robust survival prognosis.,10.1016/j.media.2026.104207,,
MERGE,DOI match: 10.1002/mdr2.70080,56,semantic_scholar,"Artificial Intelligence for Identifying Tumor‐Reactive CD8
 +
 T Cells: Biological Principles, Compu",10.1002/mdr2.70080,openalex,Artificial Intelligence for Identifying Tumor‐Reactive CD8 <sup>+</sup> T Cells: Biological Principl
NEW,No match found,233,semantic_scholar,AI-Driven Predictive Analytics for Multi-Hazard Infectious Disease Outbreak Forecasting in Low- And ,10.47772/ijriss.2026.100500154,,
NEW,No match found,234,semantic_scholar,Artificial intelligence in multi-omics analysis of small-molecule drug discovery.,10.1016/bs.pmbts.2026.01.026,,
MERGE,DOI match: 10.3390/cancers18152475,108,semantic_scholar,Benchmarking Open-Source Pathology Foundation Models for Breast Cancer Biomarker Prediction from H&E,10.3390/cancers18152475,openalex,Benchmarking Open-Source Pathology Foundation Models for Breast Cancer Biomarker Prediction from H&a
NEW,No match found,235,semantic_scholar,AttMM: Attention-Augmented Multimodal Deep Learning Architecture for Quantitative Phenotyping of Pro,10.1109/ACCESS.2026.3680427,,
MERGE,DOI match: 10.1186/s13040-026-00582-w,1,semantic_scholar,Clifti-GPT: privacy-preserving federated fine-tuning and transferable inference of foundation models,10.1186/s13040-026-00582-w,pubmed,Clifti-GPT: privacy-preserving federated fine-tuning and transferable inference of foundation models
NEW,No match found,236,semantic_scholar,Artificial intelligence in bone biology: Transforming basic research into advanced therapeutics,10.59717/j.xinn-life.2026.100186,,
NEW,No match found,237,semantic_scholar,Generative AI-Based Clinical Decision Support for Personalized Medicine and Remote Healthcare,10.64137/31079377/ijmsd-v2i2p104,,
NEW,No match found,238,semantic_scholar,Количественная оценка результатов иммуногистохимического исследования: современные подходы и огранич,10.24866/3033-5485/2026-2/19-35,,
NEW,No match found,239,semantic_scholar,Auditing pretraining contamination in single-cell foundation model benchmarks,,,
NEW,No match found,240,semantic_scholar,COMPASS: Component-Wise Inference of Shared and Gene-Specific Perturbation Response,10.64898/2026.08.03.742643,,
NEW,No match found,241,semantic_scholar,Tabular Foundation Models Are Competitive Cellular Perturbation Predictors Across Biological Scales,10.64898/2026.06.28.735106,,
NEW,No match found,242,semantic_scholar,Concept-based interpretability of foundation models for medical research in immuno-inflammation. (In,10.70675/a2b629abzefb5z48c2z8de0z58e5de7d3225,,
NEW,No match found,243,semantic_scholar,Do Geometric Outliers Identify Important Genes in Single-Cell Foundation Models?,10.64898/2026.06.22.733850,,
NEW,No match found,244,semantic_scholar,Interpretable gene networks from single-cell foundation models reveal conserved neurogenic dysfuncti,10.64898/2026.07.26.740813,,
NEW,No match found,245,semantic_scholar,Residual-stream geometry of single-cell foundation models carries incremental gene-regulatory signal,10.1186/s12859-026-06538-5,,
NEW,No match found,246,semantic_scholar,Single-cell foundation models predict durable CAR T response despite imperfect cell annotation,10.64898/2026.07.22.740224,,
NEW,No match found,247,semantic_scholar,TransactionGPT: Toward Foundational Transaction Modeling,10.1145/3770855.3818496,,
NEW,No match found,248,semantic_scholar,Harmonised benchmarking of foundation models for single-cell and spatial transcriptomics reveals con,,,
NEW,No match found,249,semantic_scholar,Single-cell foundation models identify shared and divergent transcriptomic signatures of aging acros,10.64898/2026.07.24.740647,,
NEW,No match found,250,semantic_scholar,MINA: linear probes reveal coding-sequence family signal in frozen DNA encoders up to protein compos,10.64898/2026.05.25.727711,,
NEW,No match found,251,semantic_scholar,Inflammation-linked aging signals in frozen single-cell foundation models: donor-aware detection and,10.1007/s10522-026-10471-8,,
MERGE,DOI match: 10.64898/2026.07.09.737627,151,biorxiv_medrxiv,Semantic fragment representations for coordinate-free analysis of genomics data,10.64898/2026.07.09.737627,semantic_scholar,Semantic fragment representations for coordinate-free analysis of genomics data
NEW,No match found,252,biorxiv_medrxiv,Multi-modal foundation model with whole-slide attention enables transferrable digital pathology at s,10.64898/2026.07.31.741265,,
MERGE,DOI match: 10.64898/2026.07.17.739269,3,biorxiv_medrxiv,GEM-GPT Enables Personalized Cell Type-Resolved Therapeutic Design for Systems Pharmacology,10.64898/2026.07.17.739269,pubmed,GEM-GPT Enables Personalized Cell Type-Resolved Therapeutic Design for Systems Pharmacology.
NEW,No match found,253,biorxiv_medrxiv,Interpretable Multi-modal Deep Learning Radiomics for Preoperative Mapping of Tertiary Lymphoid Stru,10.21203/rs.3.rs-10338322/v1,,
MERGE,DOI match: 10.64898/2026.07.13.738201,205,biorxiv_medrxiv,Quantifying Cross-Modal Shared Information Between Histomorphology and Spatial Transcriptomics via S,10.64898/2026.07.13.738201,semantic_scholar,Quantifying Cross-Modal Shared Information Between Histomorphology and Spatial Transcriptomics via S
NEW,No match found,254,biorxiv_medrxiv,PanoMito: mapping mitochondrial heterogeneity from morphofunctional profiling to single-mitochondrio,10.21203/rs.3.rs-9176755/v1,,
NEW,No match found,255,biorxiv_medrxiv,"Artificial Intelligence for Early Prediction and Diagnosis of Neonatal Sepsis: Current Evidence, Cha",10.20944/preprints202607.1103.v1,,
NEW,No match found,256,biorxiv_medrxiv,Genome-scale molecular profiling from routine histopathology with a multimodal pathology foundation ,10.21203/rs.3.rs-9949149/v1,,
NEW,No match found,257,biorxiv_medrxiv,"What Makes a Virtual Cell a World Model? Three Gaps, Three Experiments, and a Roadmap",10.21203/rs.3.rs-10404367/v1,,
NEW,No match found,258,biorxiv_medrxiv,scJET: Full-gene Space Single-cell Expression Generation with Patch-based Transformer Modeling,10.64898/2026.07.06.736701,,
NEW,No match found,259,biorxiv_medrxiv,A confound-diagnostic toolkit for in silico perturbation with single-cell foundation models,10.64898/2026.08.04.732812,,
NEW,No match found,260,biorxiv_medrxiv,EpiBinder: a multimodal framework for cell-type-specific prediction and interpretation of transcript,10.64898/2026.07.06.736502,,
