action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,DOI match: 10.1038/s41597-026-07752-9,8,springernature,A unified spatial transcriptome profiling of ten mouse organs,10.1038/s41597-026-07752-9,pubmed,A unified spatial transcriptome profiling of ten mouse organs.
NEW,No match found,150,springernature,Identification of Moonlighting Proteins from Published Literature Using Natural Language Processing ,10.1007/s10930-026-10340-w,,
MERGE,DOI match: 10.1007/s10142-026-01932-x,123,springernature,"Artificial intelligence-driven multi-omics integration for plant enhancement: advances, challenges, ",10.1007/s10142-026-01932-x,semantic_scholar,"Artificial intelligence-driven multi-omics integration for plant enhancement: advances, challenges, "
MERGE,DOI match: 10.1038/s41586-026-10452-4,31,springernature,Non-invasive profiling of the tumour microenvironment with spatial ecotypes,10.1038/s41586-026-10452-4,scopus,Non-invasive profiling of the tumour microenvironment with spatial ecotypes
MERGE,DOI match: 10.1007/s10822-026-00858-7,78,springernature,Multimodal machine learning and deep graph neural networks for the prediction of molecular inhibitor,10.1007/s10822-026-00858-7,semantic_scholar,Multimodal machine learning and deep graph neural networks for the prediction of molecular inhibitor
MERGE,DOI match: 10.1007/s12539-026-00854-3,59,springernature,Predicting piRNA-Disease Associations Based on Dual-View Learning and Multi-head Self-Attention Mech,10.1007/s12539-026-00854-3,semantic_scholar,Predicting piRNA-Disease Associations Based on Dual-View Learning and Multi-head Self-Attention Mech
MERGE,DOI match: 10.1007/s12672-026-05475-2,117,springernature,A novel model for assessing lymph node metastasis and the immune microenvironment in breast cancer b,10.1007/s12672-026-05475-2,semantic_scholar,A novel model for assessing lymph node metastasis and the immune microenvironment in breast cancer b
NEW,No match found,151,springernature,Traditional search combined with problematizing prompts enhances scientific concept learning in simu,10.1007/s10639-026-14041-w,,
MERGE,DOI match: 10.1007/s12672-026-05388-0,113,springernature,Evolution of artificial intelligence in breast cancer pathology: a bibliometric analysis,10.1007/s12672-026-05388-0,semantic_scholar,Evolution of artificial intelligence in breast cancer pathology: a bibliometric analysis.
MERGE,DOI match: 10.1038/s41598-026-57704-x,17,springernature,Deep survival analysis in multimodal medical data: a parametric and probabilistic approach with comp,10.1038/s41598-026-57704-x,pubmed,Deep survival analysis in multimodal medical data: a parametric and probabilistic approach with comp
NEW,No match found,152,springernature,"Spatial transcriptomics in Alzheimer's disease: technologies, challenges and discoveries",10.1186/s44477-026-00036-x,,
MERGE,DOI match: 10.1186/s13040-026-00576-8,20,springernature,CME-KGDTI: integrating clustered mutations into knowledge graph embedding for drug-target interactio,10.1186/s13040-026-00576-8,pubmed,CME-KGDTI: integrating clustered mutations into knowledge graph embedding for drug-target interactio
MERGE,DOI match: 10.1007/s44163-026-01599-0,107,springernature,Harnessing artificial intelligence in laboratory diagnostics emerging trends and future prospects,10.1007/s44163-026-01599-0,semantic_scholar,Harnessing artificial intelligence in laboratory diagnostics emerging trends and future prospects
MERGE,DOI match: 10.1007/s00414-026-03856-4,128,springernature,Artificial intelligence in forensic science: a systematic review. Part II: long-range postmortem int,10.1007/s00414-026-03856-4,semantic_scholar,Artificial intelligence in forensic science: a systematic review. Part II: long-range postmortem int
MERGE,arXiv ID match: 2606.29949,35,arxiv,Data-Efficient Multimodal Alignment for Histopathology-based Molecular Prediction,,semantic_scholar,Data-Efficient Multimodal Alignment for Histopathology-based Molecular Prediction
NEW,No match found,153,arxiv,Multilingual Hematology Visual Question Answering Dataset,,,
MERGE,arXiv ID match: 2606.23964,34,arxiv,3D Masked Autoencoders are Robust Learners of Volumetric and Multimodal Cellular Representations for,,semantic_scholar,3D Masked Autoencoders are Robust Learners of Volumetric and Multimodal Cellular Representations for
NEW,No match found,154,arxiv,Contrastive and Adaptive Multi-modal Masked Autoencoder for Spatial Transcriptomics,,,
MERGE,arXiv ID match: 2606.18667,137,arxiv,Can neurons speak? Semantic narration of vision at single-cell resolution,,semantic_scholar,Can neurons speak? Semantic narration of vision at single-cell resolution
MERGE,arXiv ID match: 2606.13007,82,arxiv,scLLM-DSC: LLM-Knowledge Enhanced Cross-Modal Deep Structural Clustering for Single-Cell RNA Sequenc,,semantic_scholar,scLLM-DSC: LLM-Knowledge Enhanced Cross-Modal Deep Structural Clustering for Single-Cell RNA Sequenc
