status,record_id,old_route_id,current_route_id,score,accepted_by_rule,structural_core_equal,same_model_id,changed_controlled_fields,score_model_name,score_carrier_family,score_carrier_subtype,score_source_modality,score_lifecycle_phase,score_fusion_topology,score_text_role,score_source_object,score_model_visible_form,score_transformation_chain,score_task_or_configuration,score_route_label,score_evidence_quote,old_model_name,current_model_name,old_route_label,current_route_label,relationship,confidence,interpretation,old_configuration_id,current_configuration_id,old_model_id,current_model_id,best_candidate_route_id,best_candidate_score
linked,full_2026-07-06__rec_001200,route_5995cf37407f,route_1df4fd7ee33b,0.753817,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.648649,0.6,0.354067,1.0,0.645161,0.245989,Shusi,Shusi,Pretraining: amino acid sequences,Amino acid sequence embeddings,primary_one_to_one,moderate,probable_modified_route,config_4ff6c3f2b5bd,config_4ff6c3f2b5bd,model_d3d6352d5bcb,model_d3d6352d5bcb,,
linked,full_2026-07-06__rec_001200,route_875a25ec555b,route_b63107a7a758,0.784369,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.694737,0.378378,1.0,0.676471,0.973913,Shusi,Shusi,Pretraining: functional descriptions,Functional-description embeddings,primary_one_to_one,moderate,probable_modified_route,config_4ff6c3f2b5bd,config_4ff6c3f2b5bd,model_d3d6352d5bcb,model_d3d6352d5bcb,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001200,route_6d1d78347d95,,,,,,,,,,,,,,,,,,,,Shusi,,Fine-tuning: functional descriptions,,,,,config_035ce8ed0a79,,model_d3d6352d5bcb,,route_b63107a7a758,0.651739
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001200,route_f23861289de6,,,,,,,,,,,,,,,,,,,,Shusi,,Fine-tuning: amino acid sequences,,,,,config_035ce8ed0a79,,model_d3d6352d5bcb,,route_1df4fd7ee33b,0.640079
current_unmatched_added_or_split,full_2026-07-06__rec_001200,,route_5de733be5449,,,,,,,,,,,,,,,,,,,,Shusi,,STRING-E reference PPI graph,,,,,config_4f143b5265d5,,model_d3d6352d5bcb,,
current_unmatched_added_or_split,full_2026-07-06__rec_001200,,route_68c5a50f865a,,,,,,,,,,,,,,,,,,,,Shusi,,Pan-cancer single-cell graph construction,,,,,config_ca8e89be6fba,,model_d3d6352d5bcb,,
current_unmatched_added_or_split,full_2026-07-06__rec_001200,,route_c75010de41e1,,,,,,,,,,,,,,,,,,,,Shusi,,Held-out single-cell graph evaluation,,,,,config_e01a80179e5c,,model_d3d6352d5bcb,,
current_unmatched_added_or_split,full_2026-07-06__rec_001200,,route_e3362f03567b,,,,,,,,,,,,,,,,,,,,Shusi,,Primary AML single-cell graph fine-tuning,,,,,config_e87a089c0b5c,,model_d3d6352d5bcb,,
linked,full_2026-07-06__rec_001218,route_3ce240dc1ee4,route_2997abc848de,0.858849,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.321839,0.592334,1.0,0.828571,1.0,ALTER,ALTER,WSI survival prediction fine-tuning route,WSI survival-prediction route,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_7cb973758416,config_7cb973758416,model_a45de7f446e9,model_a45de7f446e9,,
linked,full_2026-07-06__rec_001218,route_55b069b6a41f,route_37eae69f2672,0.77765,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.329412,0.555102,1.0,0.818182,0.27972,ALTER,ALTER,WSI report-generation fine-tuning route,WSI report-generation route,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_53ea83ea3c04,config_53ea83ea3c04,model_a45de7f446e9,model_a45de7f446e9,,
linked,full_2026-07-06__rec_001218,route_954151963b12,route_06651029e746,0.834383,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.329412,0.577922,1.0,0.8125,0.412371,ALTER,ALTER,WSI cancer subtyping fine-tuning route,WSI cancer-subtyping route,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_1d924205fa17,config_1d924205fa17,model_a45de7f446e9,model_a45de7f446e9,,
linked,full_2026-07-06__rec_001218,route_c4b38ceddd37,route_3255c1091034,0.82305,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.329412,0.577922,1.0,0.666667,0.238411,ALTER,ALTER,WSI gene mutation prediction fine-tuning route,WSI gene-mutation route,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_58effcb8cce2,config_58effcb8cce2,model_a45de7f446e9,model_a45de7f446e9,,
linked,full_2026-07-06__rec_001218,route_dcf0dd35ad86,route_814eb4ef1898,0.88673,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.365854,0.634561,0.912821,1.0,0.02649,ALTER,ALTER,WSI pretraining route,WSI pretraining route,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_95a5202ca8c7,config_2d9f3edb813e,model_a45de7f446e9,model_a45de7f446e9,,
linked,full_2026-07-06__rec_001218,route_fda209d11556,route_79351a652029,0.732407,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.85,0.675,0.52459,0.912821,1.0,0.019868,ALTER,ALTER,Report pretraining route,Report pretraining route,primary_one_to_one,moderate,probable_modified_route,config_95a5202ca8c7,config_2d9f3edb813e,model_a45de7f446e9,model_a45de7f446e9,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001218,route_00cb8a273425,,,,,,,,,,,,,,,,,,,,ALTER,,Genomic pretraining route,,,,,config_95a5202ca8c7,,model_a45de7f446e9,,route_a525acddbe12,0.535655
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001218,route_10d7582ca4b2,,,,,,,,,,,,,,,,,,,,ALTER,,Genomic survival prediction fine-tuning route,,,,,config_7cb973758416,,model_a45de7f446e9,,route_f1f43f8f60ae,0.544386
current_unmatched_added_or_split,full_2026-07-06__rec_001218,,route_a525acddbe12,,,,,,,,,,,,,,,,,,,,ALTER,,Genomic pretraining route,,,,,config_2d9f3edb813e,,model_a45de7f446e9,route_00cb8a273425,0.535655
current_unmatched_added_or_split,full_2026-07-06__rec_001218,,route_f1f43f8f60ae,,,,,,,,,,,,,,,,,,,,ALTER,,Genomic survival-prediction route,,,,,config_7cb973758416,,model_a45de7f446e9,route_10d7582ca4b2,0.544386
linked,full_2026-07-06__rec_001277,route_060bb3b4f976,route_050dc5bde59a,0.79131,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.666667,1.0,0.298643,1.0,0.344828,0.251497,Deepseek-V3,Deepseek-V3,Deepseek-V3 standardized metadata prompt,RAG prompt to Deepseek-V3 for text augmentation,primary_one_to_one,moderate,probable_modified_route,config_91287d7b9499,config_cfd69d086451,model_cc36a8d0a233,model_cc36a8d0a233,,
linked,full_2026-07-06__rec_001277,route_40027e6c71fb,route_ff7cf939a1c2,0.73843,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.676923,0.363636,0.25,0.44186,0.666667,0.303797,OKR-CELL,OKR-CELL,OKR-CELL text encoder,LLM-enriched text to OKR-CELL text encoder,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_059c59757812,config_11fafbe2ecd8,model_5f2f0ba1126a,model_5f2f0ba1126a,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001277,route_2253a79bed69,,,,,,,,,,,,,,,,,,,,OKR-CELL,,OKR-CELL gene-prompt inference,,,,,config_1c07a0bccad6,,model_5f2f0ba1126a,,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001277,route_5e5a35c49e28,,,,,,,,,,,,,,,,,,,,OKR-CELL,,OKR-CELL scRNA-seq cell encoder,,,,,config_f477198e3e72,,model_5f2f0ba1126a,,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001277,route_6dc447aab83d,,,,,,,,,,,,,,,,,,,,Deepseek-V3,,Deepseek-V3 retrieved-snippet prompt,,,,,config_91287d7b9499,,model_cc36a8d0a233,,route_050dc5bde59a,0.709187
current_unmatched_added_or_split,full_2026-07-06__rec_001277,,route_2ba5313f5a9d,,,,,,,,,,,,,,,,,,,,Clinical-LongFormer,,augmented text to Clinical-LongFormer reliability screening,,,,,config_00c5c600c476,,model_422e09e03da5,,
current_unmatched_added_or_split,full_2026-07-06__rec_001277,,route_59c0f2ea15e4,,,,,,,,,,,,,,,,,,,,OKR-CELL,,scRNA-seq cell-gene matrix to OKR-CELL cell encoder,,,,,config_0755fcfb4525,,model_5f2f0ba1126a,,
current_unmatched_added_or_split,full_2026-07-06__rec_001277,,route_834ff7bbf34f,,,,,,,,,,,,,,,,,,,,Clinical-LongFormer,,original text to Clinical-LongFormer reliability screening,,,,,config_00c5c600c476,,model_422e09e03da5,,
linked,full_2026-07-06__rec_001319,route_2d5fbc8c2f50,route_35cf8fd29c94,0.724195,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.588235,0.647059,0.337079,0.315789,0.534923,InstructCell,InstructCell,single-cell Q-Former input route,CTA gene-expression input,primary_one_to_one,moderate,probable_modified_route,config_c44441c1fee3,config_38a38b1932fb,model_867ffa020512,model_867ffa020512,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001319,route_285df6c9298b,,,,,,,,,,,,,,,,,,,,InstructCell,,text token input route,,,,,config_c44441c1fee3,,model_867ffa020512,,route_be3424510352,0.690125
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001319,route_43a62738b6e6,,,,,,,,,,,,,,,,,,,,InstructCell,,single-cell CVAE reconstruction route,,,,,config_54b994246c9b,,model_867ffa020512,,route_35cf8fd29c94,0.586127
current_unmatched_added_or_split,full_2026-07-06__rec_001319,,route_14152f1e2537,,,,,,,,,,,,,,,,,,,,InstructCell,,CPCG text-conditions input,,,,,config_ea30fd3ce47b,,model_867ffa020512,route_285df6c9298b,0.603655
current_unmatched_added_or_split,full_2026-07-06__rec_001319,,route_4734953682d7,,,,,,,,,,,,,,,,,,,,InstructCell,,DSP gene-expression input,,,,,config_f76ed6c108bb,,model_867ffa020512,route_2d5fbc8c2f50,0.682579
current_unmatched_added_or_split,full_2026-07-06__rec_001319,,route_61f880bd73b6,,,,,,,,,,,,,,,,,,,,InstructCell,,DSP drug text input,,,,,config_f76ed6c108bb,,model_867ffa020512,route_285df6c9298b,0.676506
current_unmatched_added_or_split,full_2026-07-06__rec_001319,,route_be3424510352,,,,,,,,,,,,,,,,,,,,InstructCell,,CTA instruction text input,,,,,config_38a38b1932fb,,model_867ffa020512,route_285df6c9298b,0.690125
linked,full_2026-07-06__rec_001343,route_12b831b2da0c,route_60811d2ca646,0.762157,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.461538,0.518519,0.439024,0.939394,0.695652,0.047619,scDiff,scDiff,class conditioner,class-conditioning embeddings,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_ac1c669115fe,config_3b6517c35c69,model_2a4d0a37a0ad,model_2a4d0a37a0ad,,
linked,full_2026-07-06__rec_001343,route_173f24522d65,route_33c428778637,0.868154,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.684211,0.809524,0.214286,0.318182,0.083333,scDiff,scDiff,context conditioner,masked expression context,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_fa9c66780134,config_c09a1eee8b62,model_2a4d0a37a0ad,model_2a4d0a37a0ad,,
linked,full_2026-07-06__rec_001343,route_a79c10922e5d,route_7a11d879f520,0.846838,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.428571,0.290323,0.4375,0.690909,0.347826,scDiff,scDiff,batch embedding decoder input,batch-label decoder mix-in,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_107f87b9c395,config_944b120e0e26,model_2a4d0a37a0ad,model_2a4d0a37a0ad,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001343,route_04cbb5fde547,,,,,,,,,,,,,,,,,,,,scDiff,,LLM conditioner,,,,,config_295e12629e55,,model_2a4d0a37a0ad,,route_b441718bb9ae,0.717092
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001343,route_b3e633cc9a34,,,,,,,,,,,,,,,,,,,,scDiff,,GEARS conditioner,,,,,config_63fea74cc94c,,model_2a4d0a37a0ad,,route_60811d2ca646,0.583463
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001343,route_d4ad3e23cdcc,,,,,,,,,,,,,,,,,,,,scDiff,,reverse diffusion input,,,,,config_53d669a89caf,,model_2a4d0a37a0ad,,route_341400d84a00,0.596728
current_unmatched_added_or_split,full_2026-07-06__rec_001343,,route_341400d84a00,,,,,,,,,,,,,,,,,,,,scDiff,,corrupted gene expression input,,,,,config_7864e4c05d65,,model_2a4d0a37a0ad,route_173f24522d65,0.691948
current_unmatched_added_or_split,full_2026-07-06__rec_001343,,route_b441718bb9ae,,,,,,,,,,,,,,,,,,,,scDiff,,LLM cell-type descriptions,,,,,config_295e12629e55,,model_2a4d0a37a0ad,route_04cbb5fde547,0.717092
current_unmatched_added_or_split,full_2026-07-06__rec_001343,,route_c88dc1223aa2,,,,,,,,,,,,,,,,,,,,scDiff,,cell type deconvolution,,,,,config_7ca2f221b08f,,model_2a4d0a37a0ad,route_b3e633cc9a34,0.540596
current_unmatched_added_or_split,full_2026-07-06__rec_001343,,route_db014e40a27b,,,,,,,,,,,,,,,,,,,,scDiff,,gene-perturbation graph embeddings,,,,,config_6207fb630733,,model_2a4d0a37a0ad,route_b3e633cc9a34,0.54364
current_unmatched_added_or_split,full_2026-07-06__rec_001343,,route_fe676aa8da45,,,,,,,,,,,,,,,,,,,,scDiff,,modality prediction,,,,,config_5419b3118b6a,,model_2a4d0a37a0ad,route_b3e633cc9a34,0.511219
linked,full_2026-07-06__rec_001352,route_0154f90db222,route_24c930aa65f9,0.770851,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.29703,0.730769,0.561798,0.666667,Med-PaLM M,Med-PaLM M,MIMIC-CXR two-view report generation frontal-view route,Two-view chest X-ray frontal image,primary_one_to_one,moderate,probable_modified_route,config_134baf177fe2,config_46c4b9bbddaa,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_414a629afc52,route_d7dcfe8ab908,0.820382,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.764706,0.375,0.390625,0.585859,0.380952,0.357542,Med-PaLM M,Med-PaLM M,Medical QA text route,VQA-RAD question text,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_464956faff4c,config_85568fbdea80,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_41e1a2b979ce,route_dedea019c8c6,0.798773,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.602151,0.315068,0.38961,0.229508,Med-PaLM M,Med-PaLM M,Montgomery County TB detection QA,Zero-shot CoT TB reasoning chest X-ray image,primary_one_to_one,moderate,probable_modified_route,config_e07689157f42,config_ceb43afe2cc2,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_45871389b6ee,route_316a17c531e7,0.807887,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.307692,0.466667,0.5,0.700389,Med-PaLM M,Med-PaLM M,Chest X-ray report generation image route,MIMIC-CXR chest X-ray image,primary_one_to_one,moderate,probable_modified_route,config_2812d6d551dd,config_b680eac8f201,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_6e0d4603f743,route_fce69a574de1,0.820322,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,0.351515,0.384,0.238806,0.296296,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,Slake-VQA radiology image,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_1770b650ae4c,config_9af8e886f341,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_8052913df788,route_5b512157360b,0.871605,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.41791,0.630872,0.558824,0.851064,Med-PaLM M,Med-PaLM M,CBIS-DDSM mammography patch route,CBIS-DDSM calcification image patch,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_1e86b43190c9,config_359cff626769,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_ab8051d80439,route_f27cdb31c4ca,0.650131,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.40625,0.545455,0.571429,0.614173,0.712644,0.027778,Med-PaLM M,Med-PaLM M,Genomic variant calling image-like route,PrecisionFDA variant calling image-like example,primary_one_to_one,moderate,probable_modified_route,config_5fd76a713823,config_aaf68bad874e,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_ae1673a81ff4,route_c80d1f7e2b18,0.76308,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.375,0.470588,0.833333,0.740741,1.0,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MIMIC-III radiology report summarization,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_75abbcae1a4d,config_1c6cc9c14ad4,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_c23c888f89de,route_bca4ff4bec3d,0.904192,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314286,0.698113,0.612245,0.472973,Med-PaLM M,Med-PaLM M,Pathology VQA image route,Path-VQA pathology image,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_59d5b6b5c8cc,config_11313b3b47cd,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_da05d0a61191,route_d0d20292a638,0.78612,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.509091,1.0,0.228311,0.636364,0.90625,0.251046,Med-PaLM M,Med-PaLM M,VinDr-Mammo mammography image route,VinDr-Mammo mammography image,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_401d9b5fb64e,config_38a3f3baa7b4,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_e25e9e570f50,route_347b0e24a453,0.769955,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.641509,1.0,0.504505,0.526946,0.682927,0.270588,Med-PaLM M,Med-PaLM M,Montgomery County TB zero-shot CoT reasoning,Montgomery County TB chest X-ray image,primary_one_to_one,moderate,probable_modified_route,config_4b41d7cf35a8,config_b1111b097343,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_e855fcdef289,route_25afc922cc13,0.891895,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314286,0.627119,0.625,0.244726,Med-PaLM M,Med-PaLM M,Radiology VQA image route,VQA-RAD radiology image,primary_one_to_one,high,high_confidence_rewording_or_same_route,config_6cbabbaa1ab7,config_85568fbdea80,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_f68c74df2323,route_e5b3f0ddc7a8,0.770851,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.29703,0.730769,0.561798,0.666667,Med-PaLM M,Med-PaLM M,MIMIC-CXR two-view report generation lateral-view route,Two-view chest X-ray lateral image,primary_one_to_one,moderate,probable_modified_route,config_134baf177fe2,config_46c4b9bbddaa,model_23ffab302d6b,model_23ffab302d6b,,
linked,full_2026-07-06__rec_001352,route_fe5365a9f86b,route_ab73c9e4c443,0.759934,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.971429,1.0,0.430769,0.536232,0.625,0.441176,Med-PaLM M,Med-PaLM M,PAD-UFES-20 dermatology image route,PAD-UFES-20 skin lesion image,primary_one_to_one,moderate,probable_modified_route,config_48d132e61da0,config_8a01c4273ca1,model_23ffab302d6b,model_23ffab302d6b,,
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_12d7d966e290,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,CBIS-DDSM calcification view position,,,,,config_359cff626769,,model_23ffab302d6b,route_414a629afc52,0.690735
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_23711b8a6d22,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,Montgomery County TB text-only exemplar,,,,,config_b1111b097343,,model_23ffab302d6b,route_414a629afc52,0.491965
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_4b59d8f2b620,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,CBIS-DDSM mass view position,,,,,config_7bacbcbb3c60,,model_23ffab302d6b,route_414a629afc52,0.690834
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_4c177264121e,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,CBIS-DDSM mass image patch,,,,,config_7bacbcbb3c60,,model_23ffab302d6b,route_8052913df788,0.870778
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_66ceed3a7c7c,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,MIMIC-CXR indication text,,,,,config_b680eac8f201,,model_23ffab302d6b,route_ae1673a81ff4,0.664316
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_74341e8e7404,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,MIMIC-CXR abnormality question prompt,,,,,config_bfbf81110497,,model_23ffab302d6b,route_414a629afc52,0.784686
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_96155896761d,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,VinDr-Mammo contextual features,,,,,config_38a3f3baa7b4,,model_23ffab302d6b,route_414a629afc52,0.695534
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_a296352c6985,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,Path-VQA question text,,,,,config_11313b3b47cd,,model_23ffab302d6b,route_414a629afc52,0.813956
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_a6559f47554c,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,PubMedQA question answering,,,,,config_e586a9eed414,,model_23ffab302d6b,route_414a629afc52,0.747504
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_b1a0860c865c,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,PrecisionFDA variant-count question prompt,,,,,config_aaf68bad874e,,model_23ffab302d6b,route_414a629afc52,0.776301
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_dd6b4b0a8833,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,PAD-UFES-20 patient clinical features,,,,,config_8a01c4273ca1,,model_23ffab302d6b,route_414a629afc52,0.715665
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_e41c2b760139,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,MIMIC-CXR pathology classification image,,,,,config_bfbf81110497,,model_23ffab302d6b,route_6e0d4603f743,0.765987
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_f448f8567994,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,MedMCQA question answering,,,,,config_6d46568fec9e,,model_23ffab302d6b,route_414a629afc52,0.816591
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_f69f5645b8b6,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,MedQA question answering,,,,,config_5ddf5593b4c7,,model_23ffab302d6b,route_414a629afc52,0.813053
current_unmatched_added_or_split,full_2026-07-06__rec_001352,,route_fbd79b00ab68,,,,,,,,,,,,,,,,,,,,Med-PaLM M,,Slake-VQA question text,,,,,config_9af8e886f341,,model_23ffab302d6b,route_414a629afc52,0.814295
linked,full_2026-07-06__rec_001381,route_2777c780658f,route_ba81ad8a8e8d,0.749717,True,True,False,,0.117647,1.0,1.0,1.0,1.0,1.0,1.0,0.740741,1.0,0.313043,0.857143,0.584615,0.080645,scMMGPT,LLaMA-2 7B,Text-to-cell generation,Text LLM tokenization of cell descriptions,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_999e5ded8642,config_2994db049e48,model_ffaa8b52273c,model_0ea0b64c5788,,
linked,full_2026-07-06__rec_001381,route_5c98141a163b,route_82d0d8cf6fc5,0.818575,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.504505,0.15625,0.4,0.336182,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (cell input),scMMGPT cell-to-text discrimination,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_c4990f18ed76,config_a2cb5fda0aed,model_ffaa8b52273c,model_ffaa8b52273c,,
linked,full_2026-07-06__rec_001381,route_770d5be1b9cb,route_2d321e59d60e,0.651161,True,False,True,lifecycle_phase;fusion_topology,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.52459,0.725,0.311688,0.206897,0.384615,0.09396,scMMGPT,scMMGPT,Zero-shot cell type annotation (text-label input),scMMGPT text-to-cell generation,primary_one_to_one,moderate,probable_modified_route,config_05de585ce9b9,config_999e5ded8642,model_ffaa8b52273c,model_ffaa8b52273c,,
linked,full_2026-07-06__rec_001381,route_d9cf8a9a6698,route_e85e6aec8370,0.705714,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.761905,0.45,0.555556,0.15625,0.4,0.352113,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (text input),scMMGPT text-to-text discrimination,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_c4990f18ed76,config_a2cb5fda0aed,model_ffaa8b52273c,model_ffaa8b52273c,,
linked,full_2026-07-06__rec_001381,route_e7cb9c0bdbbb,route_d9d1fbe0e6f2,0.857245,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8125,0.539683,1.0,0.851852,0.175926,scMMGPT,scMMGPT,Cell-to-text generation,scMMGPT cell-to-text generation,primary_one_to_one,moderate,same_structural_core_with_textual_or_interface_change,config_da094946c522,config_da094946c522,model_ffaa8b52273c,model_ffaa8b52273c,,
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001381,route_a97c48abc300,,,,,,,,,,,,,,,,,,,,scMMGPT,,Cell description generation,,,,,config_1983a674ea09,,model_ffaa8b52273c,,route_d9d1fbe0e6f2,0.644706
old_unmatched_removed_or_consolidated,full_2026-07-06__rec_001381,route_d2b5ba461afb,,,,,,,,,,,,,,,,,,,,scMMGPT,,Zero-shot cell type annotation (cell input),,,,,config_05de585ce9b9,,model_ffaa8b52273c,,route_0e7af367b8f6,0.683867
current_unmatched_added_or_split,full_2026-07-06__rec_001381,,route_0e7af367b8f6,,,,,,,,,,,,,,,,,,,,scMMGPT,,scMMGPT batch correction and clustering,,,,,config_11f0ba65eaae,,model_ffaa8b52273c,route_d2b5ba461afb,0.683867
current_unmatched_added_or_split,full_2026-07-06__rec_001381,,route_18f47c655714,,,,,,,,,,,,,,,,,,,,scGPT,,scGPT cell representation learning,,,,,config_b1292816fcbd,,model_58c5ce11b66a,,
current_unmatched_added_or_split,full_2026-07-06__rec_001381,,route_bbae04cee963,,,,,,,,,,,,,,,,,,,,text LLM,,scMMGPT cell description generation,,,,,config_3c8409d79794,,model_b4a92e5e540d,route_a97c48abc300,0.5968
