record_id,old_configuration_id,current_configuration_id,mapping_status,supporting_primary_routes,mean_route_score,old_split_degree,current_merge_degree,old_route_count,current_route_count,old_lifecycle_phase,current_lifecycle_phase,old_task,current_task
full_2026-07-06__rec_001343,,config_5419b3118b6a,current_only_unmapped,0,,,,0,1,,evaluation,,estimate expression levels of target modality from the input modality
full_2026-07-06__rec_001343,,config_6207fb630733,current_only_unmapped,0,,,,0,1,,evaluation,,zero-shot gene perturbation prediction
full_2026-07-06__rec_001343,,config_7864e4c05d65,current_only_unmapped,0,,,,0,1,,pretraining,,"cell labeling, expression completion and knowledge transfer"
full_2026-07-06__rec_001343,,config_7ca2f221b08f,current_only_unmapped,0,,,,0,1,,evaluation,,estimate the proportions of different cell types within mixed-cell spatial transcriptomics data
full_2026-07-06__rec_001343,config_107f87b9c395,config_944b120e0e26,route_supported_mapping,1,0.846838,1,1,1,1,pretraining,pretraining,recover the clean expression signals x_0,cell expression recovery
full_2026-07-06__rec_001343,config_295e12629e55,config_295e12629e55,stable_id,0,,1,1,1,1,fine_tuning,fine_tuning,one-shot cell type annotation,one-shot cell type annotation
full_2026-07-06__rec_001343,config_53d669a89caf,,old_only_unmapped,0,,,,1,0,pretraining,,recover the clean single cell gene expression x_0 given the corrupted signal x_t,
full_2026-07-06__rec_001343,config_63fea74cc94c,,old_only_unmapped,0,,,,1,0,evaluation,,novel gene perturbation prediction,
full_2026-07-06__rec_001343,config_ac1c669115fe,config_3b6517c35c69,route_supported_mapping,1,0.762157,1,1,1,1,pretraining,pretraining,cell type or perturbation state,cell type or the perturbation state
full_2026-07-06__rec_001343,config_fa9c66780134,config_c09a1eee8b62,route_supported_mapping,1,0.868154,1,1,1,1,pretraining,pretraining,context,expression completion
full_2026-07-06__rec_001352,,config_5ddf5593b4c7,current_only_unmapped,0,,,,0,1,,fine_tuning,,Question Answering | Text | MedQA
full_2026-07-06__rec_001352,,config_6d46568fec9e,current_only_unmapped,0,,,,0,1,,fine_tuning,,Question Answering | Text | MedMCQA
full_2026-07-06__rec_001352,,config_7bacbcbb3c60,current_only_unmapped,0,,,,0,2,,fine_tuning,,Medical Image Classification | Mammography | CBIS-DDSM mass
full_2026-07-06__rec_001352,,config_bfbf81110497,current_only_unmapped,0,,,,0,2,,fine_tuning,,Medical Image Classification | Chest X-ray | MIMIC-CXR
full_2026-07-06__rec_001352,,config_e586a9eed414,current_only_unmapped,0,,,,0,1,,evaluation,,Question Answering | Text | PubMedQA
full_2026-07-06__rec_001352,config_134baf177fe2,config_46c4b9bbddaa,route_supported_mapping,2,0.770851,1,1,2,2,evaluation,evaluation,zero-shot generalization to two-view chest X-ray report generation,two-view chest X-ray report generation
full_2026-07-06__rec_001352,config_1770b650ae4c,config_9af8e886f341,route_supported_mapping,1,0.820322,1,1,1,2,fine_tuning,fine_tuning,Binary classification of clinically-relevant pathology observations on MIMIC-CXR,Visual Question Answering | Radiology | Slake-VQA
full_2026-07-06__rec_001352,config_1e86b43190c9,config_359cff626769,route_supported_mapping,1,0.871605,1,1,1,2,fine_tuning,fine_tuning,3-class lesion-level pathology classification on CBIS-DDSM for mass and calcification,Medical Image Classification | Mammography | CBIS-DDSM calcification
full_2026-07-06__rec_001352,config_2812d6d551dd,config_b680eac8f201,route_supported_mapping,1,0.807887,1,1,1,2,fine_tuning,fine_tuning,Chest X-ray report generation on MIMIC-CXR with indication section and image orientation context,Report Generation | Chest X-ray | MIMIC-CXR
full_2026-07-06__rec_001352,config_401d9b5fb64e,config_38a3f3baa7b4,route_supported_mapping,1,0.78612,1,1,1,2,fine_tuning,fine_tuning,5-class breast-level BI-RADS classification on VinDr-Mammo,Medical Image Classification | Mammography | VinDr-Mammo
full_2026-07-06__rec_001352,config_464956faff4c,config_85568fbdea80,route_supported_mapping,1,0.820382,1,2,1,2,fine_tuning,fine_tuning,"Medical question answering on MedQA, MedMCQA, and PubMedQA",Visual Question Answering | Radiology | VQA-RAD
full_2026-07-06__rec_001352,config_48d132e61da0,config_8a01c4273ca1,route_supported_mapping,1,0.759934,1,1,1,2,fine_tuning,fine_tuning,6-class dermatology image classification on PAD-UFES-20 with patient clinical features,Medical Image Classification | Dermatology | PAD-UFES-20
full_2026-07-06__rec_001352,config_4b41d7cf35a8,config_b1111b097343,route_supported_mapping,1,0.769955,1,1,1,2,evaluation,evaluation,zero-shot chain-of-thought multimodal medical reasoning on the Montgomery County chest X-ray TB task,zero-shot classification of tuberculosis (TB) from chest X-ray images
full_2026-07-06__rec_001352,config_59d5b6b5c8cc,config_11313b3b47cd,route_supported_mapping,1,0.904192,1,1,1,2,fine_tuning,fine_tuning,Medical visual question answering on Path-VQA pathology images,Visual Question Answering | Pathology | Path-VQA
full_2026-07-06__rec_001352,config_5fd76a713823,config_aaf68bad874e,route_supported_mapping,1,0.650131,1,1,1,2,fine_tuning,fine_tuning,Genomic variant calling on PrecisionFDA Truth Challenge V2,Medical Image Classification | Genomics | PrecisionFDA Truth Challenge V2
full_2026-07-06__rec_001352,config_6cbabbaa1ab7,config_85568fbdea80,route_supported_mapping,1,0.891895,1,2,1,2,fine_tuning,fine_tuning,Medical visual question answering on VQA-RAD and Slake-VQA radiology images,Visual Question Answering | Radiology | VQA-RAD
full_2026-07-06__rec_001352,config_75abbcae1a4d,config_1c6cc9c14ad4,route_supported_mapping,1,0.76308,1,1,1,1,fine_tuning,fine_tuning,Radiology report summarization on MIMIC-III,Report Summarization | Radiology | MIMIC-III
full_2026-07-06__rec_001352,config_e07689157f42,config_ceb43afe2cc2,route_supported_mapping,1,0.798773,1,1,1,1,evaluation,evaluation,zero-shot generalization to tuberculosis detection on the Montgomery County chest X-ray set,zero-shot chain-of-thought multimodal medical reasoning
full_2026-07-06__rec_001381,,config_11f0ba65eaae,current_only_unmapped,0,,,,0,1,,inference,,Batch Effect Correction and Cell Clustering (§4.1.2).
full_2026-07-06__rec_001381,,config_3c8409d79794,current_only_unmapped,0,,,,0,1,,fine_tuning,,Cell Description Generation (§4.1.3).
full_2026-07-06__rec_001381,,config_b1292816fcbd,current_only_unmapped,0,,,,0,1,,pretraining,,cell representation learning
full_2026-07-06__rec_001381,config_05de585ce9b9,config_999e5ded8642,route_supported_mapping,1,0.651161,1,2,2,1,inference,pretraining,"Given a cell x ( i ) , we calculate its contrastive and matching losses against textual descriptions { t j } of all possible cell types",Text → Cell Generation
full_2026-07-06__rec_001381,config_1983a674ea09,,old_only_unmapped,0,,,,1,0,fine_tuning,,Cell Description Generation (§4.1.3),
full_2026-07-06__rec_001381,config_999e5ded8642,config_2994db049e48,route_supported_mapping,1,0.749717,2,1,1,1,pretraining,pretraining,Text  Cell Generation,text generation
full_2026-07-06__rec_001381,config_999e5ded8642,config_999e5ded8642,stable_id,0,,2,2,1,1,pretraining,pretraining,Text  Cell Generation,Text → Cell Generation
full_2026-07-06__rec_001381,config_c4990f18ed76,config_a2cb5fda0aed,route_supported_mapping,2,0.762145,1,1,2,2,pretraining,pretraining,paired cell-text alignment,cross-modal discriminative pretraining
full_2026-07-06__rec_001381,config_da094946c522,config_da094946c522,stable_id,1,0.857245,1,1,1,1,pretraining,pretraining,Cell  Text Generation,Cell → Text Generation
full_2026-07-06__rec_001519,config_4ce1429ec5c3,config_b346192e560b,route_supported_mapping,1,0.823898,1,1,2,1,pretraining,unclear,pre-trained on large-scale genomic and electronic health record datasets,"Clinical narratives, comprising unstructured patient data such as symptoms, lab results, and case histories"
full_2026-07-06__rec_001519,config_76feb8ab58c4,config_68986844968e,route_supported_mapping,1,0.8214,1,1,2,1,fine_tuning,unclear,fine-tuned on curated rare disease datasets,"Genomic sequences, represented as overlapping k-mers"
full_2026-07-06__rec_001617,,config_009f05c2ad30,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Reasoning Setup
full_2026-07-06__rec_001617,,config_0c32a45ad13a,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_144bd7e41bc8,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_1be8cc672eec,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_2c89d5fc1190,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_2fe58c8bb499,current_only_unmapped,0,,,,0,1,,evaluation,,Batch-level Prediction Setup
full_2026-07-06__rec_001617,,config_3470d1e24dfc,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Reasoning Setup
full_2026-07-06__rec_001617,,config_39814cbdf685,current_only_unmapped,0,,,,0,1,,evaluation,,Batch-level Reasoning Setup
full_2026-07-06__rec_001617,,config_453d162792a5,current_only_unmapped,0,,,,0,1,,evaluation,,Batch-level Reasoning Setup
full_2026-07-06__rec_001617,,config_626166b17e6a,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_661abd234cc0,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_6eca46c2607b,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Reasoning Setup
full_2026-07-06__rec_001617,,config_7de96db454db,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Prediction Setup
full_2026-07-06__rec_001617,,config_83f676f523b2,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Reasoning Setup
full_2026-07-06__rec_001617,,config_aa11e3609f0b,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_b560295f29f6,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_c0e76edefa1d,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_d31cbaed0251,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_d56038733eb8,current_only_unmapped,0,,,,0,1,,evaluation,,Batch-level Reasoning Setup
full_2026-07-06__rec_001617,,config_ec21e5b052f3,current_only_unmapped,0,,,,0,1,,evaluation,,Cell-level Prediction Setup
full_2026-07-06__rec_001617,,config_ec5e7001d7e8,current_only_unmapped,0,,,,0,1,,evaluation,,Constrained QA Setup
full_2026-07-06__rec_001617,,config_f1e45f8b416b,current_only_unmapped,0,,,,0,1,,evaluation,,Open-ended QA Setup
full_2026-07-06__rec_001617,,config_f5cb8b4e9918,current_only_unmapped,0,,,,0,1,,evaluation,,Batch-level Reasoning Setup
full_2026-07-06__rec_001617,config_0baeae1f9d7d,,old_only_unmapped,0,,,,1,0,fine_tuning,,Supervised Fine-tuning with Distilled Reasoning,
full_2026-07-06__rec_001617,config_6ff54fbdd0fe,config_0ee079663382,route_supported_mapping,1,0.815676,1,1,1,1,evaluation,evaluation,open-ended QA,Open-ended QA Setup
full_2026-07-06__rec_001617,config_8b0ff2932eda,config_81231981abe8,route_supported_mapping,1,0.770065,1,1,1,1,evaluation,evaluation,decomposed cell-level reasoning task,Cell-level Reasoning Setup
full_2026-07-06__rec_001617,config_9d14c1087c91,config_9d14c1087c91,stable_id,1,0.871526,1,1,1,1,inference,inference,CellPuzzles batch-level reasoning task,CellPuzzles batch-level reasoning task
full_2026-07-06__rec_001687,,config_200d022b888d,current_only_unmapped,0,,,,0,1,,unclear,,conditional image generation on MNIST
full_2026-07-06__rec_001687,,config_299257729549,current_only_unmapped,0,,,,0,1,,unclear,,synthetic datasets
full_2026-07-06__rec_001687,,config_a014627e87ff,current_only_unmapped,0,,,,0,2,,unclear,,single-cell perturbation response prediction
full_2026-07-06__rec_001687,config_024a2e0825db,config_016f94e5bc27,route_supported_mapping,1,0.76486,1,1,1,1,fine_tuning,unclear,conditional flow matching with spatiotemporal tokenization,multi-trajectory tokenization
full_2026-07-06__rec_001687,config_1b1f989361c1,,old_only_unmapped,0,,,,1,0,fine_tuning,,single-cell perturbation response prediction,
full_2026-07-06__rec_001687,config_4b3a70fd9c50,,old_only_unmapped,0,,,,1,0,fine_tuning,,images,
full_2026-07-06__rec_001687,config_9b2159c91fe5,,old_only_unmapped,0,,,,1,0,fine_tuning,,multi-trajectory tokenization,
full_2026-07-06__rec_001687,config_cd42eb9e41d5,,old_only_unmapped,0,,,,2,0,inference,,single-cell perturbation response prediction,
full_2026-07-06__rec_001687,config_dfa099b5c3a0,,old_only_unmapped,0,,,,1,0,fine_tuning,,single-cell data,
full_2026-07-06__rec_001687,config_f55a2bc99119,config_6ff25415292f,route_supported_mapping,1,0.913866,1,1,1,1,inference,inference,unconditional generation of single-cell data,unconditional generation experiment
full_2026-07-06__rec_001773,,config_065d161a999e,current_only_unmapped,0,,,,0,1,,fine_tuning,,Needle-in-DNA task (DNA2Image)
full_2026-07-06__rec_001773,,config_075a23c13205,current_only_unmapped,0,,,,0,1,,inference,,generate a natural language description for functional annotations
full_2026-07-06__rec_001773,,config_9d74fde07d18,current_only_unmapped,0,,,,0,1,,fine_tuning,,DNA2Func / Seq2Func functional annotation generation
full_2026-07-06__rec_001773,,config_d12728aa31ae,current_only_unmapped,0,,,,0,1,,fine_tuning,,cross-modal multi-task finetuning; task unification
full_2026-07-06__rec_001773,config_172c5f6bcd93,,old_only_unmapped,0,,,,1,0,fine_tuning,,DNA2Func functional annotation generation,
full_2026-07-06__rec_001773,config_40d2635ba7e6,config_40d2635ba7e6,stable_id,1,0.757057,1,1,1,1,pretraining,pretraining,pretraining on DNA sequences with next token prediction objective,pretraining on DNA sequences with next token prediction objective
full_2026-07-06__rec_001773,config_54fed0c2ed02,,old_only_unmapped,0,,,,1,0,fine_tuning,,10 acetylation and methylation tasks using multi-task finetuning with NEFTune noise level = 5 and repeating factor = 10,
full_2026-07-06__rec_001773,config_78bac5c86c57,config_7e2bdb6bd7f0,route_supported_mapping,1,0.779355,1,1,1,1,fine_tuning,fine_tuning,single-task sequence classification with AutoModelForSequenceClassification on NT Downstream and Genomic Benchmark tasks,conventional full-size fine-tuning with a classification head for NT Downstream and Genomic Benchmark tasks
full_2026-07-06__rec_001773,config_947ab6b6b27d,,old_only_unmapped,0,,,,1,0,fine_tuning,,Needle-in-DNA task,
full_2026-07-06__rec_001830,config_0c7145e694de,config_0c7145e694de,stable_id,1,0.775446,1,1,2,1,pretraining,pretraining,T1: Free-Form DNA Transcription,T1: Free-form DNA transcription
full_2026-07-06__rec_001830,config_8f8a92b8feaf,config_8f8a92b8feaf,stable_id,1,0.780833,1,1,2,1,pretraining,pretraining,T3: ROI-Based DNA Transcription,T3: ROI-Based DNA Transcription
full_2026-07-06__rec_001830,config_a09758a77aff,config_a09758a77aff,stable_id,1,0.771379,1,1,2,1,pretraining,pretraining,T2: DNA Transcription with Spatial Grounding,T2: DNA Transcription with Spatial Grounding
full_2026-07-06__rec_001830,config_a23c2371e05c,config_a23c2371e05c,stable_id,1,0.783608,1,1,2,1,pretraining,pretraining,T5: DNA Subsequence Localization,T5: DNA Subsequence Localization
full_2026-07-06__rec_001830,config_d648d791d43e,config_d648d791d43e,stable_id,1,0.788436,1,1,2,1,pretraining,pretraining,T6: Chromosome Classification,T6: Chromosome Classification
full_2026-07-06__rec_001830,config_f6f3115cba8a,config_f6f3115cba8a,stable_id,1,0.772101,1,1,2,1,pretraining,pretraining,T4: Masked DNA Completion,T4: Masked DNA Completion
full_2026-07-06__rec_001838,,config_50b9e7a80491,current_only_unmapped,0,,,,0,1,,fine_tuning,,full fine-tuning for cell description generation
full_2026-07-06__rec_001838,,config_7b64886571d4,current_only_unmapped,0,,,,0,1,,fine_tuning,,parameter-efficient fine-tuning using Low-Rank Adaptation (LoRA) for cell description generation
full_2026-07-06__rec_001838,,config_e37c16992a01,current_only_unmapped,0,,,,0,1,,fine_tuning,,full fine-tuning for cell description generation
full_2026-07-06__rec_001838,config_841f45215cee,,old_only_unmapped,0,,,,1,0,fine_tuning,,instruction-following prompt structure,
full_2026-07-06__rec_001838,config_c49c4b3f4575,,old_only_unmapped,0,,,,1,0,fine_tuning,,generate structured natural language descriptions from single-cell RNA-seq profiles,
full_2026-07-06__rec_001889,,config_3d89c24f9175,current_only_unmapped,0,,,,0,1,,inference,,aging clock construction
full_2026-07-06__rec_001889,,config_3f9f9e383486,current_only_unmapped,0,,,,0,1,,pretraining,,masked gene reconstruction
full_2026-07-06__rec_001889,,config_62ed1825501a,current_only_unmapped,0,,,,0,1,,fine_tuning,,aging clock construction
full_2026-07-06__rec_001889,,config_7e452383cac4,current_only_unmapped,0,,,,0,1,,pretraining,,cell origin prediction
full_2026-07-06__rec_001889,,config_80d44a9b554e,current_only_unmapped,0,,,,0,1,,pretraining,,disease status inference
full_2026-07-06__rec_001889,,config_fcb24407df50,current_only_unmapped,0,,,,0,3,,inference,,zero-shot cell type annotation
full_2026-07-06__rec_001889,config_12609559ce28,,old_only_unmapped,0,,,,1,0,evaluation,,aging clock prediction,
full_2026-07-06__rec_001889,config_16957682af8e,,old_only_unmapped,0,,,,2,0,evaluation,,cell type classification,
full_2026-07-06__rec_001889,config_6eef6e2a23f7,config_6eef6e2a23f7,stable_id,1,0.786239,1,1,1,1,pretraining,pretraining,spatial prediction task,spatial prediction task
full_2026-07-06__rec_001889,config_aa157476b0d5,config_6cd68fbfc84e,route_supported_mapping,1,0.657882,2,1,3,3,pretraining,pretraining,feature-question-answer framework,feature-question-answer pretraining
full_2026-07-06__rec_001889,config_aa157476b0d5,config_93bfc5c4c2de,route_supported_mapping,1,0.915642,2,1,3,1,pretraining,pretraining,feature-question-answer framework,question-answer pretraining
full_2026-07-06__rec_002049,,config_a1e1d340bbb5,current_only_unmapped,0,,,,0,1,,fine_tuning,,AR
full_2026-07-06__rec_002049,,config_d625f1596463,current_only_unmapped,0,,,,0,1,,fine_tuning,,CT
full_2026-07-06__rec_002049,config_063e514614e4,config_71ede05b6f9f,route_supported_mapping,1,0.828915,1,2,1,2,fine_tuning,fine_tuning,SMILES-to-IUPAC conversion,SMILES-text pairs from LLASmol
full_2026-07-06__rec_002049,config_1e2b95355720,config_71ede05b6f9f,route_supported_mapping,1,0.77971,1,2,1,2,fine_tuning,fine_tuning,molecule captioning,SMILES-text pairs from LLASmol
full_2026-07-06__rec_002049,config_58585d5090c6,,old_only_unmapped,0,,,,1,0,fine_tuning,,scRNA-seq alignment with cell-type and tissue-level textual metadata,
full_2026-07-06__rec_002049,config_5e3935017b2e,config_4a75fa6fd0c0,route_supported_mapping,1,0.65263,1,1,1,1,inference,evaluation,zero-shot generative cell type annotation,zero-shot generative cell type annotation
full_2026-07-06__rec_002049,config_8c0291186db4,config_e0a1d4043f6b,route_supported_mapping,1,0.674565,2,2,2,2,inference,fine_tuning,protein text generation,protein-text pairs from UniProtKB
full_2026-07-06__rec_002049,config_8c0291186db4,config_eca65a3e71b5,route_supported_mapping,1,0.692252,2,1,2,1,inference,evaluation,protein text generation,protein text generation tasks
full_2026-07-06__rec_002049,config_90a257bce9b0,config_178dc3728fb8,route_supported_mapping,1,0.777364,1,1,2,1,inference,evaluation,molecular description generation,molecular description generation
full_2026-07-06__rec_002049,config_e0a1d4043f6b,config_e0a1d4043f6b,stable_id,1,0.73682,1,2,1,2,fine_tuning,fine_tuning,protein-text pairs from UniProtKB,protein-text pairs from UniProtKB
full_2026-07-06__rec_002105,,config_52b7f20c931a,current_only_unmapped,0,,,,0,1,,inference,,zero-shot prompting for the validation dataset
full_2026-07-06__rec_002105,,config_92cbb588891d,current_only_unmapped,0,,,,0,1,,evaluation,,cell type prediction by perplexity
full_2026-07-06__rec_002105,,config_c0c5efca9f9e,current_only_unmapped,0,,,,0,1,,inference,,natural-language chats and free-text queries
full_2026-07-06__rec_002105,,config_fed1b10ee176,current_only_unmapped,0,,,,0,1,,evaluation,,perplexity-based evaluation across 200 question-answer pairs
full_2026-07-06__rec_002105,config_1a7345a0efc8,,old_only_unmapped,0,,,,1,0,pretraining,,complex chats,
full_2026-07-06__rec_002105,config_20ef42054b99,,old_only_unmapped,0,,,,1,0,pretraining,,detailed chats,
full_2026-07-06__rec_002105,config_5dee450f6c2c,,old_only_unmapped,0,,,,1,0,inference,,chat box priming for selected cells/samples in CELLxGENE Explorer,
full_2026-07-06__rec_002105,config_610b22da1abe,config_3aa1e59baeda,route_supported_mapping,1,0.712763,1,1,2,1,fine_tuning,fine_tuning,transcriptome-aware question answering and natural-language chats,question-answer-style conversations
full_2026-07-06__rec_002105,config_84d13bae7cec,config_1928e83b2412,route_supported_mapping,1,0.769199,1,1,1,1,pretraining,inference,LLM-assisted curation of CELLxGENE Census pseudo-bulk transcriptomes,CELLxGENE Census pseudo-bulk metadata summarization
full_2026-07-06__rec_002105,config_88f3790d810e,config_97e791188e94,route_supported_mapping,1,0.76655,1,1,1,1,pretraining,inference,LLM-assisted curation of GEO transcriptomes,GEO sample metadata summarization
full_2026-07-06__rec_002105,config_b4bdd6a7af82,,old_only_unmapped,0,,,,1,0,pretraining,,learning of a multimodal embedding model that connects text to transcriptomes,
full_2026-07-06__rec_002105,config_db26882a1d7e,,old_only_unmapped,0,,,,1,0,inference,,generate detailed textual descriptions for user-provided cell clusters,
full_2026-07-06__rec_002105,config_f8e9400b5efa,,old_only_unmapped,0,,,,1,0,pretraining,,conversational chats,
full_2026-07-06__rec_002243,,config_475bf78d5ab3,current_only_unmapped,0,,,,0,1,,inference,,Title Generation for 'DNA Volumes'
full_2026-07-06__rec_002243,,config_4dd437867bf9,current_only_unmapped,0,,,,0,1,,inference,,Title Generation for 'DNA Sections'
full_2026-07-06__rec_002243,,config_ec89ce1818db,current_only_unmapped,0,,,,0,1,,inference,,Translation of DNA to English
full_2026-07-06__rec_002243,config_07dbcdff647c,config_b6eaa1e1287d,route_supported_mapping,1,0.830862,1,3,1,3,pretraining,pretraining,DNA sequences with unified BPE tokenizer,"A pre-trained model was built using English data, DNA sequences, and protein sequences, with a unified BPE tokenizer."
full_2026-07-06__rec_002243,config_169c4486a44e,config_164b71abdcfa,route_supported_mapping,1,0.874788,1,1,1,1,fine_tuning,fine_tuning,Amazon English Review Dataset review-to-title summarization,summarization
full_2026-07-06__rec_002243,config_1784f40696fe,config_b6eaa1e1287d,route_supported_mapping,1,0.767247,1,3,1,3,pretraining,pretraining,Protein sequence data with unified BPE tokenizer,"A pre-trained model was built using English data, DNA sequences, and protein sequences, with a unified BPE tokenizer."
full_2026-07-06__rec_002243,config_4efef8706afc,config_b6eaa1e1287d,route_supported_mapping,1,0.762898,1,3,1,3,pretraining,pretraining,English data with unified BPE tokenizer,"A pre-trained model was built using English data, DNA sequences, and protein sequences, with a unified BPE tokenizer."
full_2026-07-06__rec_002243,config_5ce6ed857b5f,config_dd78ee229e66,route_supported_mapping,1,0.78334,1,1,1,1,fine_tuning,pretraining,paragraph prediction with <p_end> marker,paragraph segmentation
full_2026-07-06__rec_002243,config_a8280251c6b6,config_5e2704f905bd,route_supported_mapping,1,0.878029,1,1,1,2,inference,inference,sentence splitting by predicting the period token for each DNA paragraph,sentence segmentation
full_2026-07-06__rec_002243,config_b06336b7c6a8,config_1fb52b6c832d,route_supported_mapping,1,0.845279,1,1,1,1,inference,inference,process Chromosome 1 into DNA paragraphs,Genome Segmentation - Chapter Division - Sentence Splitting
full_2026-07-06__rec_002243,config_c05e2c311fb5,,old_only_unmapped,0,,,,1,0,evaluation,,DNA similarity sequence judgment dataset,
full_2026-07-06__rec_002243,config_ce79847a1bee,config_d90d572bfa0e,route_supported_mapping,1,0.918588,1,1,1,1,inference,inference,summary generation for DNA sequences with dynamic masking,summary generation
full_2026-07-06__rec_002243,config_e5935fc62197,config_e5935fc62197,stable_id,1,0.946467,1,1,1,1,fine_tuning,fine_tuning,English semantic similarity task from the PAWSX dataset,English semantic similarity task from the PAWSX dataset
full_2026-07-06__rec_002304,config_57eeed93cfba,config_dab2ca7192c5,route_supported_mapping,1,0.699017,1,1,4,4,fine_tuning,evaluation,"multimodal question answering about genome functionality, including confirmation/denial and generic QA",questions regarding genome functionality
full_2026-07-06__rec_002327,config_9816e3f1ccf9,config_9e37c67ea218,route_supported_mapping,2,0.785733,1,1,2,2,pretraining,pretraining,model pre-training,"model pre-training with prompts composed of an instruction, a nucleotide sequence, and an annotation"
full_2026-07-06__rec_002327,config_be8de232a46a,config_aadec28219bc,route_supported_mapping,1,0.778059,1,1,1,2,fine_tuning,fine_tuning,fine-tuning across 17 tasks in a Question-Answer (QA) framework,"multi-task QA framework with an instruction, a nucleotide sequence, a test question, and an answer"
full_2026-07-06__rec_002327,config_eb2426ebdc00,config_c84f48c96136,route_supported_mapping,1,0.808077,2,1,2,1,evaluation,evaluation,saturation mutation analysis,predict the mutation impact within varied genomic contexts
full_2026-07-06__rec_002327,config_eb2426ebdc00,config_d47be6e5cd38,route_supported_mapping,1,0.724156,2,1,2,1,evaluation,inference,saturation mutation analysis,We quantify mutation effects using log-likelihood (LL) differences between mutated ( s mut ) and wild-type ( s WT ) nucleotide sequences
full_2026-07-06__rec_002517,config_0e811051c918,config_0e811051c918,stable_id,1,0.751785,1,2,1,3,evaluation,evaluation,Drug Sensitivity Prediction,Drug Sensitivity Prediction
full_2026-07-06__rec_002517,config_3ddc919c3776,config_3ddc919c3776,stable_id,1,0.756464,1,1,1,1,evaluation,evaluation,Cell Type Annotation,Cell Type Annotation
full_2026-07-06__rec_002517,config_4868395eda25,,old_only_unmapped,0,,,,1,0,fine_tuning,,integrate this single-cell language with task descriptions and target outcomes,
full_2026-07-06__rec_002517,config_7b7b33de4f88,config_7b7b33de4f88,stable_id,1,0.865763,1,1,1,1,evaluation,evaluation,Random Cell Sentence Generation,Random Cell Sentence Generation
full_2026-07-06__rec_002517,config_d6b2900093eb,,old_only_unmapped,0,,,,1,0,unclear,,Translation Between scRNA-seq Data and Cell Sentence,
full_2026-07-06__rec_002517,config_d712584c4503,config_d712584c4503,stable_id,1,0.806257,1,1,1,1,evaluation,evaluation,Pseudo-cell Generation,Pseudo-cell Generation
full_2026-07-06__rec_002517,config_d8b410024e1c,,old_only_unmapped,0,,,,1,0,fine_tuning,,produce diverse renditions of the same concept,
full_2026-07-06__rec_002517,config_db1de73609a8,config_0e811051c918,route_supported_mapping,1,0.729905,1,2,1,3,evaluation,evaluation,Drug Sensitivity Prediction using task descriptions unseen during training or validation,Drug Sensitivity Prediction
full_2026-07-06__rec_003008,,config_002034fa0e26,current_only_unmapped,0,,,,0,3,,evaluation,,biological process reasoning benchmark
full_2026-07-06__rec_003008,,config_6ed6c84d88e3,current_only_unmapped,0,,,,0,1,,inference,,generate a dataset in the share-gpt format
full_2026-07-06__rec_003008,,config_7c90b43f117b,current_only_unmapped,0,,,,0,1,,inference,,Tell me about gene CTSL
full_2026-07-06__rec_003008,,config_a1920ad5a8ee,current_only_unmapped,0,,,,0,1,,fine_tuning,,on the NuminaMath dataset
full_2026-07-06__rec_003008,,config_cbbb988cc8ae,current_only_unmapped,0,,,,0,1,,fine_tuning,,Consensus subset
full_2026-07-06__rec_003008,,config_e6a8e72e657d,current_only_unmapped,0,,,,0,1,,inference,,gene information workflow for embedding extraction
full_2026-07-06__rec_003008,,config_f43a2f899c54,current_only_unmapped,0,,,,0,1,,evaluation,,biological process reasoning form gene set
full_2026-07-06__rec_003008,,config_fe4b33c2af55,current_only_unmapped,0,,,,0,1,,evaluation,,Hard subset
full_2026-07-06__rec_003008,config_0589023d938d,,old_only_unmapped,0,,,,1,0,inference,,clinical instruction and a set of rubrics,
full_2026-07-06__rec_003008,config_070116b96725,,old_only_unmapped,0,,,,1,0,evaluation,,OpenAI Health Bench Hard subset,
full_2026-07-06__rec_003008,config_0c522054845a,,old_only_unmapped,0,,,,1,0,fine_tuning,,BFT 70B + GRPO,
