record_id,old_route_id,current_route_id,score,accepted_by_rule,structural_core_equal,same_model_id,changed_controlled_fields,score_model_name,score_carrier_family,score_carrier_subtype,score_source_modality,score_lifecycle_phase,score_fusion_topology,score_text_role,score_source_object,score_model_visible_form,score_transformation_chain,score_task_or_configuration,score_route_label,score_evidence_quote,old_model_name,current_model_name,old_route_label,current_route_label,old_rank,current_rank,primary_assignment,split_candidate_degree,merge_candidate_degree
full_2026-07-06__rec_001352,route_45871389b6ee,route_25afc922cc13,0.763229,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,1.0,0.283951,0.244604,0.4375,0.262443,Med-PaLM M,Med-PaLM M,Chest X-ray report generation image route,VQA-RAD radiology image,2,4,False,3,5
full_2026-07-06__rec_001352,route_45871389b6ee,route_316a17c531e7,0.807887,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.307692,0.466667,0.5,0.700389,Med-PaLM M,Med-PaLM M,Chest X-ray report generation image route,MIMIC-CXR chest X-ray image,1,1,True,3,3
full_2026-07-06__rec_001352,route_45871389b6ee,route_fce69a574de1,0.758135,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,1.0,0.283951,0.212766,0.393939,0.207547,Med-PaLM M,Med-PaLM M,Chest X-ray report generation image route,Slake-VQA radiology image,3,4,False,3,5
full_2026-07-06__rec_001352,route_6e0d4603f743,route_25afc922cc13,0.814131,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,0.351515,0.357724,0.215385,0.191919,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,VQA-RAD radiology image,2,2,False,6,5
full_2026-07-06__rec_001352,route_6e0d4603f743,route_316a17c531e7,0.744319,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.360465,0.386555,0.695652,0.222222,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,MIMIC-CXR chest X-ray image,4,2,False,6,3
full_2026-07-06__rec_001352,route_6e0d4603f743,route_347b0e24a453,0.6075,False,False,True,source_modality;lifecycle_phase;fusion_topology,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.641509,1.0,0.258065,0.394558,0.475,0.211921,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,Montgomery County TB chest X-ray image,12,3,False,6,2
full_2026-07-06__rec_001352,route_6e0d4603f743,route_ab73c9e4c443,0.732858,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.457143,1.0,0.391608,0.454545,0.366197,0.421875,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,PAD-UFES-20 skin lesion image,5,2,False,6,3
full_2026-07-06__rec_001352,route_6e0d4603f743,route_bca4ff4bec3d,0.718161,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.351515,0.403226,0.090909,0.266667,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,Path-VQA pathology image,6,3,False,6,4
full_2026-07-06__rec_001352,route_6e0d4603f743,route_dedea019c8c6,0.643352,False,False,True,source_modality;lifecycle_phase;fusion_topology,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.231405,0.355556,0.418605,0.170455,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,Zero-shot CoT TB reasoning chest X-ray image,10,3,False,6,2
full_2026-07-06__rec_001352,route_6e0d4603f743,route_e41c2b760139,0.765987,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.606061,1.0,0.301887,0.507692,0.707317,0.638095,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,MIMIC-CXR pathology classification image,3,1,False,6,3
full_2026-07-06__rec_001352,route_6e0d4603f743,route_fce69a574de1,0.820322,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,0.351515,0.384,0.238806,0.296296,Med-PaLM M,Med-PaLM M,MIMIC-CXR chest X-ray classification route,Slake-VQA radiology image,1,2,True,6,5
full_2026-07-06__rec_001352,route_8052913df788,route_4c177264121e,0.870778,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.41791,0.542857,0.677966,0.851064,Med-PaLM M,Med-PaLM M,CBIS-DDSM mammography patch route,CBIS-DDSM mass image patch,2,1,False,3,3
full_2026-07-06__rec_001352,route_8052913df788,route_5b512157360b,0.871605,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.41791,0.630872,0.558824,0.851064,Med-PaLM M,Med-PaLM M,CBIS-DDSM mammography patch route,CBIS-DDSM calcification image patch,1,1,True,3,3
full_2026-07-06__rec_001352,route_8052913df788,route_d0d20292a638,0.78648,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.722222,1.0,0.156863,0.437956,0.580645,0.237885,Med-PaLM M,Med-PaLM M,CBIS-DDSM mammography patch route,VinDr-Mammo mammography image,3,1,False,3,3
full_2026-07-06__rec_001352,route_ab8051d80439,route_ab73c9e4c443,0.609914,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.40678,0.421053,0.390977,0.272727,0.318841,0.276423,Med-PaLM M,Med-PaLM M,Genomic variant calling image-like route,PAD-UFES-20 skin lesion image,2,8,False,1,3
full_2026-07-06__rec_001352,route_ab8051d80439,route_f27cdb31c4ca,0.650131,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.40625,0.545455,0.571429,0.614173,0.712644,0.027778,Med-PaLM M,Med-PaLM M,Genomic variant calling image-like route,PrecisionFDA variant calling image-like example,1,1,True,1,1
full_2026-07-06__rec_001352,route_ab8051d80439,route_fce69a574de1,0.599727,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.392857,0.421053,0.283871,0.31068,0.430769,0.119565,Med-PaLM M,Med-PaLM M,Genomic variant calling image-like route,Slake-VQA radiology image,3,10,False,1,5
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_12d7d966e290,0.642345,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.310345,0.375,0.256881,0.280374,0.282051,0.20979,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,CBIS-DDSM calcification view position,5,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_23711b8a6d22,0.456769,False,False,True,carrier_subtype;lifecycle_phase;fusion_topology;text_role,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.196078,0.375,0.307692,0.327273,0.35,0.214689,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,Montgomery County TB text-only exemplar,15,3,False,1,0
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_4b59d8f2b620,0.645756,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.310345,0.375,0.256881,0.326531,0.318841,0.20979,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,CBIS-DDSM mass view position,4,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_66ceed3a7c7c,0.664316,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.509804,0.375,0.118644,0.512195,0.393939,0.028902,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MIMIC-CXR indication text,2,1,False,1,0
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_74341e8e7404,0.616813,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.366667,0.375,0.337838,0.430108,0.384615,0.246753,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MIMIC-CXR abnormality question prompt,6,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_96155896761d,0.659725,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.42623,0.375,0.130435,0.378947,0.361111,0.335404,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,VinDr-Mammo contextual features,3,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_a296352c6985,0.598853,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.26087,0.375,0.363636,0.275862,0.412698,0.241758,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,Path-VQA question text,11,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_a6559f47554c,0.542183,False,False,True,carrier_subtype;lifecycle_phase;text_role,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.419355,0.375,0.262295,0.266667,0.323529,0.355263,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,PubMedQA question answering,14,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_b1a0860c865c,0.608109,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.322581,0.375,0.355556,0.357143,0.385542,0.22093,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,PrecisionFDA variant-count question prompt,8,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_c80d1f7e2b18,0.76308,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.375,0.470588,0.833333,0.740741,1.0,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MIMIC-III radiology report summarization,1,1,True,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_d7dcfe8ab908,0.598679,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.26087,0.375,0.363636,0.27907,0.483871,0.18,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,VQA-RAD question text,12,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_dd6b4b0a8833,0.615529,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.241379,0.375,0.129496,0.210526,0.333333,0.018072,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,PAD-UFES-20 patient clinical features,7,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_f448f8567994,0.605083,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4,0.375,0.333333,0.324324,0.328358,0.035821,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MedMCQA question answering,9,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_f69f5645b8b6,0.603059,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4,0.375,0.333333,0.277778,0.338462,0.035821,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,MedQA question answering,10,2,False,1,1
full_2026-07-06__rec_001352,route_ae1673a81ff4,route_fbd79b00ab68,0.595833,False,False,True,carrier_subtype;text_role,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.26087,0.375,0.363636,0.295455,0.40625,0.146597,Med-PaLM M,Med-PaLM M,Radiology report summarization text route,Slake-VQA question text,13,2,False,1,1
full_2026-07-06__rec_001352,route_c23c888f89de,route_25afc922cc13,0.778393,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,0.314286,0.647619,0.5,0.325301,Med-PaLM M,Med-PaLM M,Pathology VQA image route,VQA-RAD radiology image,3,3,False,5,5
full_2026-07-06__rec_001352,route_c23c888f89de,route_bca4ff4bec3d,0.904192,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314286,0.698113,0.612245,0.472973,Med-PaLM M,Med-PaLM M,Pathology VQA image route,Path-VQA pathology image,1,1,True,5,4
full_2026-07-06__rec_001352,route_c23c888f89de,route_d0d20292a638,0.705375,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.411765,1.0,0.211055,0.403509,0.407407,0.21978,Med-PaLM M,Med-PaLM M,Pathology VQA image route,VinDr-Mammo mammography image,5,3,False,5,3
full_2026-07-06__rec_001352,route_c23c888f89de,route_e41c2b760139,0.694553,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.258065,1.0,0.268657,0.375,0.523077,0.258427,Med-PaLM M,Med-PaLM M,Pathology VQA image route,MIMIC-CXR pathology classification image,6,3,False,5,3
full_2026-07-06__rec_001352,route_c23c888f89de,route_f27cdb31c4ca,0.630092,False,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.157895,0.318841,0.350515,0.458015,0.361111,0.013889,Med-PaLM M,Med-PaLM M,Pathology VQA image route,PrecisionFDA variant calling image-like example,10,2,False,5,1
full_2026-07-06__rec_001352,route_c23c888f89de,route_fce69a574de1,0.779378,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,0.314286,0.654206,0.48,0.356688,Med-PaLM M,Med-PaLM M,Pathology VQA image route,Slake-VQA radiology image,2,3,False,5,5
full_2026-07-06__rec_001352,route_da05d0a61191,route_4c177264121e,0.758993,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.490566,1.0,0.146341,0.477876,0.42623,0.33,Med-PaLM M,Med-PaLM M,VinDr-Mammo mammography image route,CBIS-DDSM mass image patch,2,2,False,3,3
full_2026-07-06__rec_001352,route_da05d0a61191,route_5b512157360b,0.753014,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.490566,1.0,0.146341,0.442623,0.285714,0.33,Med-PaLM M,Med-PaLM M,VinDr-Mammo mammography image route,CBIS-DDSM calcification image patch,3,2,False,3,3
full_2026-07-06__rec_001352,route_da05d0a61191,route_d0d20292a638,0.78612,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.509091,1.0,0.228311,0.636364,0.90625,0.251046,Med-PaLM M,Med-PaLM M,VinDr-Mammo mammography image route,VinDr-Mammo mammography image,1,2,True,3,3
full_2026-07-06__rec_001352,route_e25e9e570f50,route_25afc922cc13,0.676882,True,False,True,lifecycle_phase;fusion_topology,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5625,1.0,0.236842,0.293706,0.149254,0.341014,Med-PaLM M,Med-PaLM M,Montgomery County TB zero-shot CoT reasoning,VQA-RAD radiology image,3,5,False,3,5
full_2026-07-06__rec_001352,route_e25e9e570f50,route_347b0e24a453,0.769955,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.641509,1.0,0.504505,0.526946,0.682927,0.270588,Med-PaLM M,Med-PaLM M,Montgomery County TB zero-shot CoT reasoning,Montgomery County TB chest X-ray image,2,1,True,3,2
full_2026-07-06__rec_001352,route_e25e9e570f50,route_dedea019c8c6,0.770764,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.611111,0.709677,0.522727,0.420513,Med-PaLM M,Med-PaLM M,Montgomery County TB zero-shot CoT reasoning,Zero-shot CoT TB reasoning chest X-ray image,1,2,False,3,2
full_2026-07-06__rec_001352,route_e855fcdef289,route_25afc922cc13,0.891895,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314286,0.627119,0.625,0.244726,Med-PaLM M,Med-PaLM M,Radiology VQA image route,VQA-RAD radiology image,1,1,True,7,5
full_2026-07-06__rec_001352,route_e855fcdef289,route_4c177264121e,0.695499,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3125,1.0,0.258065,0.4,0.352941,0.233645,Med-PaLM M,Med-PaLM M,Radiology VQA image route,CBIS-DDSM mass image patch,6,3,False,7,3
full_2026-07-06__rec_001352,route_e855fcdef289,route_5b512157360b,0.691018,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3125,1.0,0.258065,0.302158,0.366667,0.233645,Med-PaLM M,Med-PaLM M,Radiology VQA image route,CBIS-DDSM calcification image patch,7,3,False,7,3
full_2026-07-06__rec_001352,route_e855fcdef289,route_ab73c9e4c443,0.72465,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.484848,1.0,0.338983,0.440945,0.37037,0.239521,Med-PaLM M,Med-PaLM M,Radiology VQA image route,PAD-UFES-20 skin lesion image,4,3,False,7,3
full_2026-07-06__rec_001352,route_e855fcdef289,route_bca4ff4bec3d,0.770398,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,0.314286,0.571429,0.489796,0.228311,Med-PaLM M,Med-PaLM M,Radiology VQA image route,Path-VQA pathology image,3,2,False,7,4
full_2026-07-06__rec_001352,route_e855fcdef289,route_e41c2b760139,0.717448,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.451613,1.0,0.268657,0.4,0.461538,0.26506,Med-PaLM M,Med-PaLM M,Radiology VQA image route,MIMIC-CXR pathology classification image,5,2,False,7,3
full_2026-07-06__rec_001352,route_e855fcdef289,route_f27cdb31c4ca,0.617642,False,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.105263,0.318841,0.350515,0.319444,0.388889,0.012903,Med-PaLM M,Med-PaLM M,Radiology VQA image route,PrecisionFDA variant calling image-like example,10,3,False,7,1
full_2026-07-06__rec_001352,route_e855fcdef289,route_fce69a574de1,0.89057,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.314286,0.65,0.6,0.201754,Med-PaLM M,Med-PaLM M,Radiology VQA image route,Slake-VQA radiology image,2,1,False,7,5
full_2026-07-06__rec_001352,route_f68c74df2323,route_24c930aa65f9,0.749629,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.84,1.0,0.29703,0.730769,0.494382,0.666667,Med-PaLM M,Med-PaLM M,MIMIC-CXR two-view report generation lateral-view route,Two-view chest X-ray frontal image,2,2,False,2,2
full_2026-07-06__rec_001352,route_f68c74df2323,route_dedea019c8c6,0.552924,False,False,True,carrier_subtype;source_modality;fusion_topology;text_role,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.809524,1.0,0.350515,0.347107,0.242424,0.165414,Med-PaLM M,Med-PaLM M,MIMIC-CXR two-view report generation lateral-view route,Zero-shot CoT TB reasoning chest X-ray image,3,9,False,2,2
full_2026-07-06__rec_001352,route_f68c74df2323,route_e5b3f0ddc7a8,0.770851,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.29703,0.730769,0.561798,0.666667,Med-PaLM M,Med-PaLM M,MIMIC-CXR two-view report generation lateral-view route,Two-view chest X-ray lateral image,1,1,True,2,2
full_2026-07-06__rec_001352,route_fe5365a9f86b,route_316a17c531e7,0.718663,True,False,True,source_modality,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.470588,1.0,0.314465,0.288,0.451613,0.305785,Med-PaLM M,Med-PaLM M,PAD-UFES-20 dermatology image route,MIMIC-CXR chest X-ray image,2,3,False,3,3
full_2026-07-06__rec_001352,route_fe5365a9f86b,route_ab73c9e4c443,0.759934,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.971429,1.0,0.430769,0.536232,0.625,0.441176,Med-PaLM M,Med-PaLM M,PAD-UFES-20 dermatology image route,PAD-UFES-20 skin lesion image,1,1,True,3,3
full_2026-07-06__rec_001352,route_fe5365a9f86b,route_bca4ff4bec3d,0.679258,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.302632,0.292308,0.576271,0.404255,Med-PaLM M,Med-PaLM M,PAD-UFES-20 dermatology image route,Path-VQA pathology image,3,4,False,3,4
full_2026-07-06__rec_001381,route_2777c780658f,route_2d321e59d60e,0.769804,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.28169,0.534759,1.0,0.851852,0.177419,scMMGPT,scMMGPT,Text-to-cell generation,scMMGPT text-to-cell generation,1,1,False,3,3
full_2026-07-06__rec_001381,route_2777c780658f,route_ba81ad8a8e8d,0.749717,True,True,False,,0.117647,1.0,1.0,1.0,1.0,1.0,1.0,0.740741,1.0,0.313043,0.857143,0.584615,0.080645,scMMGPT,LLaMA-2 7B,Text-to-cell generation,Text LLM tokenization of cell descriptions,2,1,True,3,1
full_2026-07-06__rec_001381,route_2777c780658f,route_e85e6aec8370,0.704668,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.931034,0.295082,0.406015,0.275862,0.517241,0.113924,scMMGPT,scMMGPT,Text-to-cell generation,scMMGPT text-to-text discrimination,3,2,False,3,2
full_2026-07-06__rec_001381,route_5c98141a163b,route_0e7af367b8f6,0.49787,False,False,True,carrier_subtype;lifecycle_phase;text_role,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.222222,0.296296,0.119403,0.346667,0.314607,0.133333,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (cell input),scMMGPT batch correction and clustering,3,2,False,2,0
full_2026-07-06__rec_001381,route_5c98141a163b,route_82d0d8cf6fc5,0.818575,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.504505,0.15625,0.4,0.336182,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (cell input),scMMGPT cell-to-text discrimination,1,1,True,2,2
full_2026-07-06__rec_001381,route_5c98141a163b,route_d9d1fbe0e6f2,0.739455,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.461538,0.416107,0.608696,0.296296,0.217391,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (cell input),scMMGPT cell-to-text generation,2,2,False,2,2
full_2026-07-06__rec_001381,route_770d5be1b9cb,route_2d321e59d60e,0.651161,True,False,True,lifecycle_phase;fusion_topology,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.52459,0.725,0.311688,0.206897,0.384615,0.09396,scMMGPT,scMMGPT,Zero-shot cell type annotation (text-label input),scMMGPT text-to-cell generation,1,3,True,1,3
full_2026-07-06__rec_001381,route_770d5be1b9cb,route_ba81ad8a8e8d,0.496326,False,False,False,lifecycle_phase;fusion_topology;text_role,0.117647,1.0,1.0,1.0,0.0,0.0,0.0,0.701754,0.215054,0.707317,0.128571,0.337079,0.142857,scMMGPT,LLaMA-2 7B,Zero-shot cell type annotation (text-label input),Text LLM tokenization of cell descriptions,3,3,False,1,1
full_2026-07-06__rec_001381,route_770d5be1b9cb,route_e85e6aec8370,0.593084,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.491803,0.314286,0.66,0.208589,0.317073,0.148148,scMMGPT,scMMGPT,Zero-shot cell type annotation (text-label input),scMMGPT text-to-text discrimination,2,3,False,1,2
full_2026-07-06__rec_001381,route_a97c48abc300,route_0e7af367b8f6,0.469196,False,False,True,carrier_subtype;lifecycle_phase;fusion_topology;text_role,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.421053,0.20339,0.30137,0.365854,0.393939,0.080645,scMMGPT,scMMGPT,Cell description generation,scMMGPT batch correction and clustering,4,3,False,0,0
full_2026-07-06__rec_001381,route_a97c48abc300,route_82d0d8cf6fc5,0.559242,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.333333,0.3,0.273504,0.394366,0.548387,0.073171,scMMGPT,scMMGPT,Cell description generation,scMMGPT cell-to-text discrimination,3,4,False,0,2
full_2026-07-06__rec_001381,route_a97c48abc300,route_bbae04cee963,0.5968,False,False,False,carrier_subtype;source_modality,0.133333,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.516129,0.402778,1.0,0.870968,0.225352,scMMGPT,text LLM,Cell description generation,scMMGPT cell description generation,2,1,False,0,0
full_2026-07-06__rec_001381,route_a97c48abc300,route_d9d1fbe0e6f2,0.644706,False,False,True,lifecycle_phase;fusion_topology,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.333333,0.452381,0.348387,0.679245,0.62069,0.151724,scMMGPT,scMMGPT,Cell description generation,scMMGPT cell-to-text generation,1,3,False,0,2
full_2026-07-06__rec_001381,route_d2b5ba461afb,route_0e7af367b8f6,0.683867,False,False,True,carrier_subtype,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.727273,0.21875,0.329412,0.252874,0.35,0.126984,scMMGPT,scMMGPT,Zero-shot cell type annotation (cell input),scMMGPT batch correction and clustering,1,1,False,0,0
full_2026-07-06__rec_001381,route_d2b5ba461afb,route_82d0d8cf6fc5,0.561119,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.26087,0.430769,0.449612,0.208589,0.447368,0.108434,scMMGPT,scMMGPT,Zero-shot cell type annotation (cell input),scMMGPT cell-to-text discrimination,2,3,False,0,2
full_2026-07-06__rec_001381,route_d2b5ba461afb,route_d9d1fbe0e6f2,0.546493,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.26087,0.292135,0.45509,0.096552,0.472222,0.097222,scMMGPT,scMMGPT,Zero-shot cell type annotation (cell input),scMMGPT cell-to-text generation,3,4,False,0,2
full_2026-07-06__rec_001381,route_d9cf8a9a6698,route_2d321e59d60e,0.726443,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.761905,0.28,0.296296,0.478261,0.296296,0.046784,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (text input),scMMGPT text-to-cell generation,1,2,False,2,3
full_2026-07-06__rec_001381,route_d9cf8a9a6698,route_ba81ad8a8e8d,0.551645,False,True,False,fusion_topology;text_role,0.117647,1.0,1.0,1.0,1.0,0.0,0.0,0.677966,0.253968,0.311111,0.439024,0.195652,0.190476,scMMGPT,LLaMA-2 7B,Cross-modal discriminative pre-training (text input),Text LLM tokenization of cell descriptions,3,2,False,2,1
full_2026-07-06__rec_001381,route_d9cf8a9a6698,route_e85e6aec8370,0.705714,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.761905,0.45,0.555556,0.15625,0.4,0.352113,scMMGPT,scMMGPT,Cross-modal discriminative pre-training (text input),scMMGPT text-to-text discrimination,2,1,True,2,2
full_2026-07-06__rec_001381,route_e7cb9c0bdbbb,route_82d0d8cf6fc5,0.74023,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.45,0.556291,0.275862,0.655172,0.158537,scMMGPT,scMMGPT,Cell-to-text generation,scMMGPT cell-to-text discrimination,2,2,False,2,2
full_2026-07-06__rec_001381,route_e7cb9c0bdbbb,route_d9d1fbe0e6f2,0.857245,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8125,0.539683,1.0,0.851852,0.175926,scMMGPT,scMMGPT,Cell-to-text generation,scMMGPT cell-to-text generation,1,1,True,2,2
full_2026-07-06__rec_001519,route_0949c7c7cd1e,route_424e87dd1e00,0.823898,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.504505,0.306818,0.71875,0.291971,BioGPT,BioGPT,Clinical narrative path for pretraining,clinical narrative stream,1,1,True,1,2
