candidate_id,source_run,record_id,title,doi,manifest_status,pdf_found,pdf_path,pdf_bytes
full_2026-07-06__rec_002102,full_2026-07-06,rec_002102,CellTok: Early-Fusion Multimodal Large Language Model for Single-Cell Transcriptomics via Tokenization,10.1101/2025.10.22.684047,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002102__CellTok_Early-Fusion_Multimodal_Large_Language_Model_for_Single-Cell_T/full_text_05_openalex_content_pdf.pdf,10476052
full_2026-07-06__rec_002105,full_2026-07-06,rec_002105,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002105__Multimodal_learning_of_transcriptomes_and_text_enables_interactive_sin/full_text_05_openalex_content_pdf.pdf,14039512
full_2026-07-06__rec_002120,full_2026-07-06,rec_002120,Extending Protein Language Models to a Viral Genomic Scale Using Biologically Induced Sparse Attention,10.1101/2025.05.29.656907,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass1_existing_downloader/full_2026-07-06__rec_002120__Extending_Protein_Language_Models_to_a_Viral_Genomic_Scale_Using_Biolo/full_text_05_openalex_content_pdf.pdf,10500792
full_2026-07-06__rec_002151,full_2026-07-06,rec_002151,scGenAI: A generative AI platform with biological context embedding of multimodal features enhances single cell state classification,10.1101/2025.05.07.652733,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002151__scGenAI_A_generative_AI_platform_with_biological_context_embedding_of_/full_text_05_openalex_content_pdf.pdf,681332
full_2026-07-06__rec_002162,full_2026-07-06,rec_002162,Enhancing DNA Foundation Models to Address Masking Inefficiencies,10.48550/arXiv.2502.18405,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002162__Enhancing_DNA_Foundation_Models_to_Address_Masking_Inefficiencies/full_text_01_arxiv_pdf.pdf,1268759
full_2026-07-06__rec_002283,full_2026-07-06,rec_002283,Abstract B037: Revolutionizing stem cell classification and genotypic profiling with large language models: scGPT-driven advances in single-cell genomics,10.1158/1538-7445.genfunc25-b037,no_full_text_found,False,,
full_2026-07-06__rec_002304,full_2026-07-06,rec_002304,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_002304__genolator_a_multimodal_large_language_model_fusing_natural_langu/full_text_user_manual_biorxiv_2025.11.14.688396v1.full.pdf,8825308
full_2026-07-06__rec_002327,full_2026-07-06,rec_002327,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002327__OmniNA_A_foundation_model_for_nucleotide_sequences/full_text_05_openalex_content_pdf.pdf,1190688
full_2026-07-06__rec_002339,full_2026-07-06,rec_002339,A Phylogenetic Approach to Genomic Language Modeling,10.48550/arXiv.2503.03773,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002339__A_Phylogenetic_Approach_to_Genomic_Language_Modeling/full_text_01_arxiv_pdf.pdf,1573791
full_2026-07-06__rec_002357,full_2026-07-06,rec_002357,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,10.1101/2024.06.24.600337,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_002357__cd_gpt_as_a_biological_foundation_model_bridging_the_gap_between/full_text_browser_biorxiv_2024.06.24.600337v2.full.pdf,5330216
full_2026-07-06__rec_002400,full_2026-07-06,rec_002400,Synthetic Histopathological Images Generation with Artificial Intelligence to Accelerate Research and Improve Clinical Outcomes in Hematology,10.1182/blood-2023-187521,no_full_text_found,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002400__Synthetic_Histopathological_Images_Generation_with_Artificial_Intellig/full_text_user_manual_blood_5506_main.pdf,545018
full_2026-07-06__rec_002410,full_2026-07-06,rec_002410,seqLens: optimizing language models for genomic predictions,10.1101/2025.03.12.642848,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_002410__seqlens_optimizing_language_models_for_genomic_predictions/full_text_browser_biorxiv_2025.03.12.642848v2.full.pdf,24966043
full_2026-07-06__rec_002451,full_2026-07-06,rec_002451,ProkBERT PhaStyle: accurate phage lifestyle prediction with pretrained genomic language models,10.1093/bioadv/vbaf188,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002451__ProkBERT_PhaStyle_accurate_phage_lifestyle_prediction_with_pretrained_/full_text_08_europepmc_Europe_PMC.pdf,1097441
full_2026-07-06__rec_002459,full_2026-07-06,rec_002459,"Bio-xLSTM: Generative modeling, representation and in-context learning of biological and chemical sequences",10.48550/arXiv.2411.04165,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002459__Bio-xLSTM_Generative_modeling_representation_and_in-context_learning_o/full_text_01_arxiv_pdf.pdf,7339342
full_2026-07-06__rec_002483,full_2026-07-06,rec_002483,Generative single-cell transcriptomics via large language models,10.64898/2026.01.12.699186,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_002483__generative_single_cell_transcriptomics_via_large_language_models/full_text_browser_biorxiv_2026.01.12.699186v1.full.pdf,1741580
full_2026-07-06__rec_002496,full_2026-07-06,rec_002496,scGPT: toward building a foundation model for single-cell multi-omics using generative AI,10.1038/s41592-024-02201-0,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002496__scGPT_toward_building_a_foundation_model_for_single-cell_multi-omics_u/full_text_04_landing_pdf_link.pdf,21317950
full_2026-07-06__rec_002511,full_2026-07-06,rec_002511,Generative pretraining from large-scale transcriptomes: Implications for single-cell deciphering and clinical translation,10.1101/2022.01.31.478596,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_002511__Generative_pretraining_from_large-scale_transcriptomes_Implications_fo/full_text_05_openalex_content_pdf.pdf,6393507
full_2026-07-06__rec_002517,full_2026-07-06,rec_002517,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_002517__ChatCell_Facilitating_Single-Cell_Analysis_with_Natural_Language/full_text_pass3_01_web_arxiv_v2_pdf.pdf,5086815
full_2026-07-06__rec_002581,full_2026-07-06,rec_002581,CellReasoner: A reasoning-enhanced large language model for cell type annotation,10.1101/2025.05.20.655112,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass1_existing_downloader/full_2026-07-06__rec_002581__CellReasoner_A_reasoning-enhanced_large_language_model_for_cell_type_a/full_text_05_openalex_content_pdf.pdf,1081336
full_2026-07-06__rec_002676,full_2026-07-06,rec_002676,Nucleotide dependency analysis of DNA language models reveals genomic functional elements,10.1101/2024.07.27.605418,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_002676__Nucleotide_dependency_analysis_of_DNA_language_models_reveals_genomic_/full_text_10_crossref_title_link.pdf,6305382
full_2026-07-06__rec_002780,full_2026-07-06,rec_002780,From a single sequence to evolutionary trajectories: protein language models capture the evolutionary potential of SARS-CoV-2 protein sequences,10.1101/2024.07.05.602129,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002780__From_a_single_sequence_to_evolutionary_trajectories_protein_language_m/full_text_07_openalex_location_pdf_url.pdf,7647923
full_2026-07-06__rec_002958,full_2026-07-06,rec_002958,A multimodal cell-free RNA language model for liquid biopsy applications,10.1038/s42256-025-01148-x,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002958__A_multimodal_cell-free_RNA_language_model_for_liquid_biopsy_applicatio/full_text_01_openalex_pdf_url.pdf,6973798
full_2026-07-06__rec_002960,full_2026-07-06,rec_002960,mRNABERT: advancing mRNA sequence design with a universal language model and comprehensive dataset,10.1038/s41467-025-65340-8,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002960__mRNABERT_advancing_mRNA_sequence_design_with_a_universal_language_mode/full_text_01_openalex_pdf_url.pdf,2082988
full_2026-07-06__rec_002969,full_2026-07-06,rec_002969,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks,10.1038/s41467-025-60872-5,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_002969__RiNALMo_general-purpose_RNA_language_models_can_generalize_well_on_str/full_text_01_openalex_pdf_url.pdf,4169394
full_2026-07-06__rec_003007,full_2026-07-06,rec_003007,VCWorld: A Biological World Model for Virtual Cell Simulation,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003007__VCWorld_A_Biological_World_Model_for_Virtual_Cell_Simulation/full_text_01_openalex_title_pdf_url.pdf,12791359
full_2026-07-06__rec_003008,full_2026-07-06,rec_003008,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003008__Aligning_LLMs_with_Biomedical_Knowledge_using_Balanced_Fine-Tuning/full_text_01_openalex_title_pdf_url.pdf,6597611
full_2026-07-06__rec_003035,full_2026-07-06,rec_003035,Multi-megabase scale genome interpretation with genetic language models,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003035__Multi-megabase_scale_genome_interpretation_with_genetic_language_model/full_text_01_openalex_title_pdf_url.pdf,22170058
full_2026-07-06__rec_003043,full_2026-07-06,rec_003043,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003043__Geneverse_A_collection_of_Open-source_Multimodal_Large_Language_Models/full_text_02_landing_pdf_link.pdf,15966159
full_2026-07-06__rec_003074,full_2026-07-06,rec_003074,Foundation model for single-cell omics,,no_full_text_found,True,data/full_text_downloads_2026-07-07/batch_100_149/full_2026-07-06__rec_003074__Foundation_model_for_single-cell_omics/full_text_user_manual_utoronto_Cui_Haotian_202411_PhD_thesis.pdf,42612361
full_2026-07-06__rec_003081,full_2026-07-06,rec_003081,scMulan: a multitask generative pre-trained language model for single-cell analysis,,non_pdf_full_text_downloaded,True,data/full_text_include_missing_retry_2026-07-09/pass4_user_manual_downloads/full_2026-07-06__rec_003081__scMulan_a_multitask_generative_pre-trained_language_model_for_single-c/full_text_user_manual_biorxiv_2024.01.25.577152v2.full.pdf,1947380
full_2026-07-06__rec_003083,full_2026-07-06,rec_003083,scWGBS-GPT: a foundation model for capturing long-range CPG dependencies in single-cell whole-genome bisulfite sequencing to enhance epigenetic analysis,,no_full_text_found,True,data/full_text_downloads_2026-07-07/batch_150_199/full_2026-07-06__rec_003083__scWGBS-GPT_a_foundation_model_for_capturing_long-range_CPG_dependencie/full_text_user_manual_biorxiv_2025.02.19.638959v2.full.pdf,14884621
full_2026-07-06__rec_003087,full_2026-07-06,rec_003087,scKEPLM: Knowledge enhanced large-scale pre-trained language model for single-cell transcriptomics,,no_full_text_found,True,data/full_text_downloads_2026-07-07/batch_150_199/full_2026-07-06__rec_003087__scKEPLM_Knowledge_enhanced_large-scale_pre-trained_language_model_for_/full_text_user_manual_biorxiv_2024.07.09.602633v1.full.pdf,14428577
full_2026-07-06__rec_003121,full_2026-07-06,rec_003121,A long range foundation model for zero-shot predictions in single-cell and spatial transcriptomics data,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass4_user_manual_downloads/full_2026-07-06__rec_003121__A_long_range_foundation_model_for_zero-shot_predictions_in_single-cell_/full_text_user_manual_openreview_11205.pdf,5866257
full_2026-07-06__rec_003131,full_2026-07-06,rec_003131,Gp-gpt: Large language model for gene-phenotype mapping,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003131__Gp-gpt_Large_language_model_for_gene-phenotype_mapping/full_text_02_semantic_scholar_title_arxiv_p.pdf,2899064
full_2026-07-06__rec_003177,full_2026-07-06,rec_003177,Joint embedding of transcriptomes and text enables interactive single-cell RNA-seq data exploration via natural language,,no_full_text_found,True,data/full_text_downloads_2026-07-07/batch_150_199/full_2026-07-06__rec_003177__Joint_embedding_of_transcriptomes_and_text_enables_interactive_single-/full_text_user_manual_joint_embedding_transcriptomes_text.pdf,5846358
full_2026-07-06__rec_003188,full_2026-07-06,rec_003188,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003188__Multimodal_Cell_Context_Instruction_Tuning_for_Conditional_DNA_Regulat/full_text_07_europepmc_title_Europe_PMC.pdf,866486
full_2026-07-06__rec_003206,full_2026-07-06,rec_003206,Cell2Sentence: teaching large language models the language of biology,,no_full_text_found,True,data/full_text_downloads_2026-07-07/retry4_batch_020_039/full_2026-07-06__rec_003206__Cell2Sentence_teaching_large_language_models_the_language_of_biology/full_text_01_openalex_title_content_pdf.pdf,13088788
full_2026-07-06__rec_003213,full_2026-07-06,rec_003213,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_060_089/full_2026-07-06__rec_003213__ChIP-GPT_a_managed_large_language_model_for_robust_data_extraction_fro/full_text_07_europepmc_title_Europe_PMC.pdf,636819
full_2026-07-06__rec_003214,full_2026-07-06,rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003214__Biomedgpt_Open_multimodal_generative_pre-trained_transformer_for_biome/full_text_01_semantic_scholar_title_openAcc.pdf,3658120
full_2026-07-06__rec_003274,full_2026-07-06,rec_003274,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003274__Clinically_aligned_multi-modal_image-text_model_for_pan-cancer_prognos/full_text_01_crossref_title_link.pdf,4214444
full_2026-07-06__rec_003343,full_2026-07-06,rec_003343,Toward learning a foundational representation of cells and genes,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003343__Toward_learning_a_foundational_representation_of_cells_and_genes/full_text_03_landing_pdf_link.pdf,5229908
full_2026-07-06__rec_003348,full_2026-07-06,rec_003348,scgpt: Towards building a foundation model for single-cell multi-omics using generative ai. bioRxiv,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003348__scgpt_Towards_building_a_foundation_model_for_single-cell_multi-omics_/full_text_03_landing_pdf_link.pdf,21317950
full_2026-07-06__rec_003351,full_2026-07-06,rec_003351,scgpt-spatial: Continual pretraining of single-cell foundation model for spatial transcriptomics. bioRxiv,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass4_user_manual_downloads/full_2026-07-06__rec_003351__scgpt-spatial_Continual_pretraining_of_single-cell_foundation_model_f/full_text_user_manual_biorxiv_2025.02.05.636714v1.full.pdf,24819709
full_2026-07-06__rec_003357,full_2026-07-06,rec_003357,"Bo, W. scGPT: Towards building a foundation model for single-cell multi-omics using generative AI",,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry_batch_090_119/full_2026-07-06__rec_003357__Bo_W._scGPT_Towards_building_a_foundation_model_for_single-cell_multi-/full_text_03_landing_pdf_link.pdf,21317950
full_2026-07-06__rec_003394,full_2026-07-06,rec_003394,A foundation model for nucleotide sequences.,10.1093/nar/gkag083,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_150_199/full_2026-07-06__rec_003394__A_foundation_model_for_nucleotide_sequences./full_text_07_europepmc_Europe_PMC.pdf,3802360
full_2026-07-06__rec_003429,full_2026-07-06,rec_003429,BOTANIC-0: a series of foundation models for plant genomic data,10.64898/2026.02.23.706817,pdf_downloaded,True,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_003429__BOTANIC-0_a_series_of_foundation_models_for_plant_genomic_data/full_text_05_openalex_content_pdf.pdf,1563870
full_2026-07-06__rec_003466,full_2026-07-06,rec_003466,ELISA: An Interpretable Hybrid Generative AI Agent for Expression-Grounded Discovery in Single-Cell Genomics,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003466__ELISA_An_Interpretable_Hybrid_Generative_AI_Agent_for_Expression-Groun/full_text_02_semantic_scholar_title_arxiv_p.pdf,4773510
full_2026-07-06__rec_003509,full_2026-07-06,rec_003509,Poisoning the Genome: Targeted Backdoor Attacks on DNA Foundation Models,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_050_074/full_2026-07-06__rec_003509__Poisoning_the_Genome_Targeted_Backdoor_Attacks_on_DNA_Foundation_Model/full_text_01_semantic_scholar_title_arxiv_p.pdf,3630584
full_2026-07-06__rec_003514,full_2026-07-06,rec_003514,Designing mRNA coding sequence via multimodal reverse translation language modeling with Pro2RNA,10.64898/2026.03.18.712790,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_003514__designing_mrna_coding_sequence_via_multimodal_reverse_translatio/full_text_browser_biorxiv_2026.03.18.712790v1.full.pdf,2102967
full_2026-07-06__rec_003517,full_2026-07-06,rec_003517,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,10.64898/2026.03.18.712807,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_003517__x_cell_scaling_causal_perturbation_prediction_across_diverse_cel/full_text_user_manual_biorxiv_2026.03.18.712807v1.full_1.pdf,39557181
full_2026-07-06__rec_003554,full_2026-07-06,rec_003554,Abstract 2754: VGL: Vision-Gene-Language multimodal LLM integrating histopathology and gene expression for cell type classification in lung cancer.,10.1158/1538-7445.am2026-2754,no_full_text_found,False,,
full_2026-07-06__rec_003569,full_2026-07-06,rec_003569,Circular RNA identification using a genomic language model and a small number of authenticated examples,10.64898/2026.03.04.709677,no_full_text_found,True,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_003569__circular_rna_identification_using_a_genomic_language_model_and_a/full_text_browser_biorxiv_2026.03.04.709677v1.full.pdf,2752869
full_2026-07-06__rec_003593,full_2026-07-06,rec_003593,Retentive Network promotes efficient RNA language modeling of long sequences,10.1038/s42003-026-09757-x,pdf_downloaded,True,data/full_text_downloads_2026-07-07/batch_200_249/full_2026-07-06__rec_003593__Retentive_Network_promotes_efficient_RNA_language_modeling_of_long_seq/full_text_08_europepmc_Europe_PMC.pdf,5267189
full_2026-07-06__rec_003609,full_2026-07-06,rec_003609,evoCancerGPT: Generating Zero-Shot Single-Cell and Single-Sample Cancer Progression Through Transfer Learning,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass2_direct_pdf_links/full_2026-07-06__rec_003609__evoCancerGPT_Generating_Zero-Shot_Single-Cell_and_Single-Sample_Cancer/full_text_pass2_01_html_full_text_01_openalex_title.pdf,23233644
full_2026-07-06__rec_003629,full_2026-07-06,rec_003629,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_003629__Phenotype-Guided_In_Silico_Molecular_Generation_Using_Large_Language_M/full_text_pass3_01_web_biorxiv_pdf.pdf,6594807
full_2026-07-06__rec_003641,full_2026-07-06,rec_003641,Generating and decoding methylated DNA with a Human Epigenetic Foundation Model,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass4_user_manual_downloads/full_2026-07-06__rec_003641__Generating_and_decoding_methylated_DNA_with_a_Human_Epigenetic_Found/full_text_user_manual_openreview_37_generating_and_decoding_met.pdf,3776357
full_2026-07-06__rec_003726,full_2026-07-06,rec_003726,Temporal AI model predicts drivers of cell state trajectories across human aging,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_003726__Temporal_AI_model_predicts_drivers_of_cell_state_trajectories_across_h/full_text_pass3_01_web_biorxiv_pdf.pdf,5441338
full_2026-07-06__rec_003848,full_2026-07-06,rec_003848,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scRNA-seq and scATAC-seq analysis,,no_full_text_found,True,data/full_text_downloads_2026-07-07/retry4_batch_040_055/full_2026-07-06__rec_003848__CLM-X_A_multimodal_single-cell_foundation_model_with_flexible_multi-wa/full_text_01_openalex_title_content_pdf.pdf,6021702
full_2026-07-06__rec_003852,full_2026-07-06,rec_003852,A Generative Foundation Model for Multimodal Histopathology,,pdf_downloaded,True,data/full_text_downloads_2026-07-07/retry2_batch_075_097/full_2026-07-06__rec_003852__A_Generative_Foundation_Model_for_Multimodal_Histopathology/full_text_02_semantic_scholar_title_arxiv_p.pdf,32501923
full_2026-07-06__rec_003902,full_2026-07-06,rec_003902,CellSwarm: LLM-Driven Cell Agents Recapitulate Tumor Microenvironment Dynamics and Sense Indirect Genetic Perturbations,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_003902__CellSwarm_LLM-Driven_Cell_Agents_Recapitulate_Tumor_Microenvironment_D/full_text_pass3_01_web_biorxiv_pdf.pdf,1358562
full_2026-07-06__rec_003963,full_2026-07-06,rec_003963,Phenotypic Bioactivity Prediction as Open-set Biological Assay Querying,,no_full_text_found,True,data/full_text_include_missing_retry_2026-07-09/pass3_manual_url_hits/full_2026-07-06__rec_003963__Phenotypic_Bioactivity_Prediction_as_Open-set_Biological_Assay_Queryin/full_text_pass3_01_web_biorxiv_pdf.pdf,17939713
june_update_2026-06-10__rec_000021,june_update_2026-06-10,rec_000021,A fine-tuned genomic language model adds complementary nucleotide-context information to missense variant interpretation.,10.64898/2026.05.06.723362,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000021_A_fine-tuned_genomic_language_model_adds_complementary_nucle/full_text_biorxiv.pdf,2586822
june_update_2026-06-10__rec_000092,june_update_2026-06-10,rec_000092,PlantGFM: A Genomic Foundation Model for Discovery and Creation of Plant Genes,10.1002/advs.75772,skipped_existing,True,data/full_text_include_missing_retry_2026-07-09/pass4_user_manual_downloads/june_update_2026-06-10__rec_000092__PlantGFM_A_Genomic_Foundation_Model_for_Discovery_and_Creation_of_Plan/full_text_user_manual_wiley_plantgfm.pdf,8101297
june_update_2026-06-10__rec_000118,june_update_2026-06-10,rec_000118,CodonMoE: DNA language models for codon-dependent mRNA prediction,10.1093/bioinformatics/btag285,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000118_CodonMoE_DNA_language_models_for_codon-dependent_mRNA_predi/full_text_arxiv_2508.04739.pdf,4587407
june_update_2026-06-10__rec_000121,june_update_2026-06-10,rec_000121,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization and Verifiable Reinforcement Learning,10.64898/2026.04.20.719773,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000121_RVQ-Alpha_Bridging_Single-Cell_Transcriptomics_and_Large_La/full_text_biorxiv.pdf,18517589
june_update_2026-06-10__rec_000133,june_update_2026-06-10,rec_000133,GenNA: Conditional generation of nucleotide sequences guided by natural-language annotations,10.64898/2026.04.22.720063,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000133_GenNA_Conditional_generation_of_nucleotide_sequences_guided/full_text_biorxiv.pdf,6983647
june_update_2026-06-10__rec_000139,june_update_2026-06-10,rec_000139,Carbon: Decoding the Language of Life,10.64898/2026.05.22.727119,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000139_Carbon_Decoding_the_Language_of_Life/full_text_biorxiv.pdf,4373773
june_update_2026-06-10__rec_000142,june_update_2026-06-10,rec_000142,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000142_OryzaG3_A_Single-species_Genomic_Foundation_Model_Pretraine/full_text_biorxiv.pdf,1462160
june_update_2026-06-10__rec_000148,june_update_2026-06-10,rec_000148,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language for spatial biology",10.64898/2026.05.30.728937,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000148_SciCore-Omics_a_tri-modal_foundation_model_unifying_histolo/full_text_biorxiv.pdf,8447111
june_update_2026-06-10__rec_000152,june_update_2026-06-10,rec_000152,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000152_H2O_A_Foundation_Model_Bridging_Histopathology_to_Spatial_M/full_text_biorxiv.pdf,40596738
june_update_2026-06-10__rec_000194,june_update_2026-06-10,rec_000194,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000194_Bio-BLIP_A_Multimodal_Architecture_for_Transferable_Reasoni/full_text_biorxiv.pdf,665041
june_update_2026-06-10__rec_000246,june_update_2026-06-10,rec_000246,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000246_OmicsLM_A_Multimodal_Large_Language_Model_for_Multi-Sample/full_text_arxiv_2605.06728.pdf,817307
june_update_2026-06-10__rec_000248,june_update_2026-06-10,rec_000248,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000248_Cell2Text_Multimodal_LLM_for_generating_textual_description/full_text_arxiv_2509.24840.pdf,1385436
june_update_2026-06-10__rec_000308,june_update_2026-06-10,rec_000308,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross …,10.1093/bib/bbag079,skipped_existing,True,data/full_text_include_missing_retry_2026-07-09/pass1_existing_downloader/june_update_2026-06-10__rec_000308__MT-ConBiFormer-GPT_multi-target_molecular_generation_for_low-data_drug/full_text_07_europepmc_Europe_PMC.pdf,3669311
june_update_2026-06-10__rec_000350,june_update_2026-06-10,rec_000350,OmniGene-4: a unified bio-language MoE model with router-level interpretability,10.64898/2026.05.12.724542,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000350_OmniGene-4_a_unified_bio-language_MoE_model_with_router-lev/full_text_biorxiv.pdf,754984
june_update_2026-06-10__rec_000370,june_update_2026-06-10,rec_000370,MGM as a Large‐Scale Pretrained Foundation Model for Microbiome Analyses in Diverse Contexts,10.1101/2024.12.30.630825,skipped_existing,True,data/screening_codex_2026-06-10/full_texts/rec_000370_MGM_as_a_Large_Scale_Pretrained_Foundation_Model_for_Microbi/full_text_biorxiv.pdf,4859540
