candidate_id,source_record_id,title,doi,source_document,source_document_sha256,source_document_kind,source_pdf,profile_status,document_identity_status,document_identity_evidence,profile_kind,docling_json,docling_json_sha256,markdown,markdown_sha256,figures_manifest,figures_manifest_sha256,figure_count,picture_description_count,scientific_figure_count,non_scientific_image_count,chunks,chunks_status,picture_description_backend,picture_description_model,picture_description_area_threshold,picture_description_max_tokens,picture_description_scale,cohort_manifest_source
full_2026-07-06__rec_001838,rec_001838,Cell2Text: Multimodal LLM for Generating Single-Cell Descriptions from RNA-Seq Data,10.48550/arXiv.2509.24840,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001838.pdf,c49343967a9a240f3beaf919929752f7dd64cebb39944be6ba6aa1614ca9c937,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001838.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""CELL2TEXT: MULTIMODAL LLM FOR GENERATING SINGLE-CELL DESCRIPTIONS FROM RNA-SEQ DATA"", ""Oussama Kharouiche"", ""Michalis Vazirgiannis"", ""ABSTRACT"", ""1 INTRODUCTION"", ""2 RELATED WORK"", ""3 METHODOLOGY"", ""3.1 MODEL ARCHITECTURE"", ""3.1.1 CELL ENCODER"", ""3.1.2 ADAPTER MODULE"", ""3.1.3 NATURAL LANGUAGE DECODER"", ""3.2 TRAINING PROCESS"", ""3.2.1 FULL FINE-TUNING"", ""3.2.2 PARAMETER-EFFICIENT FINE-TUNING (PEFT)"", ""3.3 CELL TYPE ONTOLOGY PAGERANK SIMILARITY""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001838_bb6ae63f17ad.docling.json,6426f5adbdd63f0c543b69b3703f702d9af6f9b4774dd9d2d263d6d559f32246,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001838_bb6ae63f17ad.md,cfed0b0d6a51271ea7095051867a77c588b4e13fe88333788630ed9b0316c710,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001838_bb6ae63f17ad/figures_manifest.json,0a712a64a5197e6a6289fcb099822d9a142d88e84f0dad35de700dec920ba2cc,10,10,10,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_001889,rec_001889,scMOBA: A conversational single-cell Multi-Omics Brain Agent across species,10.64898/2025.12.01.691565,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001889.pdf,8bb683da2854fd183fe3d791428a837eedd9ed70de2adadf29b3598c9feede09,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_001889.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""scMOBA: A conversational single-cell Multi-Omics Brain Agent across species"", ""These authors contributed equally to this work"", ""Abstract"", ""Introduction"", ""Results"", ""The architecture of scMOBA and FQA pretraining"", ""Fine-grained cell type prediction"", ""Multi-modality data integration""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_001889_415cb5daeaca.docling.json,0f927dd056a1b304bad5319b052a07fadff9be8c8dd392019a157a8c0e047291,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_001889_415cb5daeaca.md,b47c1125fe81039060f588a85b03e4a3b38be3333cae7ba138ace70805f0bb42,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_001889_415cb5daeaca/figures_manifest.json,09e88986de98ded4a2b505f020d4be677b6b18c7c526494797bd4363250d118e,10,10,10,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002049,rec_002049,BioVERSE: Representation Alignment of Biomedical Modalities to LLMs for Multi-Modal Reasoning,10.48550/arXiv.2510.01428,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002049.pdf,aa138b11f656f39dc81db3eee741f995dd9022ab7e5a71042e9117098b0a466b,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002049.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": false, ""best_heading_title_similarity"": 0.994536, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""BIOVERSE: REPRESENTATION ALIGNMENT OF BIOMEDICAL MODALITIES TO LLMS FOR MULTIMODAL REASONING"", ""ABSTRACT"", ""1 INTRODUCTION"", ""2 RELATED WORK"", ""3 METHOD"", ""3.1 PROBLEM SETUP"", ""3.2 TWO-STAGE TRAINING"", ""3.3 MODULAR ARCHITECTURE"", ""3.4 ALIGNMENT OBJECTIVES"", ""4 EXPERIMENTAL SETUP"", ""4.1 MODELS""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002049_b1c397ddeaa1.docling.json,5ad76abd17a7c5235255b6aa9537b6b079a4d60accae510ed61fda0995e1b06b,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002049_b1c397ddeaa1.md,b79b19d7eef3980b3a68461b95a193c145caf292347edbf1b4e6a83d6ab80860,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002049_b1c397ddeaa1/figures_manifest.json,55c5bd364acf624bcfb650826e00b9e75d15758a148a281a286c0c4f333ef379,2,2,2,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002105,rec_002105,Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats,10.1101/2024.10.15.618501,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002105.pdf,c52f12b4099546aa9b35d4abc366c269e1300a70d67dd5ece1df0187588fcac6,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002105.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": true, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Multimodal learning of transcriptomes and text enables interactive single-cell RNA-seq data exploration with natural-language chats"", ""Affiliations :"", ""Abstract"", ""Introduction"", ""Results"", ""CellWhisperer links transcriptomes and text through a multimodal embedding model and LLM"", ""Third, to enable natural-language chats with CellWhisperer, we customized and fine-tuned the Mistral 7B open-source LLM (Jiang et al. 2023) to incorporate transcriptome information in addition to textual input. Our approach is inspired by the ability of multimodal LLMs - such as GPT-4, Gemini, and the open-source LLaVA model (H. Liu et al. 2023) - to interpret and converse about images. We generated a training dataset of 106,610 question-answer-style conversations, including simple rule-based conversations (e.g., 'What does the sample represent?' , with the sample's textual annotation as the designated answer) as well as more complex LLMgenerated conversations that all take transcriptome profiles into account (see Methods section for technical details and Supplementary Note 1 for examples). Based on this training dataset, we used the CellWhispererderived transcriptome embeddings together with the prepared questions as input to the Mistral 7B LLM (with an adapter layer that converts the transcriptome embeddings into Mistral -compatible token-level embeddings), and we fine-tuned this LLM to produce the matched answers. The resulting fine-tuned LLM responds to freetext questions and engages in natural-language chats about cells and their biological functions, gene-regulatory mechanisms, and other biological processes that can be linked to transcriptional cell states."", ""CellWhisperer captures and describes diverse cell properties via zero-shot classification and text generation""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002105_966eaaaee764.docling.json,3f5c60433db11e9b535f3e400625b4e977f5add5919ef6734b5dccd7005a204c,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002105_966eaaaee764.md,7ccf0b5f0888f1388a874a953b598967d2a4cc908a82e90ee2d1c3f88e2b5679,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002105_966eaaaee764/figures_manifest.json,faccc0b0cde2a46dabd6137506a3cb31435e52cc5472158dc82c8b440ffe2807,8,8,8,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002243,rec_002243,"Human Genome Book:Words,Sentences and Paragraphs",10.1101/2025.01.23.634629,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002243.pdf,c5ed5eefbb30c81afcca11bbb784ab146e14c48e3114766dca751926efef33c7,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002243.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Research Article"", ""Human Genome Book: Words, Sentences and Paragraphs"", ""Liang Wang 1"", ""Corresponding author:"", ""1. Introduction"", ""2. Materials and methods"", ""2.1. Overview of the Genome Book Construction Process"", ""1. Construction of the Pre-trained Model gpt2-gene-eng"", ""2.2. Pretrained model"", ""DNA Sequence Data"", ""Protein Sequence Data"", ""Natural Language Data"", ""2.3. Finetune model with multilingual transfer ability"", ""2.4. Text Segmentation Model"", ""1. Direct Prediction of Paragraph Markers"", ""2. Binary Classification Problem"", ""Training Data""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002243_2c739b46e03e.docling.json,667fc6626fb6ad4357c8c14be89601adc6dc28020decb073f72995f1364637c6,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002243_2c739b46e03e.md,e2a04a094321c0349ca5e182c611d5d764e9b893ac4daaf42d5625908ae942f9,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002243_2c739b46e03e/figures_manifest.json,0ccdc4b9402f1fd84162e9188261e3327f1ae5c9b998ea8b7e9bf9d82f045d61,5,5,5,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002304,rec_002304,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002304.pdf,9b10f7ca2de7b13f91f02c1dcf30d3ace515431977b60ee39c0ab2ed70a7a5c6,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002304.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": true, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation"", ""Abstract"", ""1. Background:"", ""2. Results:""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002304_0f15beb21c49.docling.json,5b5ce6f130fe095e7a84d51602bd2aa076752c7d93b55f811c04bd2c52f7d8f9,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002304_0f15beb21c49.md,e1dc9253fa584a9e002591575cf695e4e2e7e48dd3625a6bcb4180a5aebf88d5,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002304_0f15beb21c49/figures_manifest.json,19de2902112b355a96f67e534a6d1897565de452833ce084eb7f615aca474d5d,12,12,12,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002327,rec_002327,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002327.pdf,224f17a012c70ed6b7cc9e5f57eff9035710cd3daa6ad9de2d547d737b6235a9,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002327.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""OmniNA: A foundation model for nucleotide sequences"", ""Abstract"", ""Introduction"", ""Methods Data processing for OmniNA pre-training"", ""Model architecture and pre-training"", ""Evaluation of OmniNA's generation ability"", ""Feature representation extraction from the pre-trained model"", ""Description of the downstream tasks"", ""Apply the model for multi-task fine-tuning"", ""Benchmark OmniNA with task-specific deep learning methods""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002327_accd0e8b6545.docling.json,7c2bdb4d111426662599370266b71c057dbac9a44f858b7ff92e5bd67e67a070,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002327_accd0e8b6545.md,2f675768d710d7499e2f21187c5068229abe080c23d5bfd9e3c719ef74f8ee48,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002327_accd0e8b6545/figures_manifest.json,fbb3b446a42026a701837a5600fee6c458b52a50eca0a9b6bb25fd0bca022037,5,5,5,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_002517,rec_002517,ChatCell: Facilitating Single-Cell Analysis with Natural Language,10.48550/arXiv.2402.08303,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002517.pdf,38f83ae62bbe22a2283c9c26625baab4dd0d4814e2b52978123074464505ec43,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_002517.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""CHATCELL: Facilitating Single-Cell Analysis with Natural Language"", ""Abstract"", ""1 Introduction"", ""2 Related Work"", ""3 Methodology"", ""3.1 Overview of CHATCELL"", ""3.2 Translation Between scRNA-seq Data and Cell Sentence"", ""Algorithm 1 Vocabulary Adaptation""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_002517_46d135b6aad4.docling.json,dfdc8294cb825dac056c1334f13a3b2ece6f48a29f7f5c50536335a3d06a2cc0,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_002517_46d135b6aad4.md,8a5afba58986107771447dbece36ec6612e110f16c9c50b68c679a682bf0b10c,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_002517_46d135b6aad4/figures_manifest.json,39c328b98f27bd2deddac55001a54cad03e6afc3cfd198854c5e325be77da6ee,10,10,8,2,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_003008,rec_003008,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003008.pdf,f3061e2dae25e4ba4ce240a459de71f6a45088dd09b00233ae5a438836acb8f0,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003008.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning"", ""Abstract"", ""1 Introduction"", ""2 Results"", ""2.1 BFT overview"", ""2.2 Ablation study"", ""2.3 BFT enhances the outputs of LLMs"", ""2.3.1 Medicine: BFT performs well on the OpenAI Health Bench"", ""2.3.2 General area: reducing forgetfulness"", ""2.3.3 Biology: BFT improves reasoning about biological processes""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003008_6a0122710a41.docling.json,2b62b4e9baa0e724e0902b4fc88517e97a4e93ef6a566391b6acb6ce413e7774,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003008_6a0122710a41.md,47aa89dbc68d91e0e98856888708fd52f7533395f9baed412cdb5487a0a0d5a9,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_003008_6a0122710a41/figures_manifest.json,cad28a9e200a7dfd1f7d48b22d6d94bee94f46268f88f1882bca2b0e28029fa2,9,9,9,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_003043,rec_003043,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003043.pdf,011912e0c3bc0a7cad363b4822214998746c3f1118f35af159faffcd0513ad79,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003043.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""Geneverse: A Collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research"", ""Tianyu Liu"", ""Hongyu Zhao *"", ""Abstract"", ""1 Introduction"", ""2 Related Work"", ""2.1 LLMs and MLLMs for general purpose"", ""2.2 LLMs and MLLMs for biomedical research"", ""3 Methods"", ""3.1 Problem statement"", ""3.2 Overview of Geneverse"", ""3.3 Supervised finetuning process of LLM"", ""3.4 Supervised finetuning process of MLLM"", ""3.5 Post-processing steps"", ""3.6 Evaluation"", ""4 Results"", ""4.1 Benchmarking LLMs for summarizing of gene functions""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003043_460a3d629653.docling.json,e187f5bad0a0a1b6e3c14d86adbb0906d2111c087561666ae54f09cf68d5d314,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003043_460a3d629653.md,0f0b1ece67f47d49aae2bf08b5014de6d16cdcd51d6512755b36fb4ff78a747a,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_003043_460a3d629653/figures_manifest.json,72881772fff29177eef8aa92c6bfeeef4e962ce652173ead84e608879d05d6f0,11,11,8,3,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_003131,rec_003131,Gp-gpt: Large language model for gene-phenotype mapping,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003131.pdf,f7e4e25b92d5a5f1c3e2ea458c52ce687a0d0e3fa2afe6c8a7a7ca36771ad32c,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003131.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""GP-GPT: Large Language Model for Gene-Phenotype Mapping"", ""Abstract"", ""1 Introduction"", ""2 Related Work"", ""2.1 Language models for Knowledge Embedding and Relation Extraction"", ""2.2 Instruction Fine-tuning and Parameter efficient Training"", ""2.3 Language Model Applications in Bioinformatics"", ""2.4 Mapping of Genotypes and Phenotypes""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003131_25f480721b1e.docling.json,49a18f2d701df41ade02823c42fbddc8ddcbaf52cb99ad538dd7c2849603f55d,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003131_25f480721b1e.md,4fd5a6239043c1a25fbed6c78928138b5b6de775402989cf36c9391528ed4606,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_003131_25f480721b1e/figures_manifest.json,a153a3eca62171c33785cfb40eca5ea7cfe432964000411122b1af21d37c4e32,10,10,10,0,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
full_2026-07-06__rec_003188,rec_003188,Multimodal Cell Context Instruction Tuning for Conditional DNA Regulatory Sequence Generation with Large Language Models,,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003188.pdf,f7296982840b6a65edd9f0267144e9689f2a891c24fee108909b95221cdf43e1,pdf,/Users/bogdan.didenko/lpnu/review/data/source_pdf_recovery_52_2026-07-29/canonical_pdfs/full_2026-07-06__rec_003188.pdf,complete,verified,"{""status"": ""verified"", ""doi_match"": false, ""exact_normalized_title_in_first_20000_chars"": true, ""best_heading_title_similarity"": 1.0, ""title_token_coverage_in_first_20000_chars"": 1.0, ""front_heading_candidates"": [""HHS Public Access"", ""MULTIMODAL CELL CONTEXT INSTRUCTION TUNING FOR CONDITIONAL DNA REGULATORY SEQUENCE GENERATION WITH LARGE LANGUAGE MODELS"", ""Abstract"", ""Index Terms"", ""1. INTRODUCTION"", ""2.  METHODOLOGY"", ""2.1. Multimodal Promoter-Enhancer Generation"", ""2.2. Multimodal Cell Context Instruction Tuning"", ""2.3. Training and Generation"", ""3. EXPERIMENTS AND RESULTS"", ""3.1. Experimental Setup"", ""3.2. Implementation Details"", ""3.3. Evaluation Protocols"", ""3.4. Results"", ""Multimodal Cellular Context Tuning Enables Biologically Plausible Enhancer""]}",native_docling_vlm_full_conversion,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/documents/full_2026_07_06_rec_003188_07429b15f6f8.docling.json,f8148eaa4ba7d064efab7d369a8ef06334c4095ba55762c941fdeeb171b0d2c8,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/markdown/full_2026_07_06_rec_003188_07429b15f6f8.md,0b36a1878167ef46574bc4c1e55712f8d862b0b757459c8b35ccd28cf59eee70,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/figures/full_2026_07_06_rec_003188_07429b15f6f8/figures_manifest.json,4b5e25cf693a3c690790547292dd5dfc86b832ee4fb1eea40d3dca10a5c4f8a5,4,4,3,1,,not_generated: no-limit VLM profile intentionally skips HybridChunker; derive a RAG chunk view separately when a retrieval token budget is explicitly chosen,openai-api,gpt-5.5,0.0,,2,data/living_catalog/taxonomy_rerun_preflight_2026-08-12/baseline_vlm_profiles/manifests/canonical_docling_profile_manifest.csv
