cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1,nemotron_current_rep2_partial
1695,The risks of cholera importation and the forecasting system in epidemiological surveillance in the RF,10.17816/eid642149,,,,,2025.0,Epidemiology and Infectious Diseases,"The purpose of the study – to determine the effectiveness of proactive epidemiological surveillance of cholera on the territory of the Russian Federation in 2023-2024. 
Materials and methods. A risk-based approach based on the systematization of official information on the global incidence of cholera was used: Weekly Epidemiological Record of WHO; official and regional websites of WHO; Internet resources: ProMED-mail post; ECDC and other sources. The work was guided by the administrative documents of the Federal Service for Supervision of Consumer Rights Protection and Human Welfare in 2023-2024, and used materials from the operational epidemiological analysis of the reference centre for cholera monitoring on the territory of the Russian Federation. Genome-wide sequencing and genome assembly were performed on the MiSeq (Illumina) platform, genetic determinants were identified in WGSs using the BioEdit 7.2.5 and BLASTN 2.2.29 programs. Statistical processing of the obtained results was performed using a computer program (StatSoft STATISTICA 6.1.478 Russian). 
Results. The analysis of an array of data on the incidence of cholera in the world is carried out, a realistic forecast of the probability of cholera importation risks to the Russian Federation in 2023 is given. The anti-epidemic readiness of the bodies and organizations of Rospotrebnadzor and the Ministry of Health of the Russian Federation was checked, an operational response was carried out to two cases of cholera importation to the Tambov region and the city of Moscow from India in 2023 with their timely decoding, including genomic and phylogenetic characteristics of pathogens. Foci of infection have been localized and eliminated, and its spread was prevented. Cholera was monitored on the territory of the Russian Federation in 2024. Measures were taken to minimize the risks of importation and spread of this infection. 
Conclusion. Based on the analysis of the monitoring results for 2023-2024, the effectiveness of the system of proactive epidemiological surveillance based on early detection of cholera importation risks or their precursors, on forecasting, on prompt response in case of cholera epidemic complications and on control of facilities and factors contributing to the possible spread of infection has been proved. The stability of the epidemiological situation of cholera in the Russian Federation has been ensured.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE,UNCERTAIN,EXCLUDE
1701,Comprehensive exploration of multi-modal and multi-branch imaging markers for autism diagnosis and interpretation: insights from an advanced deep learning model.,10.1093/cercor/bhad521,,38220572.0,,,2024.0,Cerebral Cortex,"Abstract
               Autism spectrum disorder is a complex neurodevelopmental condition with diverse genetic and brain involvement. Despite magnetic resonance imaging advances, autism spectrum disorder diagnosis and understanding its neurogenetic factors remain challenging. We propose a dual-branch graph neural network that effectively extracts and fuses features from bimodalities, achieving 73.9% diagnostic accuracy. To explain the mechanism distinguishing autism spectrum disorder from healthy controls, we establish a perturbation model for brain imaging markers and perform a neuro-transcriptomic joint analysis using partial least squares regression and enrichment to identify potential genetic biomarkers. The perturbation model identifies brain imaging markers related to structural magnetic resonance imaging in the frontal, temporal, parietal, and occipital lobes, while functional magnetic resonance imaging markers primarily reside in the frontal, temporal, occipital lobes, and cerebellum. The neuro-transcriptomic joint analysis highlights genes associated with biological processes, such as “presynapse,” “behavior,” and “modulation of chemical synaptic transmission” in autism spectrum disorder’s brain development. Different magnetic resonance imaging modalities offer complementary information for autism spectrum disorder diagnosis. Our dual-branch graph neural network achieves high accuracy and identifies abnormal brain regions and the neuro-transcriptomic analysis uncovers important genetic biomarkers. Overall, our study presents an effective approach for assisting in autism spectrum disorder diagnosis and identifying genetic biomarkers, showing potential for enhancing the diagnosis and treatment of this condition.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
1713,Investigation of machine learning algorithms for taxonomic classification of marine metagenomes,10.1128/spectrum.05237-22,,37695074.0,,https://doi.org/10.1128/spectrum.05237-22,2023.0,Microbiology spectrum,"ABSTRACT Microbial communities play key roles in ocean ecosystems through regulation of biogeochemical processes such as carbon and nutrient cycling, food web dynamics, and gut microbiomes of invertebrates, fish, reptiles, and mammals. Assessments of marine microbial diversity are therefore critical to understanding spatiotemporal variations in microbial community structure and function in ocean ecosystems. With recent advances in DNA shotgun sequencing for metagenome samples and computational analysis, it is now possible to access the taxonomic and genomic content of ocean microbial communities to study their structural patterns, diversity, and functional potential. However, existing taxonomic classification tools depend upon manually curated phylogenetic trees, which can create inaccuracies in metagenomes from less well-characterized communities, such as from ocean water. Herein, we explore the utility of deep learning tools—DeepMicrobes and a novel Residual Network architecture—that leverage natural language processing and convolutional neural network architectures to map input sequence data (k-mers) to output labels (taxonomic groups) without reliance on a curated taxonomic tree. We trained both models using metagenomic reads simulated from marine microbial genomes in the MarRef database. The performance of both models (accuracy, precision, and percent microbe predicted) was compared with the standard taxonomic classification tool Kraken2 using 10 complex metagenomic data sets simulated from MarRef. Our results demonstrate that time, compute power, and microbial genomic diversity still pose challenges for machine learning (ML). Moreover, our results suggest that high genome coverage and rectification of class imbalance are prerequisites for a well-trained model, and therefore should be a major consideration in future ML work. IMPORTANCE Taxonomic profiling of microbial communities is essential to model microbial interactions and inform habitat conservation. This work develops approaches in constructing training/testing data sets from publicly available marine metagenomes and evaluates the performance of machine learning (ML) approaches in read-based taxonomic classification of marine metagenomes. Predictions from two models are used to test accuracy in metagenomic classification and to guide improvements in ML approaches. Our study provides insights on the methods, results, and challenges of deep learning on marine microbial metagenomic data sets. Future machine learning approaches can be improved by rectifying genome coverage and class imbalance in the training data sets, developing alternative models, and increasing the accessibility of computational resources for model training and refinement. Taxonomic profiling of microbial communities is essential to model microbial interactions and inform habitat conservation. This work develops approaches in constructing training/testing data sets from publicly available marine metagenomes and evaluates the performance of machine learning (ML) approaches in read-based taxonomic classification of marine metagenomes. Predictions from two models are used to test accuracy in metagenomic classification and to guide improvements in ML approaches. Our study provides insights on the methods, results, and challenges of deep learning on marine microbial metagenomic data sets. Future machine learning approaches can be improved by rectifying genome coverage and class imbalance in the training data sets, developing alternative models, and increasing the accessibility of computational resources for model training and refinement.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,UNCERTAIN
1715,Interpreting Attention Mechanisms in Genomic Transformer Models: A Framework for Biological Insights,10.1101/2025.06.26.661544,,,,,2025.0,bioRxiv,"Abstract
                Transformer models have shown strong performance on biological sequence prediction tasks, but the interpretability of their internal mechanisms remains underexplored. Given their application in biomedical research, understanding the mechanisms behind these models’ predictions is crucial for their widespread adoption. We introduce a method to interpret attention heads in genomic transformers by correlating per-token attention scores with curated biological annotations, and we use GPT-4 to summarize each head’s focus. Applying this to DNABERT, Nucleotide Transformer, and scGPT, we find that attention heads learn biologically meaningful associations during self-supervised pre-training and that these associations shift with fine-tuning. We show that interpretability varies with tokenization scheme, and that context-dependence plays a key role in head behaviour. Through ablation, we demonstrate that heads strongly associated with biological features are more important for task performance than uninformative heads in the same layers. In DNABERT trained for TATA promoter prediction, we observe heads with positive and negative associations reflecting positive and negative learning dynamics. Our results offer a framework to trace how biological features are learned from random initialization to pre-training to fine-tuning, enabling insight into how genomic foundation models represent nucleotides, genes, and cells.","['google_scholar', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
1718,"Comparison of digital pathology AI models, genomics classifier, and clinical variables in predicting progression free survival in TCGA prostate data set.",10.1200/jco.2025.43.5_suppl.335,,,,,2025.0,Journal of Clinical Oncology,"335
 
 
 Background:
 Recent advances in AI have brought innovation to digital pathology problems with H&E whole slide images (WSI). Though some digital pathology AI (DPAI) models have been developed for survival analysis with TCGA data, there is a lack of understanding as to how DPAI models predict progression free survival (PFS) in the TCGA prostate dataset (PRAD). Nor is there a comprehensive comparison of DPAI models versus genomic or clinical models. Batch effects were also ignored in prior works.
 Methods:
 PRAD contains 392 patients with WSI and clinical data. WSI batch effect was first evaluated with HistoQC (1). We trained 4 different DPAIs to predict PFS in five-fold cross-validation (CV), controlling for the batch effects in the data splits. Such CV was repeated five times under different random splits. Each model’s performance was evaluated with mean C-index, whose confidence interval (CI) was approximated by the second smallest to the second largest value from the 25 splits. The same evaluation was used for the clinical or genomic model trained with regularized Cox regression. The clinical-only model used variables of age, Gleason group, and adverse pathology features. The genomic model was trained using expression of five prognostic genes from Mou et al. 2022. Multi-modal models using clinical variables with expression and/or DPAI features were evaluated in the same way.
 Results:
 Substantial WSI batch effects were discovered across the PRAD dataset; we excluded 9 patients whose WSIs were generated with a distinct scanner. With the remaining 383 patients, the clinical-only model achieved a mean C-index of 0.73 (0.63, 0.84) in the cross-validations, compared to that of 0.72 (0.58, 0.88) by the expression-only model. The clinical-genomic model achieved a better performance of 0.79 (0.65, 0.90). Among the DPAI models, CLAM attention model (2) initialized under the UNI foundation model (3) achieved best mean C-index of 0.68 (0.57, 0.82). Combining this DPAI model with clinical variables achieved a modestly larger C-index of 0.71 (0.59, 0.83). Interestingly, adding gene expression to this multi-modal model didn’t further improve performance. We also observed that ignoring batch effects during data-splitting consistently worsens performance.
 Conclusions:
 To the best of our knowledge, this is the first deep dive into PFS prediction on PRAD comparing DPAI with clinical or expression-based models. All modalities of data yielded similar C-indices with overlapping CIs, while the clinical-genomic model performed best. Controlling batch effects is important for DPAI models; future research is needed to explore if batch effect correction on WSI can bring DPAI’s performance closer to clinical-genomic models. Larger sample size is needed to adequately compare data modalities or build proper multi-modality models. 1. Janowczyk et al. 2019. 2. Lu, et al. 2020. 3. Chen, et al. 2023.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
1727,Correction to: Multimodal deep learning methods enhance genomic prediction of wheat breeding,10.1093/g3journal/jkad081,,37052356.0,,https://academic.oup.com/g3journal/advance-article-pdf/doi/10.1093/g3journal/jkad081/49879423/jkad081.pdf,2023.0,G3,"© The Author(s) 2023. Published by Oxford University Press on behalf of The Genetics Society of America. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited. This is a correction to: Abelardo Montesinos-López, Carolina Rivera, Francisco Pinto, Francisco Piñera, David Gonzalez, Mathew Reynolds, Paulino Pérez-Rodríguez, Huihui Li, Osval A Montesinos-López, Jose Crossa, Multimodal deep learning methods enhance genomic prediction of wheat breeding, G3 Genes|Genomes|Genetics, Volume 13, Issue 5, May 2023, jkad045, https://doi.org/10.1093/g3journal/jkad045",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
1739,Use of neural networks in the problems of operation and repair of rolling stock of electric transport,10.33042/2079-424x-2020-2-58-10-12,,,,https://doi.org/10.33042/2079-424x-2020-2-58-10-12,2020.0,,"Deep neural networks have achieved great success in controlled learning problems, and MIL as a typical poorly controlled learning method is effective for many applications in computer vision, biometrics, natural language processing, etc. In this article, we review several neural networks with multiple instances ( MINN), which neural networks seek to solve MIL problems. MINNs perform MILs in the end, which take bags with different numbers of instances as input and directly output the tags of the bags. All parameters in MINN can be optimized by back propagation. In addition to revising old MINNs, we offer a new type of MINN for exploring bag representations, which differs from existing MINNs that focus on the evaluation of an instance label. In addition, recent tricks developed in deep learning have been studied in MINN; we find that deep supervision is effective for a better understanding of bag views. In experiments, the proposed MINNs achieve the most advanced or competitive performance on several MIL tests. Moreover, for testing and learning it is very fast, for example, it takes only 0.0.0 03 s to predict the bag and a few seconds to learn on the MIL datasets on a moderate processor.
Initially, several instances (MILs) were proposed to predict bounce activity [1]. Now it is widely applied to many domains and is an important problem in computer training. Many multimedia data have a multiplier (MI) structure; For example, a text article contains several paragraphs, the image can be divided into several local areas, and gene expression data contains several genes. MIL is useful for processing and understanding MI data.
Studying multiple instances is a type of weak controlled learning (WSL). Each sample is executed in the form of labeled data, which consist of a wide variety of instances associated with the functions of input. The purpose of MIL in the dual task is to prepare a classifier for prediction of test packet labels, based on the assumption that there is a positive packet and contains at least one positive instance, while the data is negative if it consists only of negative instances.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
1740,"Crucial Role of Foxp3 Gene Expression and Mutation in Systemic Lupus Erythematosus, Inferred from Computational and Experimental Approaches",10.3390/diagnostics13223442,,37998578.0,,https://www.mdpi.com/2075-4418/13/22/3442/pdf?version=1699954494,2023.0,Diagnostics,"The impaired suppressive function of regulatory T cells is well-understood in systemic lupus erythematosus. This is likely due to changes in Foxp3 expression that are crucial for regulatory T-cell stability and function. There are a few reports on the correlation between the Foxp3 altered expression level and single-nucleotide polymorphisms within the Foxp3 locus. Moreover, some studies showed the importance of Foxp3 expression in the same diseases. Therefore, to explore the possible effects of single-nucleotide polymorphisms, here, we evaluated the association of IVS9+459/rs2280883 (T>C) and −2383/rs3761549 (C>T) Foxp3 polymorphisms with systemic lupus erythematosus. Moreover, through machine-learning and deep-learning methods, we assessed the connection of the expression level of the gene with the disease. Single-nucleotide polymorphisms of Foxp3 (IVS9+459/rs2280883 (T>C) and −2383/rs3761549 (C>T)) were, respectively, genotyped using allele-specific PCR and direct sequencing and polymerase chain reaction-restriction fragment length polymorphism, in 199 systemic lupus erythematosus patients and 206 healthy age- and sex-matched controls. The Statistical Package for the Social Sciences version 19 and Fisher’s exact and chi-square tests were used to analyze the data. Moreover, six machine-learning models and two sequential deep-learning models were designed to classify patients from normal people in the E-MTAB-11191 dataset through the expression level of Foxp3 and its correlated genes. The allele and genotype frequencies of both polymorphisms in question were found to be significantly associated with an increased risk of systemic lupus erythematosus. Furthermore, both of the two single-nucleotide polymorphisms were associated with some systemic-lupus-erythematosus-related risk factors. Three SVM models and the logistic regression model showed an 81% accuracy in classification problems. In addition, the first deep-learning model showed an 83% and 89% accuracy for the training and validation data, respectively, while the second model had an 85% and 79% accuracy for the training and validation datasets. In this study, we are prompted to represent the predisposing loci for systemic lupus erythematosus pathogenesis and strived to provide evidence-based support to the application of machine learning for the identification of systemic lupus erythematosus. It is predicted that the recruiting of machine-learning algorithms with the simultaneous measurement of the applied single nucleotide polymorphisms will increased the diagnostic accuracy of systemic lupus erythematosus, which will be very helpful in providing sufficient predictive value about individual subjects with systemic lupus erythematosus.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
1741,Titans: Learning to Memorize at Test Time,10.48550/arXiv.2501.00663,,,2501.00663,,2024.0,arXiv.org,"Over more than a decade there has been an extensive research effort on how to effectively utilize recurrent models and attention. While recurrent models aim to compress the data into a fixed-size memory (called hidden state), attention allows attending to the entire context window, capturing the direct dependencies of all tokens. This more accurate modeling of dependencies, however, comes with a quadratic cost, limiting the model to a fixed-length context. We present a new neural long-term memory module that learns to memorize historical context and helps attention to attend to the current context while utilizing long past information. We show that this neural memory has the advantage of fast parallelizable training while maintaining a fast inference. From a memory perspective, we argue that attention due to its limited context but accurate dependency modeling performs as a short-term memory, while neural memory due to its ability to memorize the data, acts as a long-term, more persistent, memory. Based on these two modules, we introduce a new family of architectures, called Titans, and present three variants to address how one can effectively incorporate memory into this architecture. Our experimental results on language modeling, common-sense reasoning, genomics, and time series tasks show that Titans are more effective than Transformers and recent modern linear recurrent models. They further can effectively scale to larger than 2M context window size with higher accuracy in needle-in-haystack tasks compared to baselines.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
1745,Cell-o1: Training LLMs to Solve Single-Cell Reasoning Puzzles with Reinforcement Learning,10.48550/arXiv.2506.02911,,,2506.02911,,2025.0,arXiv.org,"Cell type annotation is a key task in analyzing the heterogeneity of single-cell RNA sequencing data. Although recent foundation models automate this process, they typically annotate cells independently, without considering batch-level cellular context or providing explanatory reasoning. In contrast, human experts often annotate distinct cell types for different cell clusters based on their domain knowledge. To mimic this workflow, we introduce the CellPuzzles task, where the objective is to assign unique cell types to a batch of cells. This benchmark spans diverse tissues, diseases, and donor conditions, and requires reasoning across the batch-level cellular context to ensure label uniqueness. We find that off-the-shelf large language models (LLMs) struggle on CellPuzzles, with the best baseline (OpenAI's o1) achieving only 19.0% batch-level accuracy. To fill this gap, we propose Cell-o1, a 7B LLM trained via supervised fine-tuning on distilled reasoning traces, followed by reinforcement learning with batch-level rewards. Cell-o1 achieves state-of-the-art performance, outperforming o1 by over 73% and generalizing well across contexts. Further analysis of training dynamics and reasoning behaviors provides insights into batch-level annotation performance and emergent expert-like reasoning. Code and data are available at https://github.com/ncbi-nlp/cell-o1.","['arxiv', 'google_scholar', 'semantic_scholar']",EXCLUDE,INCLUDE,INCLUDE,INCLUDE,INCLUDE,UNCERTAIN
1749,Biomedical informatics and machine learning for clinical genomics.,10.1093/hmg/ddy088,,29566172.0,,https://academic.oup.com/hmg/article-pdf/27/R1/R29/25087323/ddy088.pdf,2018.0,Human Molecular Genetics,"Diao JA(1)(2), Kohane IS(1), Manrai AK(1).",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE,UNCERTAIN,UNCERTAIN
1753,Celler:A Genomic Language Model for Long-Tailed Single-Cell Annotation,10.48550/arXiv.2504.00020,,,2504.00020,,2025.0,arXiv.org,"Recent breakthroughs in single-cell technology have ushered in unparalleled opportunities to decode the molecular intricacy of intricate biological systems, especially those linked to diseases unique to humans. However, these progressions have also ushered in novel obstacles-specifically, the efficient annotation of extensive, long-tailed single-cell data pertaining to disease conditions. To effectively surmount this challenge, we introduce Celler, a state-of-the-art generative pre-training model crafted specifically for the annotation of single-cell data. Celler incorporates two groundbreaking elements: First, we introduced the Gaussian Inflation (GInf) Loss function. By dynamically adjusting sample weights, GInf Loss significantly enhances the model's ability to learn from rare categories while reducing the risk of overfitting for common categories. Secondly, we introduce an innovative Hard Data Mining (HDM) strategy into the training process, specifically targeting the challenging-to-learn minority data samples, which significantly improved the model's predictive accuracy. Additionally, to further advance research in this field, we have constructed a large-scale single-cell dataset: Celler-75, which encompasses 40 million cells distributed across 80 human tissues and 75 specific diseases. This dataset provides critical support for comprehensively exploring the potential of single-cell technology in disease research. Our code is available at https://github.com/AI4science-ym/HiCeller.","['arxiv', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
1760,Embracing the era of neuromorphic computing,10.1088/1674-4926/42/1/010301,,,,,2021.0,Journal of Semiconductors,"In recent years, deep learning has made tremendous achievements in computer vision, natural language processing, man-machine games and so on, where artificial intelligence can reach or go beyond the level of human beings. However, behind so many glories, some serious challenges exist in the bottom hardware, hindering the further development of Artificial Intelligence. While the remarkable Moore’s Law becomes slower and computing consumption on von Neumann bottleneck can no longer be afforded, current accelerator chips are difficult to deal with demanding massive data, especially in some power-limited scenes. These significant challenges lead to a natural upsurge for exploring new computing paradigms, i.e. a computational scientific revolution[1]. Such computing paradigm is not expected to replace the von Neumann architecture that has worked well in the past, but forms an important compliment to the previous architecture that can no longer handle with more and more emerging computing problems and applications. e.g. those in big data and artificial intelligence. Candidates for the new computation paradigm include in-memory computing, quantum computing and neuromorphic computing, which can respectively solve some important problems more successfully than classical computing systems, although they have demonstrated only limited scope of application and accuracy to date. Among them, if we want to follow up the victory that deep learning has won and further build a general, efficient and brain-like intelligence, it is suggested to develop a paradigm of neuromorphic computing, which combines architecture, algorithms, circuits and devices tightly. From this view, deep learning is only a precursor to the approaching era of neuromorphic computing. It has been about three decades since Carver Mead got inspiration from human brain and first proposed the concept of neuromorphic computing[2]. It takes advantage of analog signals to imitate electrical properties of synapses and neurons as basic computing elements, and assembles them to functional systems following simplified brain operating rules. Our brains utilize spikes to transmit and process information, running on the edge of chaos, so they have incredibly rich computational dynamics, as well as powerful capabilities for spatiotemporal integration. Since the introduction of neuromorphic computing, many impressive exploratory works have been completed, like IBM’s TrueNorth[3] and Intel’s Loihi[4]. However, a research consensus has not been established regarding neuromorphic computing yet. From the device perspective, obviously synapses and neurons composed by multiple transistors are costly, which restricts further scaling up. Fortunately, some emerging devices such as memristors can imitate synapses and neurons directly with its inner physical dynamics in single cells, thus holding great prospect in neuromorphic hardware. These devices can be compatible with current semiconductor technology, and can be used for construction of both deep learning accelerators and neuromorphic computing systems (Fig. 1). From the algorithm perspective, spike-based neural network models are immature compared with state of the art artificial neural networks on existing benchmarks and tasks[5]. Nevertheless, it should be noticed that existing effective algorithms are all suitable for classic computing systems, and the advancement of neuromorphic computing necessitates its own algorithms and benchmarks. Thus, there is an incommensurable way between these two computing paradigms. Neuromorphic devices are memristive devices essentially that can change resistances through internal physical states and external electrical stimulations, which naturally correspond to synapses with adjustable weights. It has been proved that various emerging devices based on ion migration, phase transition, spin and ferroelectricity can obtain excellent modulation effects. For deep learning accelerators, ideal neuromorphic devices should have high state precision, low variation, long retention, linearity, as well as large dynamic range. However, current neuromorphic devices cannot combine all aspects of the abovementioned performances. For example, memristors based on ion migration have inevitable variations, and devices based on phase transition suffer from conductivity drift. In some interesting cases, these imperfections can be used as computing resource instead. The nonlinearity in conductance modulation can accelerate simulated annealing process in transiently chaotic neural network for the solution of various optimization problems[6]. Moreover, the stochasticity in devices conductance can be utilized as a random matrix in direct feedback alignment, reducing the training cost of neural networks (Fig. 1)[7]. For spike-driven neuromorphic computing involving the coding and representation of time information, neuromorphic devices should have capabilities to process sequential",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
1769,GeneBreaker: Jailbreak Attacks against DNA Language Models with Pathogenicity Guidance,10.48550/arXiv.2505.23839,,,2505.23839,,2025.0,arXiv.org,"DNA, encoding genetic instructions for almost all living organisms, fuels groundbreaking advances in genomics and synthetic biology. Recently, DNA Foundation Models have achieved success in designing synthetic functional DNA sequences, even whole genomes, but their susceptibility to jailbreaking remains underexplored, leading to potential concern of generating harmful sequences such as pathogens or toxin-producing genes. In this paper, we introduce GeneBreaker, the first framework to systematically evaluate jailbreak vulnerabilities of DNA foundation models. GeneBreaker employs (1) an LLM agent with customized bioinformatic tools to design high-homology, non-pathogenic jailbreaking prompts, (2) beam search guided by PathoLM and log-probability heuristics to steer generation toward pathogen-like sequences, and (3) a BLAST-based evaluation pipeline against a curated Human Pathogen Database (JailbreakDNABench) to detect successful jailbreaks. Evaluated on our JailbreakDNABench, GeneBreaker successfully jailbreaks the latest Evo series models across 6 viral categories consistently (up to 60\% Attack Success Rate for Evo2-40B). Further case studies on SARS-CoV-2 spike protein and HIV-1 envelope protein demonstrate the sequence and structural fidelity of jailbreak output, while evolutionary modeling of SARS-CoV-2 underscores biosecurity risks. Our findings also reveal that scaling DNA foundation models amplifies dual-use risks, motivating enhanced safety alignment and tracing mechanisms. Our code is at https://github.com/zaixizhang/GeneBreaker.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,INCLUDE
1771,"Abstract P1-03-16: Multimodal analyses of clinical, radiology, pathology and genomic information for enhanced prediction of response to neoadjuvant therapy in breast cancer",10.1158/1557-3265.sabcs24-p1-03-16,,,,,2025.0,Clinical Cancer Research,"Background: Neoadjuvant chemotherapy (NACT) is the standard of care for early-stage breast cancer patients (pts) with high-risk clinical features and pathologic complete response (pCR) is considered the best predictor of favorable long-term outcomes. We developed machine learning models to predict pCR from a series data modalities available at the time of diagnosis. We compared the predictive value of unimodal radiology, pathology, genomic, and clinical features, and their multimodal integration to improve pCR prediction. Methods: We analyzed a multimodal cohort of 1,192 early-stage breast cancer pts treated with NACT at Memorial Sloan Kettering (MSK) between 2014 and 2021. Clinicopathologic features including hormone receptor subtype, demographic information (self-reported race, age at diagnosis), grade and stage were collected and curated for all pts, and combined to build a logistic regression prediction model. Digital pathology whole-slide images (WSIs) from pre-NACT tumor biopsies were collected for 1,101 patients. We used a pre-trained transformer model and attention-based multiple instance learning (MIL) to predict pCR from H&E WSIs. Pre-NACT magnetic resonance imaging (MRI) exams, which included T2-weighted images, T1-weighted precontrast images and T1-weighted post-contrast images, were collected for 838 pts, and were used to build a deep learning (DL) model to predict pCR. Tumor biopsies and matched blood specimens from 315 pts underwent targeted DNA sequencing using the MSK-IMPACT platform, which identified mutations, copy number changes, and structural rearrangements in a selected panel of up to 505 cancer genes. These genomic features were combined using an elastic net regularized logistic regression model for pCR prediction. Multimodal integration was performed using existing methods, and results were compared for early and late fusion strategies. Predictive performance was measured by computing the area under the receiver-operator curve (AUC) metric. Results: Individual data modalities exhibited varying levels of predictive performance for different receptor subtypes. For example, clinical and pathology models performed better for HR+ subtypes, while the genomic prediction model outperformed the rest in the triple negative breast cancer (TNBC) set. Automated DL models using MRI inputs achieved moderate predictive performance on the HR+/HER2-, HR+/HER2+, and HR-/HER2+ subtypes. Subtype-specific models tended to outperform subtype-agnostic models trained in the larger, pan-subtype cohort. End-to-end DL pathology and radiology models that can be deployed and run automatically without human curation to predict pCR directly from images had comparable performance to clinical models using variables curated by expert pathologists and radiologists. Multimodal predictors combining the genomic data with the other three data modalities readily available at initial presentation exhibited the best overall predictive performance, but the gain in predictive performance was small and may not justify the increased requirements in terms of data acquisition and model complexity for certain receptor subtypes. Conclusions: Multimodal data can be incorporated into machine learning models for improved prediction of pCR to NACT in breast cancer. Additional work is needed to validate the clinical utility of these types of multimodal approaches, as well as to determine the most informative data modalities for each hormone receptor subtype and the subset of patients that are most likely to benefit from the use of these models. Automated workflows using DL pre-trained models may provide valuable clinical decision support, guiding escalation and de-escalation therapeutic and monitoring strategies to improve outcomes for pts with high-risk early breast cancer.
 Citation Format: Sarah Eskreis-Winkler, Francisco Sanchez Vega, Armaan Kohli, Enrico Moiso, Mirella Alto, Chris Fong, Doori Rose, Edaise M. Da Silva, Timothy Dalfonso, David Joon Ho, Anika Begum, Mehnaj Ahmed, Danny Martinez, Andrew Aukerman, Kevin Murphy, Julia An, Mathew Hanna, Jianjiong Gao, Yanis Tazi, Arfath Pasha, Katja Pinker-Domenig, Hong Zhang, Elizabeth Sutton, Sohrab Shah, Pedram Razavi. Multimodal analyses of clinical, radiology, pathology and genomic information for enhanced prediction of response to neoadjuvant therapy in breast cancer [abstract]. In: Proceedings of the San Antonio Breast Cancer Symposium 2024; 2024 Dec 10-13; San Antonio, TX. Philadelphia (PA): AACR; Clin Cancer Res 2025;31(12 Suppl):Abstract nr P1-03-16.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
