cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1
153,Multi-modal characterization of metabolic and immune gene clusters in adrenocortical carcinoma treatment.,10.1038/s41698-025-01092-4,,40968257.0,,,2025.0,NPJ precision oncology,"Adrenocortical carcinoma (ACC) is an uncommon and aggressive endocrine malignancy, characterized by limited therapeutic options and considerable variability in patient outcomes. The challenge is to combine the complex information of ACC with artificial intelligence (AI) and clinical and pathology data to achieve precision medicine and improve patient prognosis. We developed the Steroid-related Immune Score (SIS) using multi-modal analysis of genomics, digital pathology, and artificial intelligence and validated it in external datasets. In addition, we conducted single-cell RNA sequencing (scRNA-seq) of small samples and in vitro functional experiments. SIS delivered a stable performance with an AUC of 0.8 ± 0.01 in the ResNet50 and Vision Transformer-B16 models. We validated the best model in external ACC cohorts. Using Class Activation Maps (CAMs) technology revealed that SIS was associated with lymphocyte infiltration, establishing it as a new feature in addition to the Weiss scoring system. Patients in the high SIS group responded well to immunotherapy, while the low SIS group showed adaptability to hormone inhibition therapy. Single-cell RNA sequencing data revealed the relationship between the tumor microenvironment and drug resistance in ACC. In vitro functional assays demonstrated that elevated DHCR7 gene expression correlated with unfavorable prognosis and treatment sensitivity, identifying it as a prospective therapeutic target. Furthermore, there are similarities between the metabolic characteristics of ACC and schizophrenia, such as calcium and iron ion levels. Our multi-modal analysis comprehensively characterizes the immune microenvironment of ACC, emphasizing the synergistic regulation of metabolic and immune gene clusters that influence ACC patients' responses to immune and hormone therapies.","['pubmed', 'scopus', 'semantic_scholar', 'springernature']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
176,scELMo: Embeddings from Language Models are Good Learners for Single-cell Data Analysis.,10.1101/2023.12.07.569910,,40894586.0,,,2025.0,bioRxiv : the preprint server for biology,"Various Foundation Models (FMs) have been built based on the pre-training and fine-tuning framework to analyze single-cell data with different degrees of success. In this manuscript, we propose a method named scELMo (Single-cell Embedding from Language Models), to analyze single-cell data that utilizes Large Language Models (LLMs) as a generator for both the description of metadata information and the embeddings for such descriptions. We combine the embeddings from LLMs with the raw data under the zero-shot learning framework to further extend its function by using the fine-tuning framework to handle different tasks. We demonstrate that scELMo is capable of cell clustering, batch effect correction, and cell-type annotation without training a new model. Moreover, the fine-tuning framework of scELMo can help with more challenging tasks including in-silico treatment analysis or modeling perturbation. scELMo has a lighter structure and lower requirements for resources. Our method also outperforms recent large-scale FMs (such as scGPT [1], Geneformer [2]) and other LLM-based single-cell data analysis pipelines (such as GenePT [3] and GPTCelltype [4]) based on our evaluations, suggesting a promising path for developing domain-specific FMs.","['biorxiv_medrxiv', 'google_scholar', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,EXCLUDE
181,scOTM: A Deep Learning Framework for Predicting Single-Cell Perturbation Responses with Large Language Models.,10.3390/bioengineering12080884,,40868397.0,,,2025.0,"Bioengineering (Basel, Switzerland)","Modeling drug-induced transcriptional responses at the single-cell level is essential for advancing human healthcare, particularly in understanding disease mechanisms, assessing therapeutic efficacy, and anticipating adverse effects. However, existing approaches often impose a rigid constraint by enforcing pointwise alignment of latent representations to a standard normal prior, which limits expressiveness and results in biologically uninformative embeddings, especially in complex biological systems. Additionally, many methods inadequately address the challenges of unpaired data, typically relying on naive averaging strategies that ignore cell-type specificity and intercellular heterogeneity. To overcome these limitations, we propose scOTM, a deep learning framework designed to predict single-cell perturbation responses from unpaired data, focusing on generalization to unseen cell types. scOTM integrates prior biological knowledge of perturbations and cellular states, derived from large language models specialized for molecular and single-cell corpora. These informative representations are incorporated into a variational autoencoder with maximum mean discrepancy regularization, allowing flexible modeling of transcriptional shifts without imposing a strict constraint of alignment to a standard normal prior. scOTM further employs optimal transport to establish an efficient and interpretable mapping between control and perturbed distributions, effectively capturing the transcriptional shifts underlying response variation. Extensive experiments demonstrate that scOTM outperforms existing methods in predicting whole-transcriptome responses and identifying top differentially expressed genes. Furthermore, scOTM exhibits superior robustness in data-limited settings and strong generalization capabilities across cell types.","['google_scholar', 'pubmed', 'scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,INCLUDE,INCLUDE,EXCLUDE
214,"A generalized and efficient approach for complete mRNA design improves translation, stability and specificity.",10.1101/2025.06.17.659751,,40667082.0,,,2025.0,bioRxiv : the preprint server for biology,"End-to-end, machine-learning based design of mRNA molecules offers a powerful means to tailor their properties for specific tasks. mRNA expression level, immunogenicity, tissue specificity, stability, and localization, among others strongly depend on sequence, thus providing a rich set of properties amenable to optimization. Despite this potential, the various components of mRNA are governed by distinct grammatical and functional rules that hinder the development of a unified algorithmic approach for complete mRNA design. While machine learning and generative AI techniques demonstrate substantial benefits for individual sequence design tasks, adapting these tools to new domains or out-of-distribution tasks remains challenging. In this work, we describe a simple and powerful alteration to integrated gradients (",['pubmed'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
237,A multimodal fusion system predicting survival benefits of immune checkpoint inhibitors in unresectable hepatocellular carcinoma.,10.1038/s41698-025-00979-6,,40517171.0,,,2025.0,NPJ precision oncology,"Early identification of unresectable hepatocellular carcinoma (HCC) patients who may benefit from immune checkpoint inhibitors (ICIs) is crucial for optimizing outcomes. Here, we developed a multimodal fusion (MMF) system integrating CT-derived deep learning features and clinical data to predict overall survival (OS) and progression-free survival (PFS). Using retrospective multicenter data ( n  = 859), the MMF combining an ensemble deep learning (Ensemble-DL) model with clinical variables achieved strong external validation performance (C-index: OS = 0.74, PFS = 0.69), outperforming radiomics (29.8% OS improvement), mRECIST (27.6% OS improvement), clinical benchmarks (C-index: OS = 0.67, p  = 0.0011; PFS = 0.65, p  = 0.033), and Ensemble-DL (C-index: OS = 0.69, p  = 0.0028; PFS = 0.66, p  = 0.044). The MMF system effectively stratified patients across clinical subgroups and demonstrated interpretability through activation maps and radiomic correlations. Differential gene expression analysis revealed enrichment of the PI3K/Akt pathway in patients identified by the MMF system. The MMF system provides an interpretable, clinically applicable approach to guide personalized ICI treatment in unresectable HCC.","['pubmed', 'scopus', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
255,"Perceptions, Attitudes, and Concerns on Artificial Intelligence Applications in Patients with Cancer.",10.1177/10732748251343245,,40407404.0,,,2025.0,Cancer control : journal of the Moffitt Cancer Center,"IntroductionThe use of artificial intelligence (AI) in oncology has increased rapidly, transforming various healthcare areas such as pathology, radiology, diagnostics, prognosis, genomics, treatment planning, and clinical trials. However, perspectives, comfort levels, and concerns about AI in cancer care remain largely unexplored.Materials and MethodsThis prospective, descriptive cross-sectional survey study was conducted between May 20, 2024 and October 22, 2024, among 363 patients with cancer from two different hospitals affiliated with Ankara University, a tertiary care center in Türkiye. The survey included three distinct sections: (1) Perceptions: Patients' general views on AI's impact in oncology; (2) Attitudes: Comfort level with AI performing medical tasks; (3) Concerns: Specific fears related to AI implementation (eg, diagnostic errors, data privacy, healthcare costs). Survey responses were summarized descriptively, and differences by age, gender, and education were analyzed using chi-square tests.ResultsA majority (50.7%) believed AI would somewhat (32%) or significantly (18.7%) improve healthcare. However, one-third of patients (33.1%) were very uncomfortable with AI diagnosing cancer, with higher discomfort among less-educated participants (","['pubmed', 'scopus']",UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
287,A novel integrative multimodal classifier to enhance the diagnosis of Parkinson's disease.,10.1093/bib/bbaf088,,40062615.0,,,2025.0,Briefings in bioinformatics,"Parkinson's disease (PD) is a complex, progressive neurodegenerative disorder with high heterogeneity, making early diagnosis difficult. Early detection and intervention are crucial for slowing PD progression. Understanding PD's diverse pathways and mechanisms is key to advancing knowledge. Recent advances in noninvasive imaging and multi-omics technologies have provided valuable insights into PD's underlying causes and biological processes. However, integrating these diverse data sources remains challenging, especially when deriving meaningful low-level features that can serve as diagnostic indicators. This study developed and validated a novel integrative, multimodal predictive model for detecting PD based on features derived from multimodal data, including hematological information, proteomics, RNA sequencing, metabolomics, and dopamine transporter scan imaging, sourced from the Parkinson's Progression Markers Initiative. Several model architectures were investigated and evaluated, including support vector machine, eXtreme Gradient Boosting, fully connected neural networks with concatenation and joint modeling (FCNN_C and FCNN_JM), and a multimodal encoder-based model with multi-head cross-attention (MMT_CA). The MMT_CA model demonstrated superior predictive performance, achieving a balanced classification accuracy of 97.7%, thus highlighting its ability to capture and leverage cross-modality inter-dependencies to aid predictive analytics. Furthermore, feature importance analysis using SHapley Additive exPlanations not only identified crucial diagnostic biomarkers to inform the predictive models in this study but also holds potential for future research aimed at integrated functional analyses of PD from a multi-omics perspective, ultimately revealing targets required for precision medicine approaches to aid treatment of PD aimed at slowing down its progression.","['pubmed', 'scopus']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
292,Multimodal Nanoplasmonic and Fluorescence Imaging for Simultaneous Monitoring of Single-Cell Secretory and Intracellular Dynamics.,10.1002/advs.202415808,,40042114.0,,,2025.0,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Current imaging technologies are limited in their capability to simultaneously capture intracellular and extracellular dynamics in a spatially and temporally resolved manner. This study presents a multimodal imaging system that integrates nanoplasmonic sensing with multichannel fluorescence imaging to concomitantly analyze intracellular and extracellular processes in space and time at the single-cell level. Utilizing a highly sensitive gold nanohole array biosensor, the system provides label-free and real-time monitoring of extracellular secretion, while implementing nanoplasmonic-compatible multichannel fluorescence microscopy enables to visualize the interconnected intracellular activities. Combined with deep-learning-assisted image processing, this integrated approach allows multiparametric and simultaneous study of various cellular constituents in hundreds of individual cells with subcellular spatial and minute-level temporal resolution over extended periods of up to 20 h. The system's utility is demonstrated by characterizing a range of secreted biomolecules and fluorescence toolkits across three distinct applications: visualization of secretory behaviors along with subcellular organelles and metabolic processes, concurrent monitoring of protein expression and secretion, and assessment of cell cycle phases alongside their corresponding secretory profiles. By offering comprehensive insights, the multifunctional approach is expected to enhance holistic readouts of biological systems, facilitating new discoveries in both fundamental and translational sciences.","['pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
305,A multi-modal transformer for cell type-agnostic regulatory predictions.,10.1016/j.xgen.2025.100762,,39884279.0,,,2025.0,Cell genomics,"Sequence-based deep learning models have emerged as powerful tools for deciphering the cis-regulatory grammar of the human genome but cannot generalize to unobserved cellular contexts. Here, we present EpiBERT, a multi-modal transformer that learns generalizable representations of genomic sequence and cell type-specific chromatin accessibility through a masked accessibility-based pre-training objective. Following pre-training, EpiBERT can be fine-tuned for gene expression prediction, achieving accuracy comparable to the sequence-only Enformer model, while also being able to generalize to unobserved cell states. The learned representations are interpretable and useful for predicting chromatin accessibility quantitative trait loci (caQTLs), regulatory motifs, and enhancer-gene links. Our work represents a step toward improving the generalization of sequence-based deep neural networks in regulatory genomics.","['pubmed', 'scopus']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
323,EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics.,10.1186/s13059-024-03449-7,,39696471.0,,,2024.0,Genome biology,"{'h1': 'Abstract', 'p': 'The inherent similarities between natural language and biological sequences have inspired the use of large language models in genomics, but current models struggle to incorporate chromatin interactions or predict in unseen cellular contexts. To address this, we propose EpiGePT, a transformer-based model designed for predicting context-specific human epigenomic signals. By incorporating transcription factor activities and 3D genome interactions, EpiGePT outperforms existing methods in epigenomic signal prediction tasks, especially in cell-type-specific long-range interaction predictions and genetic variant impacts, advancing our understanding of gene regulation. A free online prediction service is available at http://health.tsinghua.edu.cn/epigept .'}","['pubmed', 'semantic_scholar', 'springernature']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
337,Toden-E: Topology-Based and Density-Based Ensembled Clustering for the Development of Super-PAG in Functional Genomics using PAG Network and LLM.,10.1101/2024.10.20.619308,,39484450.0,,,2024.0,bioRxiv : the preprint server for biology,"The integrative analysis of gene sets, networks, and pathways is pivotal for deciphering omics data in translational biomedical research. To significantly increase gene coverage and enhance the utility of pathways, annotated gene lists, and gene signatures from diverse sources, we introduced pathways, annotated gene lists, and gene signatures (PAGs) enriched with metadata to represent biological functions. Furthermore, we established PAG-PAG networks by leveraging gene member similarity and gene regulations. However, in practice, high similarity in functional descriptions or gene membership often leads to redundant PAGs, hindering the interpretation from a fuzzy enriched PAG list. In this study, we developed todenE (topology-based and density-based ensemble) clustering, pioneering in integrating topology-based and density-based clustering methods to detect PAG communities leveraging the PAG network and Large Language Models (LLM). In computational genomics annotation, the genes can be grouped/clustered through the gene relationships and gene functions via guilt by association. Similarly, PAGs can be grouped into higher-level clusters, forming concise functional representations called Super-PAGs. TodenE captures PAG-PAG similarity and encapsulates functional information through LLM, in characterizing network-based functional Super-PAGs. In synthetic data, we introduced a metric called the Disparity Index (DI), measuring the connectivity of gene neighbors to gauge clusterability. We compared multiple clustering algorithms to identify the best method for generating performance-driven clusters. In non-simulated data (Gene Ontology), by leveraging transfer learning and LLM, we formed a language-based similarity embedding. TodenE utilizes this embedding together with the topology-based embedding to generate putative Super-PAGs with superior performance in semantic and gene member inclusiveness.","['biorxiv_medrxiv', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
404,Multimodal Learning for Mapping the Genotype-Phenotype Dynamics.,10.21203/rs.3.rs-4355413/v1,,38798675.0,,,2024.0,Research square,"Abstract How complex phenotypes emerge from intricate gene expression patterns is a fundamental question in biology. Quantitative characterization of this relationship, however, is challenging due to the vast combinatorial possibilities and dynamic interplay between genotype and phenotype landscapes. Integrating high-content genotyping approaches such as single-cell RNA sequencing and advanced learning methods such as language models offers an opportunity for dissecting this complex relationship. Here, we present a computational integrated genetics framework designed to analyze and interpret the high-dimensional landscape of genotypes and their associated phenotypes simultaneously. We applied this approach to develop a multimodal foundation model to explore the genotype-phenotype relationship manifold for human transcriptomics at the cellular level. Analyzing this joint manifold showed a refined resolution of cellular heterogeneity, enhanced precision in phenotype annotating, and uncovered potential cross-tissue biomarkers that are undetectable through conventional gene expression analysis alone. Moreover, our results revealed that the gene networks are characterized by scale-free patterns and show context-dependent gene-gene interactions, both of which result in significant variations in the topology of the gene network, particularly evident during aging. Finally, utilizing contextualized embeddings, we investigated gene polyfunctionality which illustrates the multifaceted roles that genes play in different biological processes, and demonstrated that for VWF gene in endothelial cells. Overall, this study advances our understanding of the dynamic interplay between gene expression and phenotypic manifestation and demonstrates the potential of integrated genetics in uncovering new dimensions of cellular function and complexity.","['biorxiv_medrxiv', 'pubmed', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
406,Protocol to perform integrative analysis of high-dimensional single-cell multimodal data using an interpretable deep learning technique.,10.1016/j.xpro.2024.103066,,38748882.0,,,2024.0,STAR protocols,"The advent of single-cell multi-omics sequencing technology makes it possible for researchers to leverage multiple modalities for individual cells. Here, we present a protocol to perform integrative analysis of high-dimensional single-cell multimodal data using an interpretable deep learning technique called moETM. We describe steps for data preprocessing, multi-omics integration, inclusion of prior pathway knowledge, and cross-omics imputation. As a demonstration, we used the single-cell multi-omics data collected from bone marrow mononuclear cells (GSE194122) as in our original study. For complete details on the use and execution of this protocol, please refer to Zhou et al.","['pubmed', 'scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
418,BioNexusSentinel: a visual tool for bioregulatory network and cytohistological RNA-seq genetic expression profiling within the context of multicellular simulation research using ChatGPT-augmented software engineering.,10.1093/bioadv/vbae046,,38571784.0,,,2024.0,Bioinformatics advances,"Abstract Summary Motivated by the need to parameterize ongoing multicellular simulation research, this paper documents the culmination of a ChatGPT augmented software engineering cycle resulting in an integrated visual platform for efficient cytohistological RNA-seq and bioregulatory network exploration. As contrasted to other systems and synthetic biology tools, BioNexusSentinel was developed de novo to uniquely combine these features. Reactome served as the primary source of remotely accessible biological models, accessible using BioNexusSentinel’s novel search engine and REST API requests. The innovative, feature-rich gene expression profiler component was developed to enhance the exploratory experience for the researcher, culminating in the cytohistological RNA-seq explorer based on Human Protein Atlas data. A novel cytohistological classifier would be integrated via pre-processed analysis of the RNA-seq data via R statistical language, providing for useful analytical functionality and good performance for the end-user. Implications of the work span prospects for model orthogonality evaluations, gap identification in network modelling, prototyped automatic kinetics parameterization, and downstream simulation and cellular biological state analysis. This unique computational biology software engineering collaboration with generative natural language processing artificial intelligence was shown to enhance worker productivity, with evident benefits in terms of accelerating coding and machine-human intelligence transfer. Availability and implementation BioNexusSentinel project releases, with corresponding data and installation instructions, are available at https://github.com/RichardMatzko/BioNexusSentinel.","['pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
420,scGREAT: Transformer-based deep-language model for gene regulatory network inference from single-cell transcriptomics.,10.1016/j.isci.2024.109352,,38510148.0,,,2024.0,iScience,"Gene regulatory networks (GRNs) involve complex and multi-layer regulatory interactions between regulators and their target genes. Precise knowledge of GRNs is important in understanding cellular processes and molecular functions. Recent breakthroughs in single-cell sequencing technology made it possible to infer GRNs at single-cell level. Existing methods, however, are limited by expensive computations, and sometimes simplistic assumptions. To overcome these obstacles, we propose scGREAT, a framework to infer GRN using gene embeddings and transformer from single-cell transcriptomics. scGREAT starts by constructing gene expression and gene biotext dictionaries from scRNA-seq data and gene text information. The representation of TF gene pairs is learned through optimizing embedding space by transformer-based engine. Results illustrated scGREAT outperformed other contemporary methods on benchmarks. Besides, gene representations from scGREAT provide valuable gene regulation insights, and external validation on spatial transcriptomics illuminated the mechanism behind scGREAT annotation. Moreover, scGREAT identified several TF target regulations corroborated in studies.","['google_scholar', 'pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
426,PyComplexHeatmap: a Python package to visualize multimodal genomics data.,10.1002/imt2.115,,38454967.0,,,2023.0,iMeta,"Python has emerged as a robust programming language increasingly employed in genomics data analysis, largely due to its comprehensive deep learning libraries and proficiency in handling large-scale data, such as single-cell multi-omics datasets. Although Python has become a prominent data science ecosystem for bioinformatics, there remains a growing demand for advanced heatmap visualization and assembly tools, which are not sufficiently addressed by existing Python-based data visualization libraries. We present PyComplexHeatmap, an all-inclusive Python library for heatmap visualization, inspired by the ComplexHeatmap package currently available in R. PyComplexHeatmap is built upon the matplotlib library and features a versatile, modular interface that seamlessly integrates with other Python-based data science tools, such as Pandas, NumPy, and genomics tools, such as Scanpy, in a standard-compliant manner. This library caters to the requirements of exquisite rendering of multimodal matrix data, incorporating both textual and graphical annotations, thereby enabling efficient integrative analysis of multimodal data and associated metadata.",['pubmed'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
480,Nextflow Pipeline for Visium and H&E Data from Patient-Derived Xenograft Samples.,10.1101/2023.07.27.550727,,37546876.0,,,2023.0,bioRxiv : the preprint server for biology,"Highlights We have developed an automated data processing pipeline to quantify mouse and human data from patient-derived xenograft samples assayed by Visium spatial transcriptomics with matched hematoxylin and eosin (H&E) stained image. We enable deconvolution of reads with Xenome, quantification of spatial gene expression from host and graft species with Space Ranger, extraction of B-allele frequencies, and splicing quantification with Velocyto. In the H&E image processing sub-workflow, we generate morphometric and deep learning-derived feature quantifications complementary to the Visium spots, enabling multi-modal H&E/expression comparisons. We have wrapped the pipeline into Nextflow DSL2 in a scalable, portable, and easy-to-use framework. Summary We designed a Nextflow DSL2-based pipeline, Spatial Transcriptomics Quantification (STQ), for simultaneous processing of 10x Genomics Visium spatial transcriptomics data and a matched hematoxylin and eosin (H&E)-stained whole slide image (WSI), optimized for Patient-Derived Xenograft (PDX) cancer specimens. Our pipeline enables the classification of sequenced transcripts for deconvolving the mouse and human species and mapping the transcripts to reference transcriptomes. We align the H&E WSI with the spatial layout of the Visium slide and generate imaging and quantitative morphology features for each Visium spot. The pipeline design enables multiple analysis workflows, including single or dual reference genomes input and stand-alone image analysis. We showed the utility of our pipeline on a dataset from Visium profiling of four melanoma PDX samples. The clustering of Visium spots and clustering of imaging features of H&E data reveal similar patterns arising from the two data modalities.","['biorxiv_medrxiv', 'pubmed', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
484,Deep Neural Networks for Predicting Single-Cell Responses and Probability Landscapes.,10.1021/acssynbio.3c00203,,37467372.0,,,2023.0,ACS synthetic biology,"Engineering biology relies on the accurate prediction of cell responses. However, making these predictions is challenging for a variety of reasons, including the stochasticity of biochemical reactions, variability between cells, and incomplete information about underlying biological processes. Machine learning methods, which can model diverse input-output relationships without requiring",['pubmed'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
494,Transfer learning enables predictions in network biology.,10.1038/s41586-023-06139-9,,37258680.0,,,2023.0,Nature,"Mapping gene networks requires large amounts of transcriptomic data to learn the connections between genes, which impedes discoveries in settings with limited data, including rare diseases and diseases affecting clinically inaccessible tissues. Recently, transfer learning has revolutionized fields such as natural language understanding","['pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE,UNCERTAIN
515,"Identifying and Analyzing Topic Clusters in a Nutri-, Food-, and Diet-Proteomic Corpus Using Machine Reading.",10.3390/nu15020270,,36678141.0,,,2023.0,Nutrients,"Nutrition affects the early stages of disease development, but the mechanisms remain poorly understood. High-throughput proteomic methods are being used to generate data and information on the effects of nutrients, foods, and diets on health and disease processes. In this report, a novel machine reading pipeline was used to identify all articles and abstracts on proteomics, diet, food, and nutrition in humans. The resulting proteomic corpus was further analyzed to produce seven clusters of ""thematic"" content defined as documents that have similar word content. Examples of publications from several of these clusters were then described in a similar way to a typical descriptive review.","['pubmed', 'scopus']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
541,HIV viral transcription and immune perturbations in the CNS of people with HIV despite ART.,10.1172/jci.insight.160267,,35801589.0,,,2022.0,JCI insight,"People with HIV (PWH) on antiretroviral therapy (ART) experience elevated rates of neurological impairment, despite controlling for demographic factors and comorbidities, suggesting viral or neuroimmune etiologies for these deficits. Here, we apply multimodal and cross-compartmental single-cell analyses of paired cerebrospinal fluid (CSF) and peripheral blood in PWH and uninfected controls. We demonstrate that a subset of central memory CD4+ T cells in the CSF produced HIV-1 RNA, despite apparent systemic viral suppression, and that HIV-1-infected cells were more frequently found in the CSF than in the blood. Using cellular indexing of transcriptomes and epitopes by sequencing (CITE-seq), we show that the cell surface marker CD204 is a reliable marker for rare microglia-like cells in the CSF, which have been implicated in HIV neuropathogenesis, but which we did not find to contain HIV transcripts. Through a feature selection method for supervised deep learning of single-cell transcriptomes, we find that abnormal CD8+ T cell activation, rather than CD4+ T cell abnormalities, predominated in the CSF of PWH compared with controls. Overall, these findings suggest ongoing CNS viral persistence and compartmentalized CNS neuroimmune effects of HIV infection during ART and demonstrate the power of single-cell studies of CSF to better understand the CNS reservoir during HIV infection.","['pubmed', 'scopus', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE
546,GeMI: interactive interface for transformer-based Genomic Metadata Integration.,10.1093/database/baac036,,35657113.0,,,2022.0,Database : the journal of biological databases and curation,"Abstract The Gene Expression Omnibus (GEO) is a public archive containing >4 million digital samples from functional genomics experiments collected over almost two decades. The accompanying metadata describing the experiments suffer from redundancy, inconsistency and incompleteness due to the prevalence of free text and the lack of well-defined data formats and their validation. To remedy this situation, we created Genomic Metadata Integration (GeMI; http://gmql.eu/gemi/), a web application that learns to automatically extract structured metadata (in the form of key-value pairs) from the plain text descriptions of GEO experiments. The extracted information can then be indexed for structured search and used for various downstream data mining activities. GeMI works in continuous interaction with its users. The natural language processing transformer-based model at the core of our system is a fine-tuned version of the Generative Pre-trained Transformer 2 (GPT2) model that is able to learn continuously from the feedback of the users thanks to an active learning framework designed for the purpose. As a part of such a framework, a machine learning interpretation mechanism (that exploits saliency maps) allows the users to understand easily and quickly whether the predictions of the model are correct and improves the overall usability. GeMI’s ability to extract attributes not explicitly mentioned (such as sex, tissue type, cell type, ethnicity and disease) allows researchers to perform specific queries and classification of experiments, which was previously possible only after spending time and resources with tedious manual annotation. The usefulness of GeMI is demonstrated on practical research use cases. Database URL http://gmql.eu/gemi/","['pubmed', 'scopus', 'semantic_scholar']",EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,INCLUDE
576,Improving the Utility of Polygenic Risk Scores as a Biomarker for Alzheimer's Disease.,10.3390/cells10071627,,34209762.0,,,2021.0,Cells,"The treatment of complex and multifactorial diseases constitutes a big challenge in day-to-day clinical practice. As many parameters influence clinical phenotypes, accurate diagnosis and prompt therapeutic management is often difficult. Significant research and investment focuses on state-of-the-art genomic and metagenomic analyses in the burgeoning field of Precision (or Personalized) Medicine with genome-wide-association-studies (GWAS) helping in this direction by linking patient genotypes at specific polymorphic sites (single-nucleotide polymorphisms, SNPs) to the specific phenotype. The generation of polygenic risk scores (PRSs) is a relatively novel statistical method that associates the collective genotypes at many of a person’s SNPs to a trait or disease. As GWAS sample sizes increase, PRSs may become a powerful tool for prevention, early diagnosis and treatment. However, the complexity and multidimensionality of genetic and environmental contributions to phenotypes continue to pose significant challenges for the clinical, broad-scale use of PRSs. To improve the value of PRS measures, we propose a novel pipeline which might better utilize GWAS results and improve the utility of PRS when applied to Alzheimer’s Disease (AD), as a paradigm of multifactorial disease with existing large GWAS datasets that have not yet achieved significant clinical impact. We propose a refined approach for the construction of AD PRS improved by (1), taking into consideration the genetic loci where the SNPs are located, (2) evaluating the post-translational impact of SNPs on coding and non-coding regions by focusing on overlap with open chromatin data and SNPs that are expression quantitative trait loci (QTLs), and (3) scoring and annotating the severity of the associated clinical phenotype into the PRS. Open chromatin and eQTL data need to be carefully selected based on tissue/cell type of origin (e.g., brain, excitatory neurons). Applying such filters to traditional PRS on GWAS studies of complex diseases like AD, can produce a set of SNPs weighted according to our algorithm and a more useful PRS. Our proposed methodology may pave the way for new applications of genomic machine and deep learning pipelines to GWAS datasets in an effort to identify novel clinically useful genetic biomarkers for complex diseases like AD.","['pubmed', 'scopus', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
580,"Scalable, multimodal profiling of chromatin accessibility, gene expression and protein levels in single cells.",10.1038/s41587-021-00927-2,,34083792.0,,,2021.0,Nature biotechnology,"Recent technological advances have enabled massively parallel chromatin profiling with scATAC-seq (single-cell assay for transposase accessible chromatin by sequencing). Here we present ATAC with select antigen profiling by sequencing (ASAP-seq), a tool to simultaneously profile accessible chromatin and protein levels. Our approach pairs sparse scATAC-seq data with robust detection of hundreds of cell surface and intracellular protein markers and optional capture of mitochondrial DNA for clonal tracking, capturing three distinct modalities in single cells. ASAP-seq uses a bridging approach that repurposes antibody:oligonucleotide conjugates designed for existing technologies that pair protein measurements with single-cell RNA sequencing. Together with DOGMA-seq, an adaptation of CITE-seq (cellular indexing of transcriptomes and epitopes by sequencing) for measuring gene activity across the central dogma of gene regulation, we demonstrate the utility of systematic multi-omic profiling by revealing coordinated and distinct changes in chromatin, RNA and surface proteins during native hematopoietic differentiation and peripheral blood mononuclear cell stimulation and as a combinatorial decoder and reporter of multiplexed perturbations in primary T cells.","['pubmed', 'semantic_scholar']",UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
