"id","label","type","__class__","route_label","model_name","lifecycle_phase","task_or_configuration_verbatim","source_object_verbatim","source_object_normalized","source_modality_normalized","transformation_chain_verbatim","transformation_chain_normalized","model_visible_form_verbatim","carrier_family","carrier_subtype","insertion_or_fusion_verbatim","fusion_topology","text_role","input_status","evidence_quote","section_heading","supporting_figure_or_table","evidence_status","uncertainty","__provenance__","taxonomy_version","title","doi","input_routes"
"TaxonomyCodedRoute_12d9b0da51bacf86","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","FCD","scMIR","evaluation","cell type classification.","The FCD dataset consists of differential interference contrast (DIC) microscopy images related to hemoglobinopathies.","DIC microscopy images related to hemoglobinopathies","DIC microscopy","[]","[]","differential interference contrast (DIC) microscopy images","visual_raster_carrier","raw_slide_or_patch_input","","unclear","no_text_on_this_route","actual_model_input","The FCD dataset consists of differential interference contrast (DIC) microscopy images","MATERIALS AND METHODS","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [75], ""pages"": [34, 35], ""refs"": [""#/texts/274"", ""#/texts/275""], ""spans"": [{""chunk"": 75, ""start"": 127, ""end"": 244}]}","","","",""
"TaxonomyCodedRoute_554e3c889c8a1bf3","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Raabin","scMIR","evaluation","cell type classification","Raabin is a bright-field microscopy dataset acquired from approximately 73 peripheral blood smear images","Raabin peripheral blood smear microscopy dataset","bright-field microscopy image","[]","[]","images of neutrophils, eosinophils, basophils, lymphocytes, and monocytes","visual_raster_carrier","raw_slide_or_patch_input","images","unclear","no_text_on_this_route","actual_model_input","It includes images of neutrophils, eosinophils, basophils, lymphocytes, and monocytes.","MATERIALS AND METHODS","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [1, 70, 71, 75], ""pages"": [1, 2, 33, 34, 35], ""refs"": [""#/texts/8"", ""#/texts/9"", ""#/texts/264"", ""#/texts/266"", ""#/texts/274"", ""#/texts/275""], ""spans"": [{""chunk"": 1, ""start"": 2356, ""end"": 2380}, {""chunk"": 70, ""start"": 421, ""end"": 445}, {""chunk"": 71, ""start"": 489, ""end"": 513}, {""chunk"": 75, ""start"": 463, ""end"": 487}]}","","","",""
"TaxonomyCodedRoute_318cca05b0ecf7fb","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Model architecture","scMIR","unclear","bridges visual representations and language supervision","the first-stage multimodal architecture of BLIP-2","BLIP-2 first-stage multimodal architecture","vision-language","[]","[]","a frozen image encoder and a trainable Querying Transformer (Q-Former)","other_evidence_grounded","other_evidence_grounded","a frozen image encoder and a trainable Querying Transformer (Q-Former)","query_bottleneck","metadata_or_context","unclear","a frozen image encoder and a trainable Querying Transformer (Q-Former)","MATERIALS AND METHODS","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [77], ""pages"": [35, 36], ""refs"": [""#/texts/279"", ""#/texts/280"", ""#/texts/281"", ""#/texts/282"", ""#/texts/283""], ""spans"": [{""chunk"": 77, ""start"": 242, ""end"": 312}]}","","","",""
"TaxonomyCodedRoute_3db259d0d785b5ba","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Pre-training protocol","scMIR","pretraining","using the AdamW optimizer on an NVIDIA A100-SXM480GB GPU under a Linux environment","Pretraining was performed using the AdamW optimizer on an NVIDIA A100-SXM480GB GPU under a Linux environment","pretraining protocol","training configuration","[]","[]","AdamW optimizer","other_evidence_grounded","other_evidence_grounded","Pretraining was performed using the AdamW optimizer","other_explicit","metadata_or_context","unclear","Pretraining was performed using the AdamW optimizer","MATERIALS AND METHODS","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [78], ""pages"": [36], ""refs"": [""#/texts/285""], ""spans"": [{""chunk"": 78, ""start"": 118, ""end"": 139}]}","","","",""
"TaxonomyCodedRoute_6f0ec09c5e7689f0","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","CytoImageNet","scMIR","pretraining","representation learning for biological imaging","a large-scale microscopy image pretraining dataset inspired by ImageNet","CytoImageNet microscopy image pretraining dataset","microscopy image","[]","[]","approximately 890,000 openly sourced and weakly labeled microscopy images spanning 894 classes","visual_raster_carrier","raw_slide_or_patch_input","pretrained on CytoImageNet","unclear","no_text_on_this_route","baseline_only","It comprises approximately 890,000 openly sourced and weakly labeled microscopy images spanning 894 classes.","BENCHMARKING","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [79], ""pages"": [36], ""refs"": [""#/texts/288""], ""spans"": [{""chunk"": 79, ""start"": 425, ""end"": 451}]}","","","",""
"TaxonomyCodedRoute_88ef7c3f6d00accb","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","EfficientNetB0","EfficientNet-B0","evaluation","initialized with ImageNet-pretrained weights and implemented using the tensorflow.keras.applications package","single-cell light microscopy images","single-cell light microscopy images","microscopy image","['initialized with ImageNet-pretrained weights', 'implemented using the tensorflow.keras.applications package']","['pretrained on ImageNet', 'used as a feature extractor']","EfficientNet-B0 backbone","visual_raster_carrier","raw_slide_or_patch_input","implemented using the tensorflow.keras.applications package","unclear","no_text_on_this_route","baseline_only","EfficientNet-B0 was initialized with ImageNet-pretrained weights","BENCHMARKING","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [0, 17], ""pages"": [1, 14, 15], ""refs"": [""#/texts/1"", ""#/texts/2"", ""#/texts/3"", ""#/texts/4"", ""#/texts/5"", ""#/texts/6"", ""#/texts/43"", ""#/texts/44""], ""spans"": [{""chunk"": 0, ""start"": 503, ""end"": 538}, {""chunk"": 17, ""start"": 238, ""end"": 273}]}","","","",""
"TaxonomyCodedRoute_32f68b6fee8be025","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Microsnoop","Microsnoop","evaluation","used the publicly released Microsnoop pretrained model as a frozen feature extractor, following the recommended inference pipeline provided by the authors","single-cell light microscopy images","single-cell light microscopy images","microscopy image","['used as a frozen feature extractor', 'following the recommended inference pipeline provided by the authors']","['used as a frozen feature extractor', 'followed the recommended inference pipeline']","Microsnoop pretrained model","visual_raster_carrier","raw_slide_or_patch_input","used as a frozen feature extractor","unclear","no_text_on_this_route","baseline_only","used the publicly released Microsnoop pretrained model as a frozen feature extractor","BENCHMARKING","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [0, 17], ""pages"": [1, 14, 15], ""refs"": [""#/texts/1"", ""#/texts/2"", ""#/texts/3"", ""#/texts/4"", ""#/texts/5"", ""#/texts/6"", ""#/texts/43"", ""#/texts/44""], ""spans"": [{""chunk"": 0, ""start"": 503, ""end"": 538}, {""chunk"": 17, ""start"": 238, ""end"": 273}]}","","","",""
"TaxonomyCodedRoute_a07dfce3bd3f998a","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S1","CytoImageNet embeddings","evaluation","t-SNE visualization of CytoImageNet embeddings","CytoImageNet embeddings","CytoImageNet embeddings","image embedding","['t-SNE visualization', 'embeddings colored by dataset identity']","['t-SNE projection', 'colored by dataset identity']","single t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","Embeddings colored by dataset identity","unclear","metadata_or_context","generated_output","Embeddings colored by dataset identity.","FIGURES","Fig. S1","figure_only","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [83, 88, 89], ""pages"": [38, 39, 46, 47, 48, 49, 50], ""refs"": [""#/texts/300"", ""#/pictures/6"", ""#/texts/301"", ""#/pictures/7"", ""#/texts/308"", ""#/pictures/14"", ""#/texts/309"", ""#/pictures/15""], ""spans"": [{""chunk"": 83, ""start"": 104, ""end"": 111}, {""chunk"": 88, ""start"": 1899, ""end"": 1906}, {""chunk"": 89, ""start"": 104, ""end"": 111}]}","","","",""
"TaxonomyCodedRoute_4936006e1e846339","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S2","CytoImageNet embeddings","evaluation","t-SNE visualization of CytoImageNet embeddings","CytoImageNet embeddings","CytoImageNet embeddings","image embedding","['t-SNE visualization', 'embeddings colored by dataset-level biological attributes']","['t-SNE projection', 'colored by dataset-level biological attributes']","single t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","Embeddings colored by dataset-level biological attributes","unclear","metadata_or_context","generated_output","Embeddings colored by dataset-level biological attributes.","FIGURES","Fig. S2","figure_only","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [83], ""pages"": [38, 39], ""refs"": [""#/texts/300"", ""#/pictures/6"", ""#/texts/301"", ""#/pictures/7""], ""spans"": [{""chunk"": 83, ""start"": 978, ""end"": 985}]}","","","",""
"TaxonomyCodedRoute_14a30469b475e46f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S3","EfficientNetB0","evaluation","t-SNE visualization of EfficientNetB0 embeddings colored by dataset identity","CytoImageNet embeddings","CytoImageNet embeddings","image","['t-SNE']","['t-SNE dimensionality reduction']","single-panel t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","","unclear","no_text_on_this_route","generated_output","t-SNE visualization of EfficientNetB0 embeddings. Embeddings colored by dataset identity.","FIGURES","Fig. S3","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [84], ""pages"": [40, 41], ""refs"": [""#/texts/302"", ""#/pictures/8"", ""#/texts/303"", ""#/pictures/9""], ""spans"": [{""chunk"": 84, ""start"": 104, ""end"": 111}]}","","","",""
"TaxonomyCodedRoute_50d46868da788587","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S4","EfficientNetB0","evaluation","t-SNE visualization of EfficientNetB0 embeddings colored by dataset-level biological attributes","CytoImageNet embeddings","CytoImageNet embeddings","image","['t-SNE']","['t-SNE dimensionality reduction']","single-panel t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","","unclear","no_text_on_this_route","generated_output","t-SNE visualization of EfficientNetB0 embeddings. Embeddings colored by dataset-level biological attributes.","FIGURES","Fig. S4","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [84], ""pages"": [40, 41], ""refs"": [""#/texts/302"", ""#/pictures/8"", ""#/texts/303"", ""#/pictures/9""], ""spans"": [{""chunk"": 84, ""start"": 1460, ""end"": 1467}]}","","","",""
"TaxonomyCodedRoute_f55707a1f0f7bb16","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S5","Microsnoop","evaluation","t-SNE visualization of Microsnoop embeddings colored by dataset identity","Microsnoop embeddings","Microsnoop embeddings","image","['t-SNE']","['t-SNE dimensionality reduction']","single-panel t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","","unclear","no_text_on_this_route","generated_output","t-SNE visualization of Microsnoop embeddings. Embeddings colored by dataset identity.","FIGURES","Fig. S5","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [84, 85], ""pages"": [40, 41, 42, 43], ""refs"": [""#/texts/302"", ""#/pictures/8"", ""#/texts/303"", ""#/pictures/9"", ""#/texts/304"", ""#/pictures/10"", ""#/texts/305"", ""#/pictures/11""], ""spans"": [{""chunk"": 84, ""start"": 1609, ""end"": 1640}, {""chunk"": 85, ""start"": 245, ""end"": 276}]}","","","",""
"TaxonomyCodedRoute_79f6ab9f9736bbfe","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S6","Microsnoop","evaluation","t-SNE visualization of Microsnoop embeddings colored by dataset-level biological attributes","Microsnoop embeddings","Microsnoop embeddings","image","['t-SNE']","['t-SNE dimensionality reduction']","single-panel t-SNE scatter plot","dense_continuous_carrier","direct_projected_embedding","","unclear","no_text_on_this_route","generated_output","t-SNE visualization of Microsnoop embeddings. Embeddings colored by dataset-level biological attributes.","FIGURES","Fig. S6","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [84, 85], ""pages"": [40, 41, 42, 43], ""refs"": [""#/texts/302"", ""#/pictures/8"", ""#/texts/303"", ""#/pictures/9"", ""#/texts/304"", ""#/pictures/10"", ""#/texts/305"", ""#/pictures/11""], ""spans"": [{""chunk"": 84, ""start"": 1609, ""end"": 1640}, {""chunk"": 85, ""start"": 245, ""end"": 276}]}","","","",""
"TaxonomyCodedRoute_fabb8c1cbf877b27","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S7","scMIR","evaluation","Heatmap visualization of different perturbation representations at a concentration of 0.003 on BBBC021.","different perturbation representations","perturbation representations","single-cell light microscopy image representations","[]","[]","heatmap-style scientific figure","dense_continuous_carrier","pooled_or_aggregated_embedding","No explicit insertion or fusion shown.","unclear","no_text_on_this_route","generated_output","Heatmap visualization of different perturbation representations at a concentration of 0.003 on BBBC021.","FIGURES","Fig. S7","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [86], ""pages"": [44], ""refs"": [""#/texts/306"", ""#/pictures/12""], ""spans"": [{""chunk"": 86, ""start"": 104, ""end"": 111}]}","","","",""
"TaxonomyCodedRoute_e120ff66e3903332","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S8","scMIR","evaluation","Heatmap visualization of different perturbation representations at a concentration of 0.03 on BBBC021.","different perturbation representations","perturbation representations","single-cell light microscopy image representations","[]","[]","heatmap-style scientific figure","dense_continuous_carrier","pooled_or_aggregated_embedding","No explicit insertion or fusion shown.","unclear","no_text_on_this_route","generated_output","Heatmap visualization of different perturbation representations at a concentration of 0.03 on BBBC021.","FIGURES","Fig. S8","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [87], ""pages"": [45], ""refs"": [""#/texts/307"", ""#/pictures/13""], ""spans"": [{""chunk"": 87, ""start"": 104, ""end"": 111}]}","","","",""
"TaxonomyCodedRoute_a1c13f2240a2abb0","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S9","scMIR","evaluation","Heatmap visualization of different perturbation representations at a concentration of 1.0 on BBBC021.","different perturbation representations","perturbation representations","single-cell light microscopy image representations","[]","[]","heatmap-style scientific figure","dense_continuous_carrier","pooled_or_aggregated_embedding","No explicit insertion or fusion shown.","unclear","no_text_on_this_route","generated_output","Heatmap visualization of different perturbation representations at a concentration of 1.0 on BBBC021.","FIGURES","Fig. S9","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [88], ""pages"": [46, 47], ""refs"": [""#/texts/308"", ""#/pictures/14"", ""#/texts/309"", ""#/pictures/15""], ""spans"": [{""chunk"": 88, ""start"": 104, ""end"": 111}]}","","","",""
"TaxonomyCodedRoute_32a237340a84746b","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S10","scMIR","evaluation","Heatmap visualization of of AZ-C perturbation representations.","AZ-C perturbation representations","AZ-C perturbation representations","single-cell light microscopy image representations","[]","[]","heatmap-style scientific figure","dense_continuous_carrier","pooled_or_aggregated_embedding","No explicit insertion or fusion shown.","unclear","no_text_on_this_route","generated_output","Heatmap visualization of of AZ-C perturbation representations.","FIGURES","Fig. S10","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [88], ""pages"": [46, 47], ""refs"": [""#/texts/308"", ""#/pictures/14"", ""#/texts/309"", ""#/pictures/15""], ""spans"": [{""chunk"": 88, ""start"": 1899, ""end"": 1907}]}","","","",""
"TaxonomyCodedRoute_bb35bd421014e8b1","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S11","scMIR","evaluation","Heatmap visualization of of AZ-C perturbation representations.","AZ-C perturbation representations","AZ-C perturbation","widefield fluorescence","[]","[]","single-panel heatmap","visual_raster_carrier","patch_context_or_case_level_visual_reasoning","","unclear","metadata_or_context","generated_output","Fig. S11 | Heatmap visualization of of AZ-C perturbation representations.","","Fig. S11","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [89], ""pages"": [48, 49, 50], ""refs"": [""#/texts/310"", ""#/pictures/16"", ""#/texts/311"", ""#/pictures/17"", ""#/texts/312""], ""spans"": [{""chunk"": 89, ""start"": 104, ""end"": 112}]}","","","",""
"TaxonomyCodedRoute_e50f8c8966715863","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Fig. S12","scMIR","evaluation","Performance comparison on cpg0000.","cpg0000","compound perturbation","widefield fluorescence","[]","[]","single scatter plot","visual_raster_carrier","patch_context_or_case_level_visual_reasoning","","unclear","metadata_or_context","generated_output","Single scatter plot titled “Well level-Compounds.”","","Fig. S12","text_plus_figure","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [89], ""pages"": [48, 49, 50], ""refs"": [""#/texts/310"", ""#/pictures/16"", ""#/texts/311"", ""#/pictures/17"", ""#/texts/312""], ""spans"": [{""chunk"": 89, ""start"": 1736, ""end"": 1744}]}","","","",""
"TaxonomyCodedRoute_212c982e1a011a51","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Table S1","scMIR","pretraining","Summary of the pre-training set.","pre-training set","pre-training set","single-cell light microscopy","[]","[]","textual table","text_native_token_stream","structured_biological_prompt_or_task_scaffold","","unclear","metadata_or_context","actual_model_input","Table S1. Summary of the pre-training set.","","Table S1","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [56, 90], ""pages"": [31, 50], ""refs"": [""#/texts/236"", ""#/tables/0""], ""spans"": [{""chunk"": 56, ""start"": 1106, ""end"": 1114}, {""chunk"": 90, ""start"": 104, ""end"": 112}]}","","","",""
"TaxonomyCodedRoute_dd0e1d9de71e1fd3","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Table S2","scMIR","evaluation","Summary of the evaluation set.","evaluation set","evaluation set","single-cell light microscopy","[]","[]","textual table","text_native_token_stream","structured_biological_prompt_or_task_scaffold","","unclear","metadata_or_context","actual_model_input","Table S2. Summary of the evaluation set.","","Table S2","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [63, 91, 92], ""pages"": [32, 50, 51], ""refs"": [""#/texts/250"", ""#/tables/1"", ""#/tables/2""], ""spans"": [{""chunk"": 63, ""start"": 631, ""end"": 639}, {""chunk"": 91, ""start"": 104, ""end"": 112}, {""chunk"": 92, ""start"": 104, ""end"": 112}]}","","","",""
"TaxonomyCodedRoute_5cdd5f5b76eb6c7d","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Table S3","scMIR","evaluation","Summary of the classification task details.","Summary of the classification task details.","classification task details","text/table","[]","[]","Summary of the classification task details.","text_native_token_stream","structured_biological_prompt_or_task_scaffold","Table S3. Summary of the classification task details.","unclear","metadata_or_context","unclear","Table S3. Summary of the classification task details.","FIGURES","Table S3","explicit_text","Only the table caption is visible in the provided excerpt.","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [82, 94, 96, 97, 99], ""pages"": [37, 51, 52], ""refs"": [""#/texts/295"", ""#/texts/296"", ""#/texts/297"", ""#/texts/298"", ""#/tables/3"", ""#/texts/316"", ""#/texts/317"", ""#/texts/318""], ""spans"": [{""chunk"": 82, ""start"": 2713, ""end"": 2721}, {""chunk"": 94, ""start"": 104, ""end"": 112}, {""chunk"": 96, ""start"": 104, ""end"": 112}, {""chunk"": 97, ""start"": 104, ""end"": 112}]}","","","",""
"TaxonomyCodedRoute_f7d02d62724824f2","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Table S4","scMIR","evaluation","Original localization categories in the HPA dataset with grouping annotated by experts.","Original localization categories in the HPA dataset with grouping annotated by experts.","HPA localization categories","text/table","[]","[]","Original localization categories in the HPA dataset with grouping annotated by experts.","text_native_token_stream","structured_biological_prompt_or_task_scaffold","Original localization categories in the HPA dataset with grouping annotated by experts.","unclear","metadata_or_context","unclear","Table S4. Original localization categories in the HPA dataset with grouping annotated by experts.","FIGURES","Table S4","explicit_text","Only the caption and category mappings are visible in the provided excerpt.","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [97], ""pages"": [52], ""refs"": [""#/tables/4""], ""spans"": [{""chunk"": 97, ""start"": 158, ""end"": 166}]}","","","",""
"TaxonomyCodedRoute_2e73045800d7f122","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Cell Painting","scMIR","evaluation","drug perturbation dataset","multi-channel fluorescence full-field images","Cell Painting images","multi-channel fluorescence microscopy","['Single cells were segmented using Cellpose [59]', 'embedded with scMIR', 'hierarchically aggregated to derive site-, well-, and treatment-level representations']","['single-cell segmentation', 'scMIR embedding', 'hierarchical aggregation to site-, well-, and treatment-level representations']","multi-channel fluorescence full-field images acquired under diverse chemical treatments","visual_raster_carrier","raw_slide_or_patch_input","Single cells were segmented using Cellpose [59], embedded with scMIR, and hierarchically aggregated to derive site-, well-, and treatment-level representations.","unclear","no_text_on_this_route","actual_model_input","Single cells were segmented using Cellpose [59], embedded with scMIR, and hierarchically aggregated to derive site-, well-, and treatment-level representations.","scMIR encodes biologically relevant information","Fig. 3a","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [49], ""pages"": [24, 25], ""refs"": [""#/texts/149"", ""#/texts/150"", ""#/texts/151"", ""#/texts/152"", ""#/texts/153"", ""#/texts/154"", ""#/texts/155"", ""#/texts/156""], ""spans"": [{""chunk"": 49, ""start"": 748, ""end"": 761}]}","","","",""
"TaxonomyCodedRoute_73db4ef7a518bf1e","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","scMIR model","scMIR","pretraining","During pre-training, scMIR is trained on paired single-cell images and structured textual captions to enable text-guided visual representation learning.","paired single-cell images and structured textual captions","single-cell microscopy images and structured textual captions","single-cell light microscopy images and text","['trained on paired single-cell images and structured textual captions', 'text-guided visual representation learning']","['paired image-text pretraining', 'text-guided visual representation learning']","paired single-cell images and structured textual captions","visual_raster_carrier","raw_slide_or_patch_input","paired single-cell images and structured textual captions","shared_latent_alignment","paired_alignment_supervision","paired_alignment_input","During pre-training, scMIR is trained on paired single-cell images and structured textual captions to enable text-guided visual representation learning.","scMIR model","","explicit_text","The route involves both image and text; carrier family is coded from the image-facing route.","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [19], ""pages"": [16], ""refs"": [""#/texts/49""], ""spans"": [{""chunk"": 19, ""start"": 96, ""end"": 107}]}","","","",""
"TaxonomyCodedRoute_09438d456dba69a6","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Image encoder","scMIR","pretraining","extract features from single-cell microscopy images","single-cell microscopy images","single-cell microscopy image","light microscopy image","['single-cell microscopy images', 'frozen visual backbone', 'ViTg/14 vision transformer from EVA-CLIP']","['single-cell microscopy image', 'frozen visual backbone', 'ViTg/14 image encoder']","single-cell microscopy images","visual_raster_carrier","raw_slide_or_patch_input","we use the ViTg/14 vision transformer from EVA-CLIP [69] as the image encoder.","unclear","no_text_on_this_route","actual_model_input","we use the ViTg/14 vision transformer from EVA-CLIP [69] as the image encoder.","Image encoder","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [20], ""pages"": [16], ""refs"": [""#/texts/51""], ""spans"": [{""chunk"": 20, ""start"": 261, ""end"": 339}]}","","","",""
"TaxonomyCodedRoute_3b09c585372ba255","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Image-text alignment module","scMIR","pretraining","maps visual features extracted from single-cell microscopy images into a shared semantic space guided by textual captions","single-cell microscopy images","single-cell microscopy image","light microscopy image","['single-cell microscopy images', 'visual features extracted from single-cell microscopy images', 'shared semantic space guided by textual captions']","['single-cell microscopy image', 'visual feature embedding', 'shared semantic space']","visual features extracted from single-cell microscopy images","dense_continuous_carrier","connector_mediated_embedding","maps visual features extracted from single-cell microscopy images into a shared semantic space guided by textual captions","shared_latent_alignment","paired_alignment_supervision","paired_alignment_input","maps visual features extracted from single-cell microscopy images into a shared semantic space guided by textual captions","Image-text alignment module","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [21], ""pages"": [16], ""refs"": [""#/texts/53""], ""spans"": [{""chunk"": 21, ""start"": 96, ""end"": 123}]}","","","",""
"TaxonomyCodedRoute_ad1eda5a1f9032b5","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Q-Former","scMIR","pretraining","maps high-dimensional visual features into a compact set of embeddings suitable for alignment with textual descriptions","high-dimensional visual features","visual features","visual embedding","['high-dimensional visual features', 'compact set of embeddings', 'alignment with textual descriptions']","['visual feature embedding', 'compact embedding set', 'text-alignment-ready embedding']","32 learnable query embeddings","dense_continuous_carrier","virtual_token_prefix","we use 32 learnable query embeddings, each with a hidden dimension of 768.","query_bottleneck","paired_alignment_supervision","actual_model_input","we use 32 learnable query embeddings, each with a hidden dimension of 768.","Q-Former","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [22], ""pages"": [16, 17], ""refs"": [""#/texts/55"", ""#/texts/56"", ""#/texts/57""], ""spans"": [{""chunk"": 22, ""start"": 601, ""end"": 720}]}","","","",""
"TaxonomyCodedRoute_a3aac2b611ad941b","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Image-text alignment objective","scMIR","pretraining","supervises the Q-Former to produce visual embeddings that are semantically consistent with corresponding textual descriptions","query embeddings and textual descriptions","query embeddings and text captions","multimodal image-text pair","['query embeddings', 'image-text alignment objective', 'semantically consistent visual embeddings']","['query embedding', 'alignment objective', 'aligned visual embedding']","query-based output embeddings from the Q-Former","dense_continuous_carrier","pooled_or_aggregated_embedding","The image-text alignment objective supervises the Q-Former to produce visual embeddings that are semantically consistent with corresponding textual descriptions.","shared_latent_alignment","paired_alignment_supervision","training_only_target","supervises the Q-Former to produce visual embeddings that are semantically consistent with corresponding textual descriptions","Image-text alignment objective","","explicit_text","","{""document_id"": ""efca942a4d0f03ccd65290b776a6ca7a"", ""match"": ""verbatim"", ""chunks"": [21, 22, 23, 27, 77], ""pages"": [16, 17, 18, 19, 35, 36], ""refs"": [""#/texts/53"", ""#/texts/55"", ""#/texts/56"", ""#/texts/57"", ""#/texts/59"", ""#/texts/60"", ""#/texts/78"", ""#/texts/79""], ""spans"": [{""chunk"": 21, ""start"": 567, ""end"": 597}, {""chunk"": 22, ""start"": 1657, ""end"": 1687}, {""chunk"": 23, ""start"": 96, ""end"": 126}, {""chunk"": 27, ""start"": 2413, ""end"": 2443}]}","","","",""
